material ID,description,level,category,category description,hierarchy category,provider,country,bore,bore type,bore type description,stroke,stroke type,stroke type description,size uom,weight,weight uom,price,currency,rank,is leaf
21,Volkswagen Egypt P20684,2,3,pistons,1,Volkswagen,Egypt,0.34,0.0,big,0.23636363636363636,0.0,short,mm,0.25,kg,0.3280492073811072,eur,0.0,True
22,Lincoln Netherlands P39176,2,3,pistons,1,Lincoln,Netherlands,0.42,0.0,big,0.0,0.0,short,mm,0.9299999999999999,kg,0.6623993599039857,eur,0.5,True
23,Buick Sweden P37361,2,3,pistons,1,Buick,Sweden,0.38,0.0,big,0.6,1.0,long,mm,0.55,kg,0.9497924688703304,eur,0.25,True
24,Honda Netherlands P34965,2,3,pistons,1,Honda,Netherlands,0.46,0.0,big,0.4727272727272727,1.0,long,mm,0.41999999999999993,kg,0.707856178426764,eur,0.75,True
25,Volkswagen Chile P33014,2,3,pistons,1,Volkswagen,Chile,0.38,0.0,big,0.6727272727272727,1.0,long,mm,0.7,kg,0.10591588738310749,eur,1.0,True
26,BMW Korea P24188,2,3,pistons,1,BMW,Korea,1.0,1.0,small,0.23636363636363636,0.0,short,mm,0.44500000000000006,kg,0.9622943441516226,eur,0.75,True
27,KTM USA P36747,2,3,pistons,1,KTM,USA,0.16,0.0,big,0.7272727272727273,1.0,long,mm,0.17500000000000004,kg,0.2182327349102366,eur,0.75,True
28,Toyota Switzerland P30939,2,3,pistons,1,Toyota,Switzerland,0.96,1.0,small,0.05454545454545454,0.0,short,mm,0.31000000000000005,kg,0.17572635895384311,eur,0.75,True
29,Jeep USA P37008,2,3,pistons,1,Jeep,USA,0.2,0.0,big,0.8,1.0,long,mm,0.6000000000000001,kg,0.895734360154023,eur,0.0,True
30,KTM Sweden P16406,2,3,pistons,1,KTM,Sweden,0.68,1.0,small,0.36363636363636365,1.0,long,mm,0.43500000000000005,kg,0.09581437215582335,eur,0.75,True
31,BMW Switzerland P1664,2,3,pistons,1,BMW,Switzerland,0.4,0.0,big,0.45454545454545453,1.0,long,mm,0.07499999999999996,kg,0.9723958593789066,eur,0.25,True
32,Acura Korea P38904,2,3,pistons,1,Acura,Korea,0.84,1.0,small,0.10909090909090909,0.0,short,mm,0.9450000000000001,kg,0.7787168075211282,eur,0.5,True
33,Mercedes Austria P38872,2,3,pistons,1,Mercedes,Austria,0.76,1.0,small,0.6181818181818182,1.0,long,mm,0.9099999999999999,kg,0.81037155573336,eur,1.0,True
34,Hyundai Italy P13958,2,3,pistons,1,Hyundai,Italy,0.54,1.0,small,0.0,0.0,short,mm,0.9750000000000001,kg,0.8289743461519226,eur,1.0,True
35,Tesla Italy P31734,2,3,pistons,1,Tesla,Italy,0.82,1.0,small,0.2727272727272727,0.0,short,mm,0.81,kg,0.6921538230734611,eur,0.25,True
36,Mercedes India P38431,2,3,pistons,1,Mercedes,India,0.34,0.0,big,0.9454545454545454,1.0,long,mm,0.8899999999999999,kg,0.0295044256638496,eur,0.25,True
37,GMC China P25804,2,3,pistons,1,GMC,China,0.28,0.0,big,0.6545454545454545,1.0,long,mm,0.665,kg,0.049807471120668134,eur,0.25,True
38,Ford Thailand P33193,2,3,pistons,1,Ford,Thailand,0.3,0.0,big,0.4,1.0,long,mm,0.4750000000000001,kg,0.5841376206430964,eur,0.5,True
39,Honda Netherlands P24391,2,3,pistons,1,Honda,Netherlands,0.92,1.0,small,0.3090909090909091,1.0,long,mm,0.29499999999999993,kg,0.054008101215182326,eur,0.25,True
40,Tesla Austria P17611,2,3,pistons,1,Tesla,Austria,0.88,1.0,small,0.18181818181818182,0.0,short,mm,0.09000000000000008,kg,0.7625143771565734,eur,0.75,True
41,Mercedes Japan P3952,2,3,pistons,1,Mercedes,Japan,0.26,0.0,big,0.01818181818181818,0.0,short,mm,0.5700000000000001,kg,0.13562034305145773,eur,0.25,True
42,Lincoln Switzerland P39544,2,3,pistons,1,Lincoln,Switzerland,0.78,1.0,small,0.43636363636363634,1.0,long,mm,0.050000000000000044,kg,0.17007551132669907,eur,0.25,True
43,Acura Turkey P36109,2,3,pistons,1,Acura,Turkey,0.52,1.0,small,0.8545454545454545,1.0,long,mm,0.09000000000000008,kg,0.47292093814072117,eur,0.0,True
44,KTM China P27903,2,3,pistons,1,KTM,China,0.2,0.0,big,0.8181818181818182,1.0,long,mm,0.2749999999999999,kg,0.7059058858828825,eur,0.5,True
45,Hyundai Brazil P15663,2,3,pistons,1,Hyundai,Brazil,0.12,0.0,big,0.8363636363636363,1.0,long,mm,0.18999999999999995,kg,0.8978846827024053,eur,1.0,True
46,Buick Mexico P6353,2,3,pistons,1,Buick,Mexico,0.8,1.0,small,0.6909090909090909,1.0,long,mm,0.375,kg,0.18317747662149317,eur,0.0,True
47,BMW France P27122,2,3,pistons,1,BMW,France,0.64,1.0,small,0.3090909090909091,1.0,long,mm,0.014999999999999902,kg,0.7725658848827324,eur,1.0,True
48,Hyundai Romania P17142,2,3,pistons,1,Hyundai,Romania,0.12,0.0,big,0.2909090909090909,1.0,long,mm,0.56,kg,0.35230284542681406,eur,0.25,True
49,Mercedes Russia P30578,2,3,pistons,1,Mercedes,Russia,0.42,0.0,big,0.16363636363636364,0.0,short,mm,0.635,kg,0.20708106215932384,eur,0.75,True
50,GMC Korea P29637,2,3,pistons,1,GMC,Korea,0.84,1.0,small,0.7818181818181819,1.0,long,mm,0.825,kg,0.5399309896484473,eur,0.25,True
51,Daimler Sweden P11102,2,3,pistons,1,Daimler,Sweden,0.52,1.0,small,0.2909090909090909,1.0,long,mm,0.9850000000000001,kg,0.6787518127719158,eur,0.75,True
52,Ford Mexico P29132,2,3,pistons,1,Ford,Mexico,0.7,1.0,small,0.9272727272727272,1.0,long,mm,0.3500000000000001,kg,0.8317247587138069,eur,0.75,True
53,Toyota Cuba P37476,2,3,pistons,1,Toyota,Cuba,0.22,0.0,big,0.21818181818181817,0.0,short,mm,0.1299999999999999,kg,0.9324898734810222,eur,1.0,True
54,Buick Indonesia P34960,2,3,pistons,1,Buick,Indonesia,0.14,0.0,big,0.7636363636363637,1.0,long,mm,0.4950000000000001,kg,0.9279891983797568,eur,0.0,True
55,Ford USA P28538,2,3,pistons,1,Ford,USA,0.2,0.0,big,0.9454545454545454,1.0,long,mm,0.1499999999999999,kg,0.7866680002000299,eur,0.25,True
56,KTM Belgium P6585,2,3,pistons,1,KTM,Belgium,0.26,0.0,big,0.8545454545454545,1.0,long,mm,0.9650000000000001,kg,0.576586487973196,eur,0.0,True
57,Buick USA P34534,2,3,pistons,1,Buick,USA,0.22,0.0,big,0.32727272727272727,1.0,long,mm,0.2749999999999999,kg,0.7678151722758414,eur,1.0,True
58,Hyundai Cuba P1911,2,3,pistons,1,Hyundai,Cuba,0.62,1.0,small,0.34545454545454546,1.0,long,mm,0.6699999999999999,kg,0.5688853327999198,eur,0.25,True
59,BYD India P38656,2,3,pistons,1,BYD,India,0.3,0.0,big,0.7636363636363637,1.0,long,mm,0.18500000000000005,kg,0.1249687453117968,eur,0.25,True
60,Daimler India P31447,2,3,pistons,1,Daimler,India,0.14,0.0,big,0.14545454545454545,0.0,short,mm,0.6950000000000001,kg,0.08901335200280046,eur,1.0,True
61,Tesla Switzerland P18365,2,3,pistons,1,Tesla,Switzerland,0.14,0.0,big,0.45454545454545453,1.0,long,mm,0.21500000000000008,kg,0.6793018952842927,eur,0.5,True
62,Tesla Turkey P1043,2,3,pistons,1,Tesla,Turkey,0.74,1.0,small,0.0,0.0,short,mm,0.6950000000000001,kg,0.6227434115117269,eur,0.5,True
63,BYD Thailand P25216,2,3,pistons,1,BYD,Thailand,0.94,1.0,small,0.21818181818181817,0.0,short,mm,0.605,kg,0.9519927989198379,eur,0.5,True
64,Jeep Egypt P8234,2,3,pistons,1,Jeep,Egypt,0.14,0.0,big,0.12727272727272726,0.0,short,mm,0.3400000000000001,kg,0.05460819122868438,eur,0.75,True
65,Ford Japan P28101,2,3,pistons,1,Ford,Japan,0.16,0.0,big,0.01818181818181818,0.0,short,mm,0.7150000000000001,kg,0.30769615442316345,eur,0.5,True
66,Hyundai Chile P33154,2,3,pistons,1,Hyundai,Chile,0.12,0.0,big,0.6727272727272727,1.0,long,mm,0.31000000000000005,kg,0.20218032704905736,eur,0.5,True
67,BMW Norway P30412,2,3,pistons,1,BMW,Norway,0.96,1.0,small,1.0,1.0,long,mm,0.915,kg,0.7701155173275991,eur,0.0,True
68,Ferrari Korea P37393,2,3,pistons,1,Ferrari,Korea,0.9,1.0,small,0.5818181818181818,1.0,long,mm,0.4950000000000001,kg,0.6013402010301544,eur,1.0,True
69,Jeep Sweden P23720,2,3,pistons,1,Jeep,Sweden,0.26,0.0,big,0.3090909090909091,1.0,long,mm,0.44500000000000006,kg,0.8271240686102916,eur,0.25,True
70,Toyota Italy P12476,2,3,pistons,1,Toyota,Italy,0.4,0.0,big,0.8545454545454545,1.0,long,mm,0.385,kg,0.8193228984347652,eur,0.75,True
71,Hyundai Denmark P20886,2,3,pistons,1,Hyundai,Denmark,0.36,0.0,big,0.16363636363636364,0.0,short,mm,0.54,kg,0.20573085962894438,eur,0.25,True
72,Ford Switzerland P16077,2,3,pistons,1,Ford,Switzerland,0.86,1.0,small,0.9454545454545454,1.0,long,mm,0.7350000000000001,kg,0.7074061109166376,eur,0.25,True
73,Mercedes Switzerland P22359,2,3,pistons,1,Mercedes,Switzerland,0.84,1.0,small,0.7272727272727273,1.0,long,mm,0.81,kg,0.19372905935890386,eur,1.0,True
74,Honda Indonesia P12351,2,3,pistons,1,Honda,Indonesia,0.4,0.0,big,0.9636363636363636,1.0,long,mm,0.45500000000000007,kg,0.5940391058658799,eur,0.75,True
75,Lincoln Chile P19641,2,3,pistons,1,Lincoln,Chile,0.6,1.0,small,0.8363636363636363,1.0,long,mm,0.6000000000000001,kg,0.39735960394059106,eur,0.5,True
76,Volvo India P6427,2,3,pistons,1,Volvo,India,0.9,1.0,small,0.4727272727272727,1.0,long,mm,0.050000000000000044,kg,0.689803470520578,eur,0.25,True
77,Ford Turkey P3186,2,3,pistons,1,Ford,Turkey,0.76,1.0,small,0.9090909090909091,1.0,long,mm,0.2849999999999999,kg,0.49282392358853827,eur,0.0,True
78,Ferrari Chile P9316,2,3,pistons,1,Ferrari,Chile,0.62,1.0,small,0.23636363636363636,0.0,short,mm,0.16999999999999993,kg,0.09566434965244783,eur,1.0,True
79,Volvo Thailand P22440,2,3,pistons,1,Volvo,Thailand,0.34,0.0,big,0.38181818181818183,1.0,long,mm,0.72,kg,0.3330499574936241,eur,1.0,True
80,Tesla France P25483,2,3,pistons,1,Tesla,France,0.1,0.0,big,0.45454545454545453,1.0,long,mm,0.11499999999999999,kg,0.6618492773916088,eur,0.25,True
81,KTM Germany P26885,2,3,pistons,1,KTM,Germany,0.44,0.0,big,0.36363636363636365,1.0,long,mm,0.6499999999999999,kg,0.3347002050307546,eur,0.5,True
82,Honda France P38738,2,3,pistons,1,Honda,France,0.62,1.0,small,0.9636363636363636,1.0,long,mm,0.7849999999999999,kg,0.21273190978646805,eur,0.5,True
83,Ford Egypt P38369,2,3,pistons,1,Ford,Egypt,0.42,0.0,big,0.03636363636363636,0.0,short,mm,0.925,kg,0.2946942041306196,eur,0.75,True
84,Acura Mexico P29590,2,3,pistons,1,Acura,Mexico,0.3,0.0,big,0.7090909090909091,1.0,long,mm,0.24,kg,0.13046957043556534,eur,0.5,True
85,BMW Japan P19565,2,3,pistons,1,BMW,Japan,0.48,0.0,big,0.38181818181818183,1.0,long,mm,0.09000000000000008,kg,0.7351602740411061,eur,0.75,True
86,Ford Japan P22014,2,3,pistons,1,Ford,Japan,0.44,0.0,big,0.6909090909090909,1.0,long,mm,0.845,kg,0.9536930539580938,eur,0.25,True
87,Volkswagen Thailand P18744,2,3,pistons,1,Volkswagen,Thailand,0.9,1.0,small,0.4727272727272727,1.0,long,mm,0.20999999999999996,kg,0.20678101715257297,eur,1.0,True
88,Ferrari Germany P32023,2,3,pistons,1,Ferrari,Germany,0.02,0.0,big,0.21818181818181817,0.0,short,mm,0.825,kg,0.36160424063609536,eur,1.0,True
89,Hyundai Switzerland P31733,2,3,pistons,1,Hyundai,Switzerland,0.06,0.0,big,0.7818181818181819,1.0,long,mm,0.19500000000000006,kg,0.8054208131219682,eur,0.75,True
90,Ford Romania P1932,2,3,pistons,1,Ford,Romania,0.14,0.0,big,0.6,1.0,long,mm,0.5249999999999999,kg,0.33775066259938996,eur,0.5,True
91,Acura Norway P1275,2,3,pistons,1,Acura,Norway,0.42,0.0,big,0.5818181818181818,1.0,long,mm,0.8700000000000001,kg,0.03825573836075414,eur,0.75,True
92,Toyota Austria P29215,2,3,pistons,1,Toyota,Austria,0.38,0.0,big,0.34545454545454546,1.0,long,mm,0.1100000000000001,kg,0.3727559133870081,eur,0.25,True
93,Lincoln India P35060,2,3,pistons,1,Lincoln,India,0.26,0.0,big,0.7454545454545455,1.0,long,mm,0.8799999999999999,kg,0.057408611291693834,eur,0.5,True
94,Volvo France P31950,2,3,pistons,1,Volvo,France,0.58,1.0,small,0.7454545454545455,1.0,long,mm,0.125,kg,0.46742011301695247,eur,1.0,True
95,BMW Austria P3454,2,3,pistons,1,BMW,Austria,0.94,1.0,small,0.38181818181818183,1.0,long,mm,0.2849999999999999,kg,0.9503925588838325,eur,1.0,True
96,Hyundai Japan P6485,2,3,pistons,1,Hyundai,Japan,0.32,0.0,big,0.5454545454545454,1.0,long,mm,0.03499999999999992,kg,0.9815472320848128,eur,0.75,True
97,Ferrari Norway P30716,2,3,pistons,1,Ferrari,Norway,0.46,0.0,big,0.7636363636363637,1.0,long,mm,0.10000000000000009,kg,0.7476621493223982,eur,0.75,True
98,Volvo Thailand P23768,2,3,pistons,1,Volvo,Thailand,0.92,1.0,small,0.7272727272727273,1.0,long,mm,0.29499999999999993,kg,0.8397759663949592,eur,1.0,True
99,Tesla Chile P20571,2,3,pistons,1,Tesla,Chile,0.66,1.0,small,0.6545454545454545,1.0,long,mm,0.004999999999999893,kg,0.4840226033905086,eur,0.75,True
100,Ford Korea P38449,2,3,pistons,1,Ford,Korea,0.5,0.0,big,0.6181818181818182,1.0,long,mm,0.75,kg,0.9788468270240536,eur,0.75,True
101,Honda Turkey P10264,2,3,pistons,1,Honda,Turkey,0.48,0.0,big,0.6,1.0,long,mm,0.935,kg,0.18092713907086064,eur,0.25,True
102,Toyota China P13456,2,3,pistons,1,Toyota,China,0.22,0.0,big,0.9636363636363636,1.0,long,mm,0.1399999999999999,kg,0.61629244386658,eur,0.75,True
103,Daimler Germany P19843,2,3,pistons,1,Daimler,Germany,0.88,1.0,small,0.7272727272727273,1.0,long,mm,0.5700000000000001,kg,0.44056608491273697,eur,0.75,True
104,Mercedes Belgium P12746,2,3,pistons,1,Mercedes,Belgium,0.1,0.0,big,0.2545454545454545,0.0,short,mm,0.78,kg,0.8065709856478471,eur,0.0,True
105,Buick Switzerland P8455,2,3,pistons,1,Buick,Switzerland,0.18,0.0,big,0.09090909090909091,0.0,short,mm,0.585,kg,0.8586788018202731,eur,0.5,True
106,KTM Cuba P34138,2,3,pistons,1,KTM,Cuba,0.18,0.0,big,0.6181818181818182,1.0,long,mm,0.25,kg,0.4464669700455068,eur,0.75,True
107,BMW Egypt P18797,2,3,pistons,1,BMW,Egypt,0.06,0.0,big,0.16363636363636364,0.0,short,mm,0.615,kg,0.6676001400210031,eur,1.0,True
108,Tesla Korea P4282,2,3,pistons,1,Tesla,Korea,0.76,1.0,small,0.23636363636363636,0.0,short,mm,0.20999999999999996,kg,0.04750712606891033,eur,0.75,True
109,BYD Romania P8791,2,3,pistons,1,BYD,Romania,0.44,0.0,big,0.3090909090909091,1.0,long,mm,1.0,kg,0.7138570785617842,eur,0.5,True
110,Honda Korea P6561,2,3,pistons,1,Honda,Korea,0.14,0.0,big,0.43636363636363634,1.0,long,mm,0.9950000000000001,kg,0.3402510376556484,eur,0.0,True
111,BYD Chile P16958,2,3,pistons,1,BYD,Chile,0.32,0.0,big,0.8181818181818182,1.0,long,mm,1.0,kg,0.1587238085712857,eur,0.75,True
112,Tesla Canada P4533,2,3,pistons,1,Tesla,Canada,0.3,0.0,big,0.6727272727272727,1.0,long,mm,0.42999999999999994,kg,0.6911536730509578,eur,0.5,True
113,GMC Norway P34704,2,3,pistons,1,GMC,Norway,0.46,0.0,big,0.5272727272727272,1.0,long,mm,0.375,kg,0.9888483272490872,eur,1.0,True
114,BMW China P24064,2,3,pistons,1,BMW,China,0.4,0.0,big,0.8727272727272727,1.0,long,mm,0.3500000000000001,kg,0.7815172275841377,eur,0.25,True
115,Acura Thailand P5769,2,3,pistons,1,Acura,Thailand,0.28,0.0,big,0.34545454545454546,1.0,long,mm,0.835,kg,0.6519977996699504,eur,0.75,True
116,Volkswagen Switzerland P10275,2,3,pistons,1,Volkswagen,Switzerland,0.4,0.0,big,0.41818181818181815,1.0,long,mm,0.03499999999999992,kg,0.38970845626844025,eur,0.5,True
117,Volvo New Zealand P19073,2,3,pistons,1,Volvo,New,0.88,1.0,small,0.9818181818181818,1.0,long,mm,0.6399999999999999,kg,0.06510976646496978,eur,0.0,True
118,BMW Netherlands P12960,2,3,pistons,1,BMW,Netherlands,0.56,1.0,small,0.2909090909090909,1.0,long,mm,0.3600000000000001,kg,0.8914337150572584,eur,0.25,True
119,BMW Germany P1781,2,3,pistons,1,BMW,Germany,0.78,1.0,small,0.6363636363636364,1.0,long,mm,0.31000000000000005,kg,0.4388658298744812,eur,0.25,True
120,Benz Cuba P35719,2,3,pistons,1,Benz,Cuba,0.02,0.0,big,0.32727272727272727,1.0,long,mm,0.385,kg,0.6761014152122817,eur,0.0,True
121,GMC Switzerland P26603,2,3,pistons,1,GMC,Switzerland,0.12,0.0,big,0.16363636363636364,0.0,short,mm,0.8799999999999999,kg,0.8332749912486872,eur,0.5,True
122,Ferrari Japan P36374,2,3,pistons,1,Ferrari,Japan,0.12,0.0,big,0.12727272727272726,0.0,short,mm,0.99,kg,0.03845576836525477,eur,0.25,True
123,Buick Russia P23545,2,3,pistons,1,Buick,Russia,0.6,1.0,small,0.6363636363636364,1.0,long,mm,0.30000000000000004,kg,0.36550482572385856,eur,0.25,True
124,Lincoln Chile P4834,2,3,pistons,1,Lincoln,Chile,0.66,1.0,small,0.01818181818181818,0.0,short,mm,0.6200000000000001,kg,0.35565334800220033,eur,1.0,True
125,Volkswagen India P35683,2,3,pistons,1,Volkswagen,India,0.92,1.0,small,0.12727272727272726,0.0,short,mm,0.45999999999999996,kg,0.13156973546031905,eur,0.25,True
126,Ford Denmark P37052,2,3,pistons,1,Ford,Denmark,0.3,0.0,big,0.23636363636363636,0.0,short,mm,0.3600000000000001,kg,0.7624643696554484,eur,0.25,True
127,Benz Russia P35375,2,3,pistons,1,Benz,Russia,0.58,1.0,small,0.34545454545454546,1.0,long,mm,0.2749999999999999,kg,0.05320798119717964,eur,1.0,True
128,Daimler Belgium P27212,2,3,pistons,1,Daimler,Belgium,0.58,1.0,small,0.16363636363636364,0.0,short,mm,0.050000000000000044,kg,0.952042806420963,eur,0.25,True
129,KTM Romania P37327,2,3,pistons,1,KTM,Romania,0.82,1.0,small,0.5818181818181818,1.0,long,mm,0.8400000000000001,kg,0.4902735410311547,eur,0.75,True
130,Tesla India P17979,2,3,pistons,1,Tesla,India,0.26,0.0,big,0.05454545454545454,0.0,short,mm,0.49,kg,0.7100065009751463,eur,0.5,True
131,Honda USA P22044,2,3,pistons,1,Honda,USA,0.02,0.0,big,0.8545454545454545,1.0,long,mm,0.11499999999999999,kg,0.9249387408111217,eur,0.75,True
132,Toyota Brazil P38957,2,3,pistons,1,Toyota,Brazil,0.98,1.0,small,0.4727272727272727,1.0,long,mm,0.78,kg,0.7854178126719007,eur,0.0,True
133,Ford Egypt P19125,2,3,pistons,1,Ford,Egypt,0.06,0.0,big,0.6545454545454545,1.0,long,mm,0.8600000000000001,kg,0.2671400710106516,eur,0.5,True
134,Jeep Canada P6413,2,3,pistons,1,Jeep,Canada,0.5,0.0,big,0.6181818181818182,1.0,long,mm,0.31000000000000005,kg,0.8752812921938291,eur,0.75,True
135,Toyota India P37506,2,3,pistons,1,Toyota,India,0.38,0.0,big,0.6,1.0,long,mm,0.4750000000000001,kg,0.7946692003800571,eur,0.5,True
136,Acura Brazil P11429,2,3,pistons,1,Acura,Brazil,1.0,1.0,small,0.21818181818181817,0.0,short,mm,0.7849999999999999,kg,0.43796569485422815,eur,0.25,True
137,Jeep India P15139,2,3,pistons,1,Jeep,India,0.64,1.0,small,0.2727272727272727,0.0,short,mm,0.2450000000000001,kg,0.7717157573636044,eur,0.75,True
138,Toyota Sweden P30180,2,3,pistons,1,Toyota,Sweden,0.46,0.0,big,0.43636363636363634,1.0,long,mm,0.5349999999999999,kg,0.43476521478221725,eur,0.5,True
139,Acura Thailand P33258,2,3,pistons,1,Acura,Thailand,0.48,0.0,big,0.21818181818181817,0.0,short,mm,0.10499999999999998,kg,0.20678101715257297,eur,0.25,True
140,Honda Turkey P30305,2,3,pistons,1,Honda,Turkey,0.0,0.0,big,0.9272727272727272,1.0,long,mm,0.32499999999999996,kg,0.6764014602190327,eur,0.0,True
141,Ford Egypt P33360,2,3,pistons,1,Ford,Egypt,0.82,1.0,small,0.7818181818181819,1.0,long,mm,0.2749999999999999,kg,0.4576186427964195,eur,0.5,True
142,Acura Canada P33757,2,3,pistons,1,Acura,Canada,0.34,0.0,big,0.43636363636363634,1.0,long,mm,0.9750000000000001,kg,0.9289893484022601,eur,1.0,True
143,Hyundai USA P24042,2,3,pistons,1,Hyundai,USA,0.54,1.0,small,0.4727272727272727,1.0,long,mm,0.405,kg,0.37840676101415216,eur,0.0,True
144,BMW Netherlands P17589,2,3,pistons,1,BMW,Netherlands,0.26,0.0,big,0.2909090909090909,1.0,long,mm,0.14500000000000002,kg,0.06916037405610848,eur,1.0,True
145,Honda Austria P30536,2,3,pistons,1,Honda,Austria,0.48,0.0,big,0.5636363636363636,1.0,long,mm,0.125,kg,0.4754213131969796,eur,0.0,True
146,BYD Romania P39986,2,3,pistons,1,BYD,Romania,0.26,0.0,big,0.4909090909090909,1.0,long,mm,0.3600000000000001,kg,0.2801920288043206,eur,0.25,True
147,Lincoln Brazil P29202,2,3,pistons,1,Lincoln,Brazil,0.28,0.0,big,0.6909090909090909,1.0,long,mm,0.935,kg,0.39375906385957893,eur,0.25,True
148,BYD Switzerland P20445,2,3,pistons,1,BYD,Switzerland,0.22,0.0,big,0.14545454545454545,0.0,short,mm,0.28,kg,0.024003600540081067,eur,0.25,True
149,GMC New Zealand P10944,2,3,pistons,1,GMC,New,0.58,1.0,small,0.03636363636363636,0.0,short,mm,0.15500000000000003,kg,0.9894984247637144,eur,0.75,True
150,Honda Japan P29046,2,3,pistons,1,Honda,Japan,0.4,0.0,big,0.4727272727272727,1.0,long,mm,0.94,kg,0.5186778016702505,eur,0.75,True
151,BYD Sweden P13181,2,3,pistons,1,BYD,Sweden,0.54,1.0,small,0.9272727272727272,1.0,long,mm,0.08499999999999996,kg,0.8760814122118317,eur,0.75,True
152,Ferrari USA P16156,2,3,pistons,1,Ferrari,USA,0.84,1.0,small,0.34545454545454546,1.0,long,mm,0.42500000000000004,kg,0.43076461469220384,eur,0.75,True
153,Tesla Romania P3418,2,3,pistons,1,Tesla,Romania,0.4,0.0,big,1.0,1.0,long,mm,0.18500000000000005,kg,0.020703105465819945,eur,0.5,True
154,BYD Romania P3209,2,3,pistons,1,BYD,Romania,0.06,0.0,big,0.01818181818181818,0.0,short,mm,0.405,kg,0.924188628294244,eur,0.5,True
155,Volkswagen Canada P17950,2,3,pistons,1,Volkswagen,Canada,0.9,1.0,small,0.2909090909090909,1.0,long,mm,0.9550000000000001,kg,0.3720558083712557,eur,0.75,True
156,BYD Germany P38055,2,3,pistons,1,BYD,Germany,0.96,1.0,small,0.8363636363636363,1.0,long,mm,0.905,kg,0.561484222633395,eur,0.75,True
157,Hyundai Japan P23037,2,3,pistons,1,Hyundai,Japan,0.46,0.0,big,0.6909090909090909,1.0,long,mm,0.2549999999999999,kg,0.5104265639845977,eur,1.0,True
