material ID,description,type,category,category description,hierarchy category,type description,level,number of piston,displacement,displacement uom,cylinder bore,pistol,length,width,height,length uom,weight,weight uom,top speed,speed uom,power,power uom,Torque,torque uom,accelerate,accelerate uom,horsepower,horsepower uom,rotating speed,rotating speed uom,build time,time uom,price,currency,rank,is leaf
11,M166,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.03233256351039261,L,0.8827586206896549,0.27868852459016447,0.2788139004427748,0.34554832749528464,0.2136003337505213,mm,0.06746315882790178,kg,0.13793103448275862,kmph,0.012505210504376824,kw,0.01728795245813074,npm,0.7142857142857142,s,0.03274215552523874,ps,0.012510425354462052,rpm,0.047619047619047616,h,0.004433579538925603,eur,0.25,False
12,M271,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.02540415704387991,L,0.36551724137931013,0.8196721311475411,0.8406905496668008,0.5828938758227799,0.5224800231058051,mm,0.08269970836203112,kg,0.06896551724137931,kmph,0.005418924551896623,kw,0.005942733657482442,npm,0.8412698412698413,s,0.03765347885402456,ps,0.0050041701417848205,rpm,0.0,h,0.0019013330067446,eur,0.25,False
13,M266,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.030023094688221712,L,0.8344827586206892,0.33333333333333387,0.6057739612683929,0.7007583047846336,0.03109656301145662,mm,0.07494845759202053,kg,0.20689655172413793,kmph,0.018757815756565235,kw,0.018368449486763912,npm,0.6031746031746031,s,0.006002728512960437,ps,0.01834862385321101,rpm,0.05714285714285714,h,0.006660508376302167,eur,1.0,False
14,M270,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.030023094688221712,L,0.1310344827586201,0.5846994535519128,0.09685137975759214,0.5731552407713922,0.1079554571419402,mm,0.07044091205626364,kg,0.10344827586206896,kmph,0.010421008753647354,kw,0.011885467314964884,npm,0.7777777777777777,s,0.0,ps,0.010008340283569641,rpm,0.0380952380952381,h,0.003688214840089712,eur,0.75,False
15,M200,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.011547344110854504,L,0.46896551724137914,0.6174863387978141,0.3319692293930856,0.39901458870626266,0.4839382561535251,mm,0.09173753037421949,kg,0.20689655172413793,kmph,0.01834097540641934,kw,0.021609940572663425,npm,0.6031746031746031,s,0.05102319236016371,ps,0.01834862385321101,rpm,0.0380952380952381,h,0.006614796646385859,eur,1.0,False
16,M274,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.030023094688221712,L,0.49655172413793125,0.7923497267759564,0.2266201529585402,0.6150352207552253,0.8005840634125991,mm,0.06091437481957317,kg,0.10344827586206896,kmph,0.00917048770320967,kw,0.01350621285791464,npm,0.7777777777777777,s,0.0024556616643929058,ps,0.009174311926605505,rpm,0.09523809523809523,h,0.003309804203714841,eur,1.0,False
17,M133,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.030023094688221712,L,0.5793103448275856,0.262295081967213,0.21941947314280602,0.7498748989568497,0.07660216296011023,mm,0.0746097665759702,kg,0.5172413793103449,kmph,0.047936640266777825,kw,0.050783360345759046,npm,0.2698412698412699,s,0.03901773533424284,ps,0.0475396163469558,rpm,0.05714285714285714,h,0.023247450654531248,eur,0.0,False
18,M139,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.030023094688221712,L,0.6000000000000002,0.5300546448087434,0.03622702267543281,0.7837869048077295,0.8301723307981128,mm,0.07766935119076032,kg,0.4482758620689655,kmph,0.04210087536473531,kw,0.04213938411669368,npm,0.33333333333333326,s,0.04556616643929059,ps,0.041701417848206836,rpm,0.08571428571428572,h,0.020787953366703277,eur,0.75,False
19,M260,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.030023094688221712,L,0.19310344827586187,0.2404371584699457,0.6251174023883,0.7725470572385387,0.6674368601777864,mm,0.011931470760054453,kg,0.3448275862068966,kmph,0.03334722801167153,kw,0.036736898973527825,npm,0.4285714285714286,s,0.036834924965893585,ps,0.03336113427856547,rpm,0.0761904761904762,h,0.017191276552185324,eur,0.5,False
20,M282,0.16666666666666666,1,engine,,Inline-four,1,0.1111111111111111,0.013856812933025407,L,0.7379310344827588,0.2841530054644811,0.5353101659287087,0.49971130528503777,0.7933314078495552,mm,0.07601681180372286,kg,0.20689655172413793,kmph,0.020842017507294707,kw,0.024311183144246355,npm,0.6031746031746031,s,0.036289222373806274,ps,0.020850708924103418,rpm,0.01904761904761905,h,0.007479080582447637,eur,0.5,False
21,M836,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.07621247113163972,L,0.896551724137931,0.20765027322404359,0.2972181224562817,0.3135609530774854,0.9939347260999326,mm,0.014506886338477357,kg,0.5517241379310345,kmph,0.0500208420175073,kw,0.05294435440302539,npm,0.2380952380952381,s,0.03874488403819918,ps,0.05004170141784821,rpm,0.0380952380952381,h,0.024064648071807058,eur,1.0,False
22,M9456,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.12933025404157045,L,0.7310344827586203,0.7431693989071044,0.7713895970302787,0.6616113014357752,0.4596771605532555,mm,0.08333162851278278,kg,0.27586206896551724,kmph,0.024593580658607752,kw,0.02593192868719611,npm,0.507936507936508,s,0.058117326057298774,ps,0.02418682235195997,rpm,0.10476190476190476,h,0.008774933657844606,eur,0.0,False
23,M02,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.030023094688221712,L,0.1724137931034483,0.48087431693989063,0.319513395053446,0.7152315331613995,0.3455601553223579,mm,0.07424379843111047,kg,0.2413793103448276,kmph,0.022509378907878283,kw,0.02485143165856294,npm,0.5555555555555556,s,0.01718963165075034,ps,0.022518765638031693,rpm,0.0380952380952381,h,0.008071385453794318,eur,0.75,False
24,M03,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.7999999999999996,0.40437158469945395,0.13430833221521546,0.6665383579044613,0.6072013093289688,mm,0.03359633031693751,kg,0.3448275862068966,kmph,0.03042934556065027,kw,0.031874662344678555,npm,0.4285714285714286,s,0.0529331514324693,ps,0.030025020850708923,rpm,0.09523809523809523,h,0.015979400163576962,eur,0.5,False
25,M04,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.055427251732101626,L,0.16551724137930976,0.36612021857923516,0.45028847443982284,0.5214596404788485,0.8658579634799908,mm,0.06223958866089759,kg,0.3103448275862069,kmph,0.030846185910796166,kw,0.031874662344678555,npm,0.46031746031746024,s,0.037926330150068216,ps,0.030859049207673062,rpm,0.047619047619047616,h,0.016238204168291113,eur,0.5,False
26,M09,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.06235565819861433,L,0.16551724137930976,0.5191256830601094,0.04302518001699541,0.4203779976134568,0.4121498026379126,mm,0.012661133955706507,kg,0.41379310344827586,kmph,0.03918299291371405,kw,0.03943814154511075,npm,0.36507936507936506,s,0.026193724420190995,ps,0.03919933277731443,rpm,0.0380952380952381,h,0.01964241054105618,eur,0.25,False
27,M06,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.14780600461893764,L,0.6413793103448274,0.8469945355191258,0.9294467552216111,0.22548981869971876,0.884246333557973,mm,0.004896244621291155,kg,0.4827586206896552,kmph,0.04710295956648604,kw,0.04970286331712588,npm,0.3015873015873015,s,0.07121418826739427,ps,0.04670558798999166,rpm,0.08571428571428572,h,0.022939268816248356,eur,0.0,False
28,M10,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.06466512702078522,L,0.13793103448275862,0.7540983606557377,0.3130730354667024,0.4968628507640785,0.37145791213375695,mm,0.10403269618506622,kg,0.27586206896551724,kmph,0.02417674030846186,kw,0.02863317125877904,npm,0.507936507936508,s,0.04747612551159618,ps,0.02418682235195997,rpm,0.01904761904761905,h,0.008680989751750936,eur,1.0,False
29,M11,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.04387990762124712,L,0.7862068965517236,0.0,0.462811395858491,0.46549135840486533,0.8624883668688424,mm,0.04320697203412368,kg,0.5862068965517241,kmph,0.052938724468528556,kw,0.05402485143165856,npm,0.22222222222222215,s,0.04474761255115962,ps,0.05254378648874062,rpm,0.12380952380952381,h,0.02534022301137649,eur,1.0,False
30,M15,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.023094688221709007,L,0.9172413793103447,0.36065573770491854,0.8073929961089494,0.510412256052966,0.9530181958217002,mm,0.06475590379356669,kg,0.3448275862068966,kmph,0.03042934556065027,kw,0.032955159373311727,npm,0.4285714285714286,s,0.07366984993178717,ps,0.030025020850708923,rpm,0.02857142857142857,h,0.016010562044622666,eur,0.75,False
31,M18,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.05080831408775982,L,0.9655172413793104,0.6830601092896176,0.8807191734871863,0.42257207744716885,0.36917942299669443,mm,0.04721216378097377,kg,0.5517241379310345,kmph,0.05210504376823676,kw,0.05186385737439222,npm,0.2380952380952381,s,0.1009549795361528,ps,0.05170975813177648,rpm,0.11428571428571428,h,0.024978080709959303,eur,0.0,False
32,M21,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.030023094688221712,L,0.38620689655172374,0.5081967213114753,0.8052014848606825,0.717964509796374,0.5089053624723211,mm,0.07095235822144028,kg,0.2413793103448276,kmph,0.02209253855773239,kw,0.026472177201512695,npm,0.5555555555555556,s,0.01937244201909959,ps,0.021684737281067557,rpm,0.02857142857142857,h,0.00789575617569481,eur,1.0,False
33,M143,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.034642032332563515,L,0.5034482758620688,0.5081967213114753,0.681291649894897,0.7604218792101312,0.7579025063380506,mm,0.0053304055881744535,kg,0.2413793103448276,kmph,0.023759899958315966,kw,0.025391680172879523,npm,0.5555555555555556,s,0.05266030013642565,ps,0.02335279399499583,rpm,0.05714285714285714,h,0.008480270576780068,eur,0.25,False
34,M142,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.05773672055427252,L,0.662068965517241,0.04918032786885278,0.30224965338342513,0.6440201701374185,0.3914187606302749,mm,0.000925149285452872,kg,0.41379310344827586,kmph,0.03834931221342226,kw,0.03943814154511075,npm,0.36507936507936506,s,0.034924965893588,ps,0.03836530442035029,rpm,0.08571428571428572,h,0.019239024573549087,eur,0.25,False
35,M153,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.03695150115473441,L,0.49655172413793125,0.09836065573770478,0.9251308198041057,0.6964471303745332,0.6881358107891272,mm,0.03069586228686903,kg,0.5172413793103449,kmph,0.04877032096706961,kw,0.04916261480280929,npm,0.2698412698412699,s,0.08485675306957709,ps,0.04837364470391994,rpm,0.047619047619047616,h,0.02360397923473065,eur,0.0,False
36,M180,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.03695150115473441,L,0.35862068965517263,0.6338797814207656,0.27516883581555535,0.5286192694099078,0.5936266486954845,mm,0.08139040617917895,kg,0.27586206896551724,kmph,0.02751146310962901,kw,0.03079416531604538,npm,0.507936507936508,s,0.06248294679399727,ps,0.027522935779816515,rpm,0.02857142857142857,h,0.009829396720876503,eur,0.25,False
37,M186,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.0,0.9726775956284153,1.0,0.12737210824127193,0.8024774557941013,mm,0.055999945445742404,kg,0.27586206896551724,kmph,0.02501042100875365,kw,0.029173419773095625,npm,0.507936507936508,s,0.026193724420190995,ps,0.025020850708924104,rpm,0.02857142857142857,h,0.0089039346801147,eur,0.75,False
38,M188,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.8413793103448278,0.4480874316939893,0.26040967842926793,0.5000192463143308,0.3986393247970218,mm,0.08438179797194548,kg,0.4827586206896552,kmph,0.04418507711546478,kw,0.044840626688276604,npm,0.3015873015873015,s,0.07503410641200546,ps,0.04420350291909925,rpm,0.09523809523809523,h,0.021670911518244653,eur,0.25,False
39,M194,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.08275862068965537,0.46994535519125735,0.7686166644304306,0.6980638207783212,0.7629087641603286,mm,0.04297511643924362,kg,0.3448275862068966,kmph,0.03334722801167153,kw,0.036196650459211235,npm,0.4285714285714286,s,0.06684856753069578,ps,0.03336113427856547,rpm,0.10476190476190476,h,0.017262880139146963,eur,1.0,False
40,M198,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.5931034482758617,0.5409836065573774,0.683840958897983,0.7277031448477616,0.879721446680145,mm,0.015213818593454848,kg,0.41379310344827586,kmph,0.03834931221342226,kw,0.03943814154511075,npm,0.36507936507936506,s,0.07967257844474761,ps,0.03836530442035029,rpm,0.06666666666666667,h,0.019282330422943483,eur,0.5,False
41,M199,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.36551724137931013,0.6065573770491809,0.9059662775616082,0.5459409523076328,0.3885947177561695,mm,0.034942002004868966,kg,0.41379310344827586,kmph,0.040016673614005835,kw,0.041599135602377095,npm,0.36507936507936506,s,0.08294679399727149,ps,0.040033361134278564,rpm,0.0380952380952381,h,0.019971672475340582,eur,0.25,False
42,M127,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.034642032332563515,L,0.41379310344827586,0.7704918032786892,0.13544881255870128,0.1873051310674005,0.24306023555084866,mm,0.07628276380961473,kg,0.3793103448275862,kmph,0.0358482701125469,kw,0.03835764451647758,npm,0.39682539682539686,s,0.06030013642564802,ps,0.03586321934945788,rpm,0.06666666666666667,h,0.018252155296608976,eur,0.5,False
43,M189,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.6068965517241377,1.0,0.5728342054653608,0.5312752607875592,0.8837970540098199,mm,0.0727958375101437,kg,0.3103448275862069,kmph,0.030846185910796166,kw,0.03241491085899514,npm,0.46031746031746024,s,0.0592087312414734,ps,0.030859049207673062,rpm,0.047619047619047616,h,0.0161859621912439,eur,1.0,False
44,M129,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.041570438799076216,L,0.6551724137931034,0.27868852459016447,0.8619347913591843,0.48396782016243906,0.8682327268059431,mm,0.0008092214880128261,kg,0.2413793103448276,kmph,0.022509378907878283,kw,0.026472177201512695,npm,0.5555555555555556,s,0.020736698499317873,ps,0.022518765638031693,rpm,0.10476190476190476,h,0.008102891032057441,eur,0.75,False
45,M108,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.041570438799076216,L,0.5517241379310345,0.054644808743169404,0.024240797888993314,0.10874167596905195,0.5567215429543338,mm,0.08132221335715539,kg,0.4827586206896552,kmph,0.047936640266777825,kw,0.050243111831442464,npm,0.3015873015873015,s,0.06957708049113233,ps,0.0475396163469558,rpm,0.09523809523809523,h,0.023199218478353895,eur,0.75,False
46,M130,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.04849884526558891,L,0.4620689655172416,0.19672131147541033,0.7492284985911714,0.7504137957581122,0.9398286319437759,mm,0.005707739203371444,kg,0.2413793103448276,kmph,0.02209253855773239,kw,0.021609940572663425,npm,0.5555555555555556,s,0.00791268758526603,ps,0.021684737281067557,rpm,0.02857142857142857,h,0.007841795712560518,eur,0.5,False
47,M114,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.041570438799076216,L,0.3999999999999998,0.8688524590163939,0.47844268527214995,0.2695638785172639,0.3384037739482044,mm,0.06179633531774448,kg,0.4827586206896552,kmph,0.04835348061692372,kw,0.05240410588870881,npm,0.3015873015873015,s,0.033287858117326055,ps,0.04837364470391994,rpm,0.12380952380952381,h,0.023433619980631513,eur,0.0,False
48,M123,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.041570438799076216,L,0.6344827586206898,0.2841530054644811,0.5683393711704458,0.3498979945340467,0.5423125060171367,mm,0.01811428662352333,kg,0.5862068965517241,kmph,0.05335556481867445,kw,0.056185845488924906,npm,0.22222222222222215,s,0.07639836289222374,ps,0.05337781484570475,rpm,0.047619047619047616,h,0.0254645268383419,eur,0.75,False
49,M110,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.04849884526558891,L,0.06896551724137931,0.7759562841530058,0.8339371170445906,0.1905000192463144,0.7872661339494879,mm,0.04341382359426181,kg,0.27586206896551724,kmph,0.022509378907878283,kw,0.025391680172879523,npm,0.507936507936508,s,0.01882673942701228,ps,0.022518765638031693,rpm,0.06666666666666667,h,0.007989470950310202,eur,0.0,False
50,M103,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.39310344827586224,0.35519125683060115,0.527237354085603,1.0,0.3367992041333718,mm,0.09371512221290253,kg,0.3448275862068966,kmph,0.03334722801167153,kw,0.032955159373311727,npm,0.4285714285714286,s,0.061391541609822645,ps,0.03336113427856547,rpm,0.05714285714285714,h,0.01727238909549547,eur,0.5,False
51,M104,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.06697459584295613,L,0.4275862068965519,0.2677595628415304,0.6320050091685674,0.36748912583240323,0.7099579602708515,mm,0.055886290742369824,kg,0.5172413793103449,kmph,0.049604001667361404,kw,0.050243111831442464,npm,0.2698412698412699,s,0.040927694406548434,ps,0.04920767306088407,rpm,0.06666666666666667,h,0.02397666158414859,eur,0.5,False
52,M256,0.3333333333333333,1,engine,,Straight-six,1,0.3333333333333333,0.053117782909930716,L,0.17931034482758582,0.8251366120218585,0.604141509012031,0.5151083567496823,0.4920252880202817,mm,0.0686224368023022,kg,0.3103448275862069,kmph,0.03042934556065027,kw,0.03349540788762831,npm,0.46031746031746024,s,0.06957708049113233,ps,0.030025020850708923,rpm,0.0761904761904762,h,0.016029121694363123,eur,0.25,False
53,M112,0.5,1,engine,,V6,1,0.3333333333333333,0.046189376443418015,L,0.40689655172413736,0.5628415300546448,0.7085066416208238,0.6554909734785788,0.4043515933378261,mm,0.03642405933684754,kg,0.2413793103448276,kmph,0.022926219258024176,kw,0.022690437601296597,npm,0.5555555555555556,s,0.04311050477489768,ps,0.022518765638031693,rpm,0.0380952380952381,h,0.008178389854149795,eur,0.25,False
54,M272,0.5,1,engine,,V6,1,0.3333333333333333,0.06466512702078522,L,0.5310344827586209,0.1584699453551916,0.6579677087526276,0.3893529389121983,0.27428516414749193,mm,0.06348979039799607,kg,0.3103448275862069,kmph,0.027094622759483118,kw,0.031334413830361965,npm,0.46031746031746024,s,0.03383356070941337,ps,0.026688907422852376,rpm,0.0761904761904762,h,0.009704520065215402,eur,1.0,False
55,M276,0.5,1,engine,,V6,1,0.3333333333333333,0.06466512702078522,L,0.8137931034482757,0.7049180327868857,0.1649224026119236,0.5538319411832635,0.4237027053047077,mm,0.03957911390247061,kg,0.5862068965517241,kmph,0.05335556481867445,kw,0.05402485143165856,npm,0.22222222222222215,s,0.028922237380627557,ps,0.05337781484570475,rpm,0.08571428571428572,h,0.025523299062520016,eur,0.25,False
56,M08,0.6666666666666666,1,engine,,Straight-eight,1,0.5555555555555556,0.09930715935334873,L,1.0,0.38251366120218583,0.06863008184623652,0.28630817198506486,0.545617919835692,mm,0.02701799608573204,kg,0.4482758620689655,kmph,0.040016673614005835,kw,0.04321988114532685,npm,0.33333333333333326,s,0.07066848567530695,ps,0.040033361134278564,rpm,0.08571428571428572,h,0.019933751215685698,eur,0.0,False
57,M07,0.6666666666666666,1,engine,,Straight-eight,1,0.5555555555555556,0.16166281755196307,L,0.7172413793103443,0.5956284153005469,0.5065745337448007,0.7922552831132836,0.33654247296299844,mm,0.057645665550577485,kg,0.3103448275862069,kmph,0.027094622759483118,kw,0.029173419773095625,npm,0.46031746031746024,s,0.015006821282401092,ps,0.026688907422852376,rpm,0.02857142857142857,h,0.009686991507127192,eur,0.5,False
58,M19,0.6666666666666666,1,engine,,Straight-eight,1,0.5555555555555556,0.07159353348729791,L,0.6551724137931034,0.46448087431693996,0.12786797262847188,0.33457792832672534,0.5108308462501202,mm,0.021410273021328436,kg,0.3793103448275862,kmph,0.03751563151313047,kw,0.036736898973527825,npm,0.39682539682539686,s,0.029740791268758525,ps,0.03753127606338615,rpm,0.08571428571428572,h,0.018883297953523656,eur,0.25,False
59,M22,0.6666666666666666,1,engine,,Straight-eight,1,0.5555555555555556,0.07621247113163972,L,0.16551724137930976,0.18032786885245888,0.17033409365356247,0.5503676046037186,0.471839799749687,mm,0.01659358669239812,kg,0.2413793103448276,kmph,0.021675698207586493,kw,0.025391680172879523,npm,0.5555555555555556,s,0.014188267394270123,ps,0.021684737281067557,rpm,0.01904761904761905,h,0.007750143121249619,eur,1.0,False
60,M24,0.6666666666666666,1,engine,,Straight-eight,1,0.5555555555555556,0.10854503464203234,L,0.7310344827586203,0.5409836065573774,0.438123350775974,0.25562954694176054,0.27893841661050656,mm,0.08658215302923883,kg,0.4827586206896552,kmph,0.045018757815756566,kw,0.04808211777417612,npm,0.3015873015873015,s,0.0504774897680764,ps,0.045037531276063386,rpm,0.10476190476190476,h,0.022086785151317852,eur,0.0,False
61,M150,0.6666666666666666,1,engine,,Straight-eight,1,0.5555555555555556,0.16166281755196307,L,0.5034482758620688,0.7267759562841529,0.03546670244644217,0.7267793217598829,0.3796412181894033,mm,0.08688220144614243,kg,0.4482758620689655,kmph,0.04085035431429762,kw,0.04267963263101027,npm,0.33333333333333326,s,0.058663028649386086,ps,0.0408673894912427,rpm,0.047619047619047616,h,0.020340459589627814,eur,1.0,False
62,M124,0.6666666666666666,1,engine,,Straight-eight,1,0.5555555555555556,0.11778290993071594,L,0.07586206896551685,0.4426229508196727,0.9311910192763541,0.3420070056584166,0.5590642148839895,mm,0.009371966840103723,kg,1.0,kmph,0.10129220508545227,kw,0.10264721772015127,npm,0.0,s,0.15034106412005457,ps,0.10091743119266056,rpm,0.12380952380952381,h,0.13553688312220968,eur,0.0,False
63,M100,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.14318706697459585,L,0.8206896551724132,0.6994535519125683,0.7721499172592693,0.9298664305785441,0.722634061808029,mm,0.03636041270295891,kg,1.0,kmph,0.12171738224260108,kw,0.12101566720691519,npm,0.0,s,0.08021828103683493,ps,0.12176814011676397,rpm,0.14285714285714285,h,0.15517665865126568,eur,0.0,False
64,M116,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.08083140877598154,L,0.5724137931034481,0.34972677595628454,0.8170088107697123,0.0,0.6407047270626745,mm,0.08463865760156752,kg,1.0,kmph,0.12213422259274698,kw,0.12317666126418152,npm,0.0,s,0.1874488403819918,ps,0.12176814011676397,rpm,0.1619047619047619,h,0.15550592058555007,eur,0.5,False
65,M117,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.11316397228637413,L,0.1999999999999994,0.5683060109289622,0.8302026029786662,0.16709650102005455,0.3489297519335065,mm,0.03032989414200929,kg,0.8275862068965517,kmph,0.08128386827844936,kw,0.08481901674770394,npm,0.07936507936507936,s,0.08540245566166439,ps,0.08090075062552127,rpm,0.1619047619047619,h,0.06873027822404316,eur,0.25,False
66,M119,0.8333333333333334,1,engine,,V8,1,0.5555555555555556,0.12240184757505775,L,0.5034482758620688,0.9344262295081973,0.3550919092982693,0.48650833365410523,0.6030615192067005,mm,0.07335729174480426,kg,1.0,kmph,0.10962901208837016,kw,0.1091301998919503,npm,0.0,s,0.13342428376534787,ps,0.10925771476230192,rpm,0.17142857142857143,h,0.14355052744347813,eur,0.75,False
