material ID,description,level,category,category description,hierarchy category,provider,country,diameter,width,size uom,weight,weight uom,price,currency,rank,is leaf
20,Tesla Germany R25361,3,7,electrical ring,2,Tesla,Germany,0.725,0.9649999999999999,mm,0.6625,kg,0.816,eur,0.25,True
21,Ford Chile R6335,3,7,electrical ring,2,Ford,Chile,0.32,0.52,mm,0.8999999999999999,kg,0.9226666666666666,eur,0.0,True
22,Ford Sweden R1541,3,7,electrical ring,2,Ford,Sweden,0.9,0.6949999999999998,mm,0.27499999999999997,kg,0.6213333333333334,eur,0.25,True
23,Lincoln Mexico R18550,3,7,electrical ring,2,Lincoln,Mexico,0.81,0.6000000000000001,mm,0.7874999999999999,kg,0.6173333333333334,eur,1.0,True
24,Honda Italy R9041,3,7,electrical ring,2,Honda,Italy,0.29,0.06499999999999995,mm,0.4125,kg,0.3506666666666666,eur,0.75,True
25,Volvo Romania R23157,3,7,electrical ring,2,Volvo,Romania,0.545,0.2599999999999998,mm,0.5625,kg,0.982,eur,0.0,True
26,Volvo Romania R30078,3,7,electrical ring,2,Volvo,Romania,0.22,0.5550000000000002,mm,0.08750000000000001,kg,0.418,eur,1.0,True
27,Ferrari Italy R34019,3,7,electrical ring,2,Ferrari,Italy,0.515,0.6549999999999998,mm,0.9125,kg,0.21666666666666667,eur,0.5,True
28,Hyundai Austria R19169,3,7,electrical ring,2,Hyundai,Austria,0.4,0.5049999999999999,mm,0.11249999999999996,kg,0.18800000000000003,eur,0.25,True
29,Buick France R35955,3,7,electrical ring,2,Buick,France,0.075,0.009999999999999787,mm,1.0,kg,0.9993333333333332,eur,0.25,True
30,Ford Switzerland R31252,3,7,electrical ring,2,Ford,Switzerland,0.655,0.2749999999999999,mm,0.65,kg,0.5966666666666666,eur,0.25,True
31,Volkswagen Denmark R32763,3,7,electrical ring,2,Volkswagen,Denmark,0.015,0.3650000000000002,mm,0.9625,kg,0.712,eur,0.75,True
32,Acura Sweden R1709,3,7,electrical ring,2,Acura,Sweden,0.11,0.4950000000000001,mm,0.9625,kg,0.3333333333333333,eur,0.25,True
33,Jeep Canada R5442,3,7,electrical ring,2,Jeep,Canada,0.975,0.7799999999999998,mm,0.22499999999999998,kg,0.041333333333333284,eur,0.75,True
34,Daimler Chile R37854,3,7,electrical ring,2,Daimler,Chile,0.655,0.9500000000000002,mm,0.6249999999999999,kg,0.3013333333333333,eur,0.0,True
35,Acura China R20147,3,7,electrical ring,2,Acura,China,0.48,0.009999999999999787,mm,0.65,kg,0.3406666666666666,eur,0.25,True
36,GMC Canada R2451,3,7,electrical ring,2,GMC,Canada,0.12,0.8250000000000002,mm,0.7250000000000001,kg,0.2673333333333333,eur,0.5,True
37,Hyundai Belgium R14917,3,7,electrical ring,2,Hyundai,Belgium,0.295,0.33499999999999996,mm,0.7250000000000001,kg,0.8293333333333334,eur,0.75,True
38,Ford India R7964,3,7,electrical ring,2,Ford,India,0.995,0.79,mm,0.325,kg,0.9213333333333333,eur,0.5,True
39,Hyundai Germany R39632,3,7,electrical ring,2,Hyundai,Germany,0.145,0.915,mm,0.95,kg,0.051999999999999956,eur,1.0,True
40,Ford Egypt R6712,3,7,electrical ring,2,Ford,Egypt,0.445,0.3700000000000001,mm,0.38749999999999996,kg,0.6833333333333333,eur,1.0,True
41,Mercedes Canada R25630,3,7,electrical ring,2,Mercedes,Canada,0.67,0.855,mm,0.4624999999999999,kg,0.546,eur,0.25,True
42,Volvo Sweden R11923,3,7,electrical ring,2,Volvo,Sweden,0.215,0.5249999999999999,mm,0.11249999999999996,kg,0.45933333333333337,eur,0.25,True
43,BMW Italy R7660,3,7,electrical ring,2,BMW,Italy,0.22,0.2650000000000001,mm,0.6875,kg,0.09599999999999996,eur,0.25,True
44,Volkswagen Korea R37483,3,7,electrical ring,2,Volkswagen,Korea,0.275,0.5950000000000002,mm,0.5625,kg,0.28933333333333333,eur,1.0,True
45,Hyundai New Zealand R4930,3,7,electrical ring,2,Hyundai,New,0.59,0.9500000000000002,mm,0.21249999999999997,kg,0.5586666666666666,eur,0.25,True
46,Toyota Sweden R37882,3,7,electrical ring,2,Toyota,Sweden,0.98,0.14500000000000002,mm,0.26249999999999996,kg,0.848,eur,0.5,True
47,Hyundai Japan R22699,3,7,electrical ring,2,Hyundai,Japan,0.11,0.81,mm,0.9125,kg,0.83,eur,1.0,True
48,Mercedes Mexico R3039,3,7,electrical ring,2,Mercedes,Mexico,0.36,0.7949999999999999,mm,0.325,kg,0.09933333333333334,eur,0.5,True
49,Tesla France R21373,3,7,electrical ring,2,Tesla,France,0.94,0.31499999999999995,mm,0.15,kg,0.07000000000000005,eur,0.75,True
50,Benz Korea R22850,3,7,electrical ring,2,Benz,Korea,0.37,0.5150000000000001,mm,0.8875,kg,0.6286666666666666,eur,0.25,True
51,Daimler Switzerland R11694,3,7,electrical ring,2,Daimler,Switzerland,0.015,0.21499999999999986,mm,0.7749999999999998,kg,0.5133333333333333,eur,1.0,True
52,Benz Russia R3145,3,7,electrical ring,2,Benz,Russia,0.305,0.2250000000000001,mm,0.9125,kg,0.7053333333333333,eur,0.5,True
53,Volkswagen Egypt R37285,3,7,electrical ring,2,Volkswagen,Egypt,0.205,0.16000000000000014,mm,0.9249999999999999,kg,0.3293333333333333,eur,0.25,True
54,Ferrari USA R23833,3,7,electrical ring,2,Ferrari,USA,0.385,0.33000000000000007,mm,0.3,kg,0.06933333333333327,eur,0.25,True
55,Lincoln Norway R22060,3,7,electrical ring,2,Lincoln,Norway,0.455,0.96,mm,0.38749999999999996,kg,0.644,eur,0.75,True
56,Mercedes Chile R34434,3,7,electrical ring,2,Mercedes,Chile,0.155,0.10999999999999988,mm,0.3,kg,0.11933333333333328,eur,0.5,True
57,GMC Norway R18659,3,7,electrical ring,2,GMC,Norway,0.855,0.20999999999999996,mm,0.12499999999999997,kg,0.294,eur,1.0,True
58,Buick Thailand R33311,3,7,electrical ring,2,Buick,Thailand,0.165,0.75,mm,0.37499999999999994,kg,0.8653333333333334,eur,0.0,True
59,Buick Korea R34285,3,7,electrical ring,2,Buick,Korea,0.055,0.10000000000000009,mm,0.6375,kg,0.39599999999999996,eur,0.5,True
60,Lincoln Egypt R1644,3,7,electrical ring,2,Lincoln,Egypt,0.535,0.9900000000000002,mm,0.48749999999999993,kg,0.6306666666666667,eur,0.25,True
61,Acura Germany R8219,3,7,electrical ring,2,Acura,Germany,0.685,0.22999999999999998,mm,0.12499999999999997,kg,0.882,eur,0.25,True
62,Lincoln France R29805,3,7,electrical ring,2,Lincoln,France,0.73,0.56,mm,0.5249999999999999,kg,0.8693333333333333,eur,0.75,True
63,BYD France R10541,3,7,electrical ring,2,BYD,France,0.425,0.3650000000000002,mm,0.8749999999999999,kg,0.3446666666666667,eur,0.0,True
64,Acura Russia R31973,3,7,electrical ring,2,Acura,Russia,0.525,0.015000000000000124,mm,0.024999999999999988,kg,0.20799999999999993,eur,0.25,True
65,Jeep Romania R15125,3,7,electrical ring,2,Jeep,Romania,0.09,0.25,mm,0.17500000000000002,kg,0.9246666666666667,eur,1.0,True
66,Mercedes India R26788,3,7,electrical ring,2,Mercedes,India,0.6,0.585,mm,0.6124999999999999,kg,0.29066666666666663,eur,0.75,True
67,BYD Norway R33307,3,7,electrical ring,2,BYD,Norway,0.43,0.6150000000000002,mm,0.15,kg,0.05933333333333337,eur,0.75,True
68,Buick Netherlands R31208,3,7,electrical ring,2,Buick,Netherlands,0.98,0.004999999999999893,mm,0.27499999999999997,kg,0.14933333333333335,eur,0.75,True
69,BYD New Zealand R15266,3,7,electrical ring,2,BYD,New,0.18,0.5950000000000002,mm,0.48749999999999993,kg,0.44933333333333325,eur,0.5,True
70,BMW Germany R20733,3,7,electrical ring,2,BMW,Germany,0.665,0.2799999999999998,mm,0.11249999999999996,kg,0.7746666666666667,eur,0.5,True
71,Lincoln Netherlands R4340,3,7,electrical ring,2,Lincoln,Netherlands,0.67,0.7850000000000001,mm,0.22499999999999998,kg,0.04933333333333335,eur,1.0,True
72,Volvo Indonesia R16664,3,7,electrical ring,2,Volvo,Indonesia,0.65,0.44499999999999984,mm,0.39999999999999997,kg,0.10466666666666669,eur,0.75,True
73,Hyundai Japan R15377,3,7,electrical ring,2,Hyundai,Japan,0.56,0.7149999999999999,mm,0.4375,kg,0.5313333333333332,eur,0.25,True
74,Benz Belgium R8604,3,7,electrical ring,2,Benz,Belgium,0.365,0.03500000000000014,mm,0.9125,kg,0.9686666666666668,eur,0.75,True
75,Ford Russia R38127,3,7,electrical ring,2,Ford,Russia,0.24,0.9300000000000002,mm,0.21249999999999997,kg,0.13933333333333334,eur,0.25,True
76,Honda Mexico R20614,3,7,electrical ring,2,Honda,Mexico,0.085,0.6150000000000002,mm,0.65,kg,0.6466666666666666,eur,0.75,True
77,Tesla Egypt R27135,3,7,electrical ring,2,Tesla,Egypt,0.41,0.8849999999999998,mm,0.6625,kg,0.06666666666666667,eur,0.25,True
78,Acura China R32196,3,7,electrical ring,2,Acura,China,0.585,0.4049999999999998,mm,0.7874999999999999,kg,0.19466666666666665,eur,0.5,True
79,Lincoln Brazil R36217,3,7,electrical ring,2,Lincoln,Brazil,0.65,0.5550000000000002,mm,0.4125,kg,0.6326666666666666,eur,0.0,True
80,Buick Canada R9356,3,7,electrical ring,2,Buick,Canada,0.755,0.23499999999999988,mm,0.6,kg,0.9586666666666666,eur,0.25,True
81,Toyota India R33933,3,7,electrical ring,2,Toyota,India,0.225,0.18999999999999995,mm,0.3125,kg,0.764,eur,0.5,True
82,Ferrari Egypt R2922,3,7,electrical ring,2,Ferrari,Egypt,0.455,0.16999999999999993,mm,0.7999999999999998,kg,0.33133333333333337,eur,0.75,True
83,Ford Sweden R28531,3,7,electrical ring,2,Ford,Sweden,0.355,0.98,mm,0.6124999999999999,kg,0.46133333333333343,eur,1.0,True
84,Jeep Germany R7120,3,7,electrical ring,2,Jeep,Germany,0.365,0.8050000000000002,mm,0.6875,kg,0.4726666666666667,eur,0.25,True
85,GMC China R1299,3,7,electrical ring,2,GMC,China,0.265,0.015000000000000124,mm,0.8124999999999999,kg,0.23800000000000002,eur,0.5,True
86,Buick Norway R1493,3,7,electrical ring,2,Buick,Norway,0.005,0.2749999999999999,mm,0.13749999999999998,kg,0.03533333333333329,eur,0.75,True
87,BMW Norway R28995,3,7,electrical ring,2,BMW,Norway,0.355,0.7200000000000002,mm,0.37499999999999994,kg,0.7426666666666667,eur,1.0,True
88,Jeep New Zealand R5138,3,7,electrical ring,2,Jeep,New,0.93,0.45999999999999996,mm,0.3,kg,0.5726666666666667,eur,0.75,True
89,Buick Brazil R36297,3,7,electrical ring,2,Buick,Brazil,0.17,0.9950000000000001,mm,0.012499999999999976,kg,0.8373333333333333,eur,0.0,True
90,GMC Indonesia R15078,3,7,electrical ring,2,GMC,Indonesia,0.035,0.06000000000000005,mm,0.7250000000000001,kg,0.8573333333333333,eur,0.0,True
91,Hyundai Korea R28457,3,7,electrical ring,2,Hyundai,Korea,0.755,0.8599999999999999,mm,0.7500000000000001,kg,0.8146666666666665,eur,0.75,True
92,BYD Sweden R36421,3,7,electrical ring,2,BYD,Sweden,0.77,0.6499999999999999,mm,0.4749999999999999,kg,0.5166666666666667,eur,0.0,True
93,Benz New Zealand R17397,3,7,electrical ring,2,Benz,New,0.31,0.73,mm,0.4125,kg,0.5046666666666667,eur,0.25,True
94,Lincoln Chile R4561,3,7,electrical ring,2,Lincoln,Chile,0.995,0.69,mm,0.7500000000000001,kg,0.5673333333333335,eur,0.5,True
95,Jeep France R32058,3,7,electrical ring,2,Jeep,France,0.34,0.7250000000000001,mm,0.7625000000000001,kg,0.24599999999999997,eur,1.0,True
96,Tesla Germany R32452,3,7,electrical ring,2,Tesla,Germany,0.46,0.29499999999999993,mm,0.5249999999999999,kg,0.6726666666666666,eur,0.25,True
97,Tesla USA R10658,3,7,electrical ring,2,Tesla,USA,0.0,0.31000000000000005,mm,0.975,kg,0.558,eur,1.0,True
98,Lincoln Belgium R1883,3,7,electrical ring,2,Lincoln,Belgium,0.605,0.9300000000000002,mm,0.9125,kg,0.49466666666666675,eur,0.75,True
99,Mercedes China R14556,3,7,electrical ring,2,Mercedes,China,0.715,0.1349999999999998,mm,0.39999999999999997,kg,0.3993333333333334,eur,0.5,True
100,Volkswagen Russia R28485,3,7,electrical ring,2,Volkswagen,Russia,0.59,0.8599999999999999,mm,0.7500000000000001,kg,0.041333333333333284,eur,0.5,True
101,Lincoln Korea R39783,3,7,electrical ring,2,Lincoln,Korea,0.53,0.45500000000000007,mm,0.9375,kg,0.15466666666666667,eur,0.5,True
102,Buick Korea R20641,3,7,electrical ring,2,Buick,Korea,0.535,0.8450000000000002,mm,0.7874999999999999,kg,0.5026666666666666,eur,0.75,True
103,Lincoln Canada R31920,3,7,electrical ring,2,Lincoln,Canada,0.735,0.8849999999999998,mm,0.6,kg,0.7073333333333333,eur,0.0,True
104,Mercedes Egypt R28458,3,7,electrical ring,2,Mercedes,Egypt,0.44,0.665,mm,0.7749999999999998,kg,0.09133333333333328,eur,0.5,True
105,GMC Egypt R22271,3,7,electrical ring,2,GMC,Egypt,0.865,0.8900000000000001,mm,0.49999999999999994,kg,0.28200000000000003,eur,0.75,True
106,Mercedes Italy R33355,3,7,electrical ring,2,Mercedes,Italy,0.81,0.04499999999999993,mm,0.45,kg,0.18599999999999994,eur,0.5,True
107,Hyundai Brazil R11898,3,7,electrical ring,2,Hyundai,Brazil,0.945,0.81,mm,0.19999999999999996,kg,0.538,eur,0.25,True
108,Ford Russia R8549,3,7,electrical ring,2,Ford,Russia,0.895,0.46499999999999986,mm,0.7000000000000001,kg,0.5960000000000001,eur,0.75,True
109,Volvo Indonesia R34844,3,7,electrical ring,2,Volvo,Indonesia,0.9,0.9750000000000001,mm,0.049999999999999975,kg,0.664,eur,0.5,True
110,BYD USA R1079,3,7,electrical ring,2,BYD,USA,0.935,0.10499999999999998,mm,0.8249999999999998,kg,0.3306666666666667,eur,0.75,True
111,Volkswagen Egypt R22953,3,7,electrical ring,2,Volkswagen,Egypt,0.505,0.7450000000000001,mm,0.7125,kg,0.512,eur,0.25,True
112,Lincoln Sweden R15308,3,7,electrical ring,2,Lincoln,Sweden,0.235,0.815,mm,0.18749999999999994,kg,0.7113333333333335,eur,0.25,True
113,BMW Russia R20095,3,7,electrical ring,2,BMW,Russia,0.57,0.875,mm,0.5375,kg,0.5806666666666668,eur,1.0,True
114,Volvo Brazil R8304,3,7,electrical ring,2,Volvo,Brazil,0.215,0.1499999999999999,mm,0.2875,kg,0.5539999999999999,eur,0.75,True
115,Buick Denmark R17357,3,7,electrical ring,2,Buick,Denmark,0.84,0.7250000000000001,mm,0.11249999999999996,kg,0.316,eur,0.25,True
116,Tesla Germany R11675,3,7,electrical ring,2,Tesla,Germany,0.815,0.4249999999999998,mm,0.049999999999999975,kg,0.4020000000000001,eur,0.0,True
117,Volvo New Zealand R13668,3,7,electrical ring,2,Volvo,New,0.085,0.44499999999999984,mm,0.7000000000000001,kg,0.21000000000000002,eur,0.0,True
118,Tesla Indonesia R30598,3,7,electrical ring,2,Tesla,Indonesia,0.24,0.565,mm,0.3499999999999999,kg,0.005999999999999991,eur,0.25,True
119,Lincoln Korea R25773,3,7,electrical ring,2,Lincoln,Korea,0.015,0.4900000000000002,mm,0.49999999999999994,kg,0.20933333333333337,eur,0.5,True
120,GMC France R8076,3,7,electrical ring,2,GMC,France,0.155,0.8050000000000002,mm,0.5125,kg,0.8086666666666666,eur,0.0,True
121,Hyundai Turkey R25036,3,7,electrical ring,2,Hyundai,Turkey,0.535,0.04499999999999993,mm,0.0375,kg,0.18800000000000003,eur,0.5,True
122,KTM Turkey R4132,3,7,electrical ring,2,KTM,Turkey,0.71,0.04499999999999993,mm,1.0,kg,0.7166666666666667,eur,0.25,True
123,Honda Sweden R37045,3,7,electrical ring,2,Honda,Sweden,0.86,0.4700000000000002,mm,0.7125,kg,0.676,eur,0.75,True
124,Lincoln Japan R38092,3,7,electrical ring,2,Lincoln,Japan,0.48,0.395,mm,0.9625,kg,0.8553333333333332,eur,0.25,True
125,Ford Chile R28513,3,7,electrical ring,2,Ford,Chile,0.39,0.11500000000000021,mm,0.65,kg,0.5186666666666667,eur,0.5,True
126,GMC Belgium R15334,3,7,electrical ring,2,GMC,Belgium,0.605,0.5,mm,0.3499999999999999,kg,0.8573333333333333,eur,0.5,True
127,BMW Indonesia R23569,3,7,electrical ring,2,BMW,Indonesia,0.32,0.5350000000000001,mm,0.8374999999999999,kg,0.18866666666666668,eur,0.75,True
128,KTM Austria R39014,3,7,electrical ring,2,KTM,Austria,0.68,0.56,mm,0.8249999999999998,kg,0.9659999999999999,eur,0.75,True
129,Toyota Egypt R10609,3,7,electrical ring,2,Toyota,Egypt,0.655,0.5350000000000001,mm,0.22499999999999998,kg,0.06266666666666663,eur,0.75,True
130,BYD India R31970,3,7,electrical ring,2,BYD,India,0.11,0.33000000000000007,mm,0.8624999999999999,kg,0.9606666666666667,eur,0.25,True
131,Tesla Austria R14173,3,7,electrical ring,2,Tesla,Austria,0.34,0.7349999999999999,mm,0.49999999999999994,kg,0.8806666666666667,eur,0.75,True
132,Jeep Denmark R19607,3,7,electrical ring,2,Jeep,Denmark,0.09,0.815,mm,0.12499999999999997,kg,0.18200000000000002,eur,0.75,True
133,KTM India R16333,3,7,electrical ring,2,KTM,India,0.495,0.27,mm,0.2375,kg,0.5666666666666667,eur,0.75,True
134,Tesla Denmark R18502,3,7,electrical ring,2,Tesla,Denmark,0.34,0.9849999999999999,mm,0.65,kg,0.4026666666666666,eur,0.75,True
135,Daimler New Zealand R7993,3,7,electrical ring,2,Daimler,New,0.955,0.4249999999999998,mm,0.6,kg,0.13666666666666671,eur,0.0,True
136,BMW Switzerland R35101,3,7,electrical ring,2,BMW,Switzerland,0.665,0.7949999999999999,mm,0.7999999999999998,kg,0.994,eur,0.75,True
137,Ferrari Sweden R28175,3,7,electrical ring,2,Ferrari,Sweden,0.895,0.7599999999999998,mm,0.49999999999999994,kg,0.37000000000000005,eur,0.75,True
138,Acura Norway R38207,3,7,electrical ring,2,Acura,Norway,0.96,0.33499999999999996,mm,0.15,kg,0.6146666666666666,eur,0.5,True
139,BMW Netherlands R28925,3,7,electrical ring,2,BMW,Netherlands,0.125,0.125,mm,0.8999999999999999,kg,0.07733333333333334,eur,0.75,True
140,BYD Mexico R15743,3,7,electrical ring,2,BYD,Mexico,0.925,0.29000000000000004,mm,0.22499999999999998,kg,0.156,eur,0.5,True
141,Toyota Italy R10832,3,7,electrical ring,2,Toyota,Italy,0.9,0.815,mm,0.19999999999999996,kg,0.33866666666666667,eur,0.75,True
142,Ferrari Brazil R12755,3,7,electrical ring,2,Ferrari,Brazil,0.45,0.33999999999999986,mm,0.8124999999999999,kg,0.20533333333333334,eur,0.5,True
143,Buick Belgium R34437,3,7,electrical ring,2,Buick,Belgium,0.9,0.07500000000000018,mm,0.9125,kg,0.372,eur,0.0,True
144,Benz Indonesia R30586,3,7,electrical ring,2,Benz,Indonesia,0.035,0.43999999999999995,mm,0.11249999999999996,kg,0.956,eur,0.5,True
145,GMC Canada R34002,3,7,electrical ring,2,GMC,Canada,0.4,0.08000000000000007,mm,0.8499999999999999,kg,0.8366666666666667,eur,0.5,True
146,Hyundai Switzerland R34013,3,7,electrical ring,2,Hyundai,Switzerland,0.13,0.96,mm,0.21249999999999997,kg,0.08866666666666667,eur,0.0,True
147,Tesla Chile R11025,3,7,electrical ring,2,Tesla,Chile,0.84,0.8900000000000001,mm,0.9375,kg,0.6193333333333333,eur,0.75,True
148,KTM India R3521,3,7,electrical ring,2,KTM,India,0.285,0.8050000000000002,mm,0.65,kg,0.5653333333333334,eur,0.25,True
149,Benz Russia R32339,3,7,electrical ring,2,Benz,Russia,0.215,0.125,mm,0.26249999999999996,kg,0.7906666666666666,eur,0.75,True
150,Jeep Austria R33248,3,7,electrical ring,2,Jeep,Austria,0.255,0.4049999999999998,mm,0.26249999999999996,kg,0.11266666666666664,eur,1.0,True
151,Benz Austria R22759,3,7,electrical ring,2,Benz,Austria,0.72,0.5049999999999999,mm,0.3499999999999999,kg,0.09466666666666666,eur,0.25,True
152,GMC Switzerland R24617,3,7,electrical ring,2,GMC,Switzerland,0.685,0.7650000000000001,mm,0.5625,kg,0.48733333333333323,eur,0.5,True
153,Tesla Italy R16863,3,7,electrical ring,2,Tesla,Italy,0.975,0.7149999999999999,mm,0.4375,kg,0.15,eur,1.0,True
154,BYD Canada R4037,3,7,electrical ring,2,BYD,Canada,0.43,0.7400000000000002,mm,0.5249999999999999,kg,0.8486666666666667,eur,0.75,True
155,Lincoln Russia R35247,3,7,electrical ring,2,Lincoln,Russia,0.75,0.9750000000000001,mm,0.4375,kg,0.6746666666666667,eur,0.5,True
156,KTM New Zealand R29859,3,7,electrical ring,2,KTM,New,0.33,0.3650000000000002,mm,0.7125,kg,0.5433333333333332,eur,0.75,True
157,Hyundai Sweden R33758,3,7,electrical ring,2,Hyundai,Sweden,0.745,0.5499999999999998,mm,0.25,kg,0.5219999999999999,eur,1.0,True
158,Daimler Turkey R36506,3,7,electrical ring,2,Daimler,Turkey,0.315,0.10499999999999998,mm,0.4375,kg,0.5006666666666668,eur,0.5,True
159,Mercedes Switzerland R31382,3,7,electrical ring,2,Mercedes,Switzerland,0.79,0.5150000000000001,mm,0.6,kg,0.7366666666666667,eur,0.25,True
160,Daimler Switzerland R33244,3,7,electrical ring,2,Daimler,Switzerland,0.13,0.9849999999999999,mm,0.26249999999999996,kg,0.9646666666666666,eur,0.75,True
161,Ferrari India R1869,3,7,electrical ring,2,Ferrari,India,0.62,0.3900000000000001,mm,0.3374999999999999,kg,0.626,eur,0.5,True
162,Benz Indonesia R4631,3,7,electrical ring,2,Benz,Indonesia,0.245,0.029999999999999805,mm,0.13749999999999998,kg,0.32533333333333336,eur,0.5,True
163,Ferrari Japan R23004,3,7,electrical ring,2,Ferrari,Japan,0.135,0.5449999999999999,mm,0.6875,kg,0.55,eur,0.25,True
164,BYD Turkey R4852,3,7,electrical ring,2,BYD,Turkey,0.86,0.7149999999999999,mm,0.975,kg,0.652,eur,1.0,True
165,Honda Korea R14247,3,7,electrical ring,2,Honda,Korea,0.97,0.30500000000000016,mm,0.425,kg,0.6446666666666668,eur,0.5,True
166,GMC New Zealand R5107,3,7,electrical ring,2,GMC,New,0.655,0.8500000000000001,mm,0.7375,kg,0.06799999999999998,eur,1.0,True
167,Mercedes Italy R22036,3,7,electrical ring,2,Mercedes,Italy,0.065,0.5750000000000002,mm,0.3,kg,0.98,eur,0.25,True
168,Volvo Belgium R31651,3,7,electrical ring,2,Volvo,Belgium,0.4,0.625,mm,0.18749999999999994,kg,0.8093333333333333,eur,0.5,True
169,Volvo Netherlands R29692,3,7,electrical ring,2,Volvo,Netherlands,0.035,0.040000000000000036,mm,0.7999999999999998,kg,0.7133333333333333,eur,0.25,True
170,Lincoln Korea R37643,3,7,electrical ring,2,Lincoln,Korea,0.365,0.6549999999999998,mm,0.10000000000000002,kg,0.34933333333333333,eur,0.25,True
171,BYD Denmark R30122,3,7,electrical ring,2,BYD,Denmark,0.405,0.665,mm,0.975,kg,0.46733333333333343,eur,0.25,True
172,GMC Thailand R36401,3,7,electrical ring,2,GMC,Thailand,0.9,0.015000000000000124,mm,0.19999999999999996,kg,0.007999999999999948,eur,1.0,True
173,Ferrari USA R6149,3,7,electrical ring,2,Ferrari,USA,0.605,0.5099999999999998,mm,0.7375,kg,0.13399999999999998,eur,0.5,True
174,Mercedes Egypt R30226,3,7,electrical ring,2,Mercedes,Egypt,0.565,0.08999999999999986,mm,0.0375,kg,0.5159999999999999,eur,0.75,True
175,BYD Chile R10493,3,7,electrical ring,2,BYD,Chile,0.305,0.375,mm,0.5625,kg,0.31400000000000006,eur,0.5,True
176,GMC USA R12279,3,7,electrical ring,2,GMC,USA,0.94,0.54,mm,0.6875,kg,0.7799999999999999,eur,1.0,True
177,Honda Germany R29903,3,7,electrical ring,2,Honda,Germany,0.865,0.3599999999999999,mm,0.4125,kg,0.7020000000000001,eur,0.75,True
178,Honda Korea R4666,3,7,electrical ring,2,Honda,Korea,0.175,0.8500000000000001,mm,0.4125,kg,0.3753333333333334,eur,0.25,True
179,Benz Germany R1588,3,7,electrical ring,2,Benz,Germany,0.51,0.7000000000000002,mm,0.675,kg,0.8826666666666666,eur,0.75,True
180,Volvo New Zealand R16174,3,7,electrical ring,2,Volvo,New,0.48,0.44499999999999984,mm,0.65,kg,0.8553333333333332,eur,1.0,True
181,Acura France R11035,3,7,electrical ring,2,Acura,France,0.69,0.3799999999999999,mm,0.6875,kg,0.2773333333333333,eur,0.5,True
