material ID,description,level,category,category description,hierarchy category,provider,country,bore,bore type,bore type description,stroke,stroke type,stroke type description,size uom,weight,weight uom,price,currency,rank,is leaf
53,Toyota Cuba P37476,2,3,pistons,1,Toyota,Cuba,81.0,1,big,97.0,1,short,mm,2.26,kg,336.48,eur,5.0,True
54,Buick Indonesia P34960,2,3,pistons,1,Buick,Indonesia,77.0,1,big,127.0,2,long,mm,2.99,kg,335.58,eur,3.0,True
55,Ford USA P28538,2,3,pistons,1,Ford,USA,80.0,1,big,137.0,2,long,mm,2.3,kg,307.32,eur,3.5,True
56,KTM Belgium P6585,2,3,pistons,1,KTM,Belgium,83.0,1,big,132.0,2,long,mm,3.93,kg,265.31,eur,3.0,True
57,Buick USA P34534,2,3,pistons,1,Buick,USA,81.0,1,big,103.0,2,long,mm,2.55,kg,303.55,eur,5.0,True
58,Hyundai Cuba P1911,2,3,pistons,1,Hyundai,Cuba,101.0,2,small,104.0,2,long,mm,3.34,kg,263.77,eur,3.5,True
59,BYD India P38656,2,3,pistons,1,BYD,India,85.0,1,big,127.0,2,long,mm,2.37,kg,175.0,eur,3.5,True
60,Daimler India P31447,2,3,pistons,1,Daimler,India,77.0,1,big,93.0,1,short,mm,3.39,kg,167.81,eur,5.0,True
61,Tesla Switzerland P18365,2,3,pistons,1,Tesla,Switzerland,77.0,1,big,110.0,2,long,mm,2.43,kg,285.85,eur,4.0,True
62,Tesla Turkey P1043,2,3,pistons,1,Tesla,Turkey,107.0,2,small,85.0,1,short,mm,3.39,kg,274.54,eur,4.0,True
63,BYD Thailand P25216,2,3,pistons,1,BYD,Thailand,117.0,2,small,97.0,1,short,mm,3.21,kg,340.38,eur,4.0,True
64,Jeep Egypt P8234,2,3,pistons,1,Jeep,Egypt,77.0,1,big,92.0,1,short,mm,2.68,kg,160.93,eur,4.5,True
65,Ford Japan P28101,2,3,pistons,1,Ford,Japan,78.0,1,big,86.0,1,short,mm,3.43,kg,211.54,eur,4.0,True
66,Hyundai Chile P33154,2,3,pistons,1,Hyundai,Chile,76.0,1,big,122.0,2,long,mm,2.62,kg,190.44,eur,4.0,True
67,BMW Norway P30412,2,3,pistons,1,BMW,Norway,118.0,2,small,140.0,2,long,mm,3.83,kg,304.01,eur,3.0,True
68,Ferrari Korea P37393,2,3,pistons,1,Ferrari,Korea,115.0,2,small,117.0,2,long,mm,2.99,kg,270.26,eur,5.0,True
69,Jeep Sweden P23720,2,3,pistons,1,Jeep,Sweden,83.0,1,big,102.0,2,long,mm,2.89,kg,315.41,eur,3.5,True
70,Toyota Italy P12476,2,3,pistons,1,Toyota,Italy,90.0,1,big,132.0,2,long,mm,2.77,kg,313.85,eur,4.5,True
71,Hyundai Denmark P20886,2,3,pistons,1,Hyundai,Denmark,88.0,1,big,94.0,1,short,mm,3.08,kg,191.15,eur,3.5,True
72,Ford Switzerland P16077,2,3,pistons,1,Ford,Switzerland,113.0,2,small,137.0,2,long,mm,3.47,kg,291.47,eur,3.5,True
73,Mercedes Switzerland P22359,2,3,pistons,1,Mercedes,Switzerland,112.0,2,small,125.0,2,long,mm,3.62,kg,188.75,eur,5.0,True
74,Honda Indonesia P12351,2,3,pistons,1,Honda,Indonesia,90.0,1,big,138.0,2,long,mm,2.91,kg,268.8,eur,4.5,True
75,Lincoln Chile P19641,2,3,pistons,1,Lincoln,Chile,100.0,2,small,131.0,2,long,mm,3.2,kg,229.47,eur,4.0,True
76,Volvo India P6427,2,3,pistons,1,Volvo,India,115.0,2,small,111.0,2,long,mm,2.1,kg,287.95,eur,3.5,True
77,Ford Turkey P3186,2,3,pistons,1,Ford,Turkey,108.0,2,small,135.0,2,long,mm,2.57,kg,248.56,eur,3.0,True
78,Ferrari Chile P9316,2,3,pistons,1,Ferrari,Chile,101.0,2,small,98.0,1,short,mm,2.34,kg,169.14,eur,5.0,True
79,Volvo Thailand P22440,2,3,pistons,1,Volvo,Thailand,87.0,1,big,106.0,2,long,mm,3.44,kg,216.61,eur,5.0,True
80,Tesla France P25483,2,3,pistons,1,Tesla,France,75.0,1,big,110.0,2,long,mm,2.23,kg,282.36,eur,3.5,True
81,KTM Germany P26885,2,3,pistons,1,KTM,Germany,92.0,1,big,105.0,2,long,mm,3.3,kg,216.94,eur,4.0,True
82,Honda France P38738,2,3,pistons,1,Honda,France,101.0,2,small,138.0,2,long,mm,3.57,kg,192.55,eur,4.0,True
83,Ford Egypt P38369,2,3,pistons,1,Ford,Egypt,91.0,1,big,87.0,1,short,mm,3.85,kg,208.94,eur,4.5,True
84,Acura Mexico P29590,2,3,pistons,1,Acura,Mexico,85.0,1,big,124.0,2,long,mm,2.48,kg,176.1,eur,4.0,True
85,BMW Japan P19565,2,3,pistons,1,BMW,Japan,94.0,1,big,106.0,2,long,mm,2.18,kg,297.02,eur,4.5,True
86,Ford Japan P22014,2,3,pistons,1,Ford,Japan,92.0,1,big,123.0,2,long,mm,3.69,kg,340.72,eur,3.5,True
87,Volkswagen Thailand P18744,2,3,pistons,1,Volkswagen,Thailand,115.0,2,small,111.0,2,long,mm,2.42,kg,191.36,eur,5.0,True
88,Ferrari Germany P32023,2,3,pistons,1,Ferrari,Germany,71.0,1,big,97.0,1,short,mm,3.65,kg,222.32,eur,5.0,True
89,Hyundai Switzerland P31733,2,3,pistons,1,Hyundai,Switzerland,73.0,1,big,128.0,2,long,mm,2.39,kg,311.07,eur,4.5,True
90,Ford Romania P1932,2,3,pistons,1,Ford,Romania,77.0,1,big,118.0,2,long,mm,3.05,kg,217.55,eur,4.0,True
91,Acura Norway P1275,2,3,pistons,1,Acura,Norway,91.0,1,big,117.0,2,long,mm,3.74,kg,157.66,eur,4.5,True
92,Toyota Austria P29215,2,3,pistons,1,Toyota,Austria,89.0,1,big,104.0,2,long,mm,2.22,kg,224.55,eur,3.5,True
93,Lincoln India P35060,2,3,pistons,1,Lincoln,India,83.0,1,big,126.0,2,long,mm,3.76,kg,161.49,eur,4.0,True
94,Volvo France P31950,2,3,pistons,1,Volvo,France,99.0,2,small,126.0,2,long,mm,2.25,kg,243.48,eur,5.0,True
95,BMW Austria P3454,2,3,pistons,1,BMW,Austria,117.0,2,small,106.0,2,long,mm,2.57,kg,340.06,eur,5.0,True
96,Hyundai Japan P6485,2,3,pistons,1,Hyundai,Japan,86.0,1,big,115.0,2,long,mm,2.07,kg,346.29,eur,4.5,True
97,Ferrari Norway P30716,2,3,pistons,1,Ferrari,Norway,93.0,1,big,127.0,2,long,mm,2.2,kg,299.52,eur,4.5,True
98,Volvo Thailand P23768,2,3,pistons,1,Volvo,Thailand,116.0,2,small,125.0,2,long,mm,2.59,kg,317.94,eur,5.0,True
99,Tesla Chile P20571,2,3,pistons,1,Tesla,Chile,103.0,2,small,121.0,2,long,mm,2.01,kg,246.8,eur,4.5,True
100,Ford Korea P38449,2,3,pistons,1,Ford,Korea,95.0,1,big,119.0,2,long,mm,3.5,kg,345.75,eur,4.5,True
101,Honda Turkey P10264,2,3,pistons,1,Honda,Turkey,94.0,1,big,118.0,2,long,mm,3.87,kg,186.19,eur,3.5,True
102,Toyota China P13456,2,3,pistons,1,Toyota,China,81.0,1,big,138.0,2,long,mm,2.28,kg,273.25,eur,4.5,True
103,Daimler Germany P19843,2,3,pistons,1,Daimler,Germany,114.0,2,small,125.0,2,long,mm,3.14,kg,238.11,eur,4.5,True
104,Mercedes Belgium P12746,2,3,pistons,1,Mercedes,Belgium,75.0,1,big,99.0,1,short,mm,3.56,kg,311.3,eur,3.0,True
105,Buick Switzerland P8455,2,3,pistons,1,Buick,Switzerland,79.0,1,big,90.0,1,short,mm,3.17,kg,321.72,eur,4.0,True
106,KTM Cuba P34138,2,3,pistons,1,KTM,Cuba,79.0,1,big,119.0,2,long,mm,2.5,kg,239.29,eur,4.5,True
107,BMW Egypt P18797,2,3,pistons,1,BMW,Egypt,73.0,1,big,94.0,1,short,mm,3.23,kg,283.51,eur,5.0,True
108,Tesla Korea P4282,2,3,pistons,1,Tesla,Korea,108.0,2,small,98.0,1,short,mm,2.42,kg,159.51,eur,4.5,True
109,BYD Romania P8791,2,3,pistons,1,BYD,Romania,92.0,1,big,102.0,2,long,mm,4.0,kg,292.76,eur,4.0,True
110,Honda Korea P6561,2,3,pistons,1,Honda,Korea,77.0,1,big,109.0,2,long,mm,3.99,kg,218.05,eur,3.0,True
111,BYD Chile P16958,2,3,pistons,1,BYD,Chile,86.0,1,big,130.0,2,long,mm,4.0,kg,181.75,eur,4.5,True
112,Tesla Canada P4533,2,3,pistons,1,Tesla,Canada,85.0,1,big,122.0,2,long,mm,2.86,kg,288.22,eur,4.0,True
113,GMC Norway P34704,2,3,pistons,1,GMC,Norway,93.0,1,big,114.0,2,long,mm,2.75,kg,347.75,eur,5.0,True
114,BMW China P24064,2,3,pistons,1,BMW,China,90.0,1,big,133.0,2,long,mm,2.7,kg,306.29,eur,3.5,True
115,Acura Thailand P5769,2,3,pistons,1,Acura,Thailand,84.0,1,big,104.0,2,long,mm,3.67,kg,280.39,eur,4.5,True
116,Volkswagen Switzerland P10275,2,3,pistons,1,Volkswagen,Switzerland,90.0,1,big,108.0,2,long,mm,2.07,kg,227.94,eur,4.0,True
117,Volvo New Zealand P19073,2,3,pistons,1,Volvo,New,114.0,2,small,139.0,2,long,mm,3.28,kg,163.03,eur,3.0,True
118,BMW Netherlands P12960,2,3,pistons,1,BMW,Netherlands,98.0,2,small,101.0,2,long,mm,2.72,kg,328.27,eur,3.5,True
119,BMW Germany P1781,2,3,pistons,1,BMW,Germany,109.0,2,small,120.0,2,long,mm,2.62,kg,237.77,eur,3.5,True
120,Benz Cuba P35719,2,3,pistons,1,Benz,Cuba,71.0,1,big,103.0,2,long,mm,2.77,kg,285.21,eur,3.0,True
121,GMC Switzerland P26603,2,3,pistons,1,GMC,Switzerland,76.0,1,big,94.0,1,short,mm,3.76,kg,316.64,eur,4.0,True
122,Ferrari Japan P36374,2,3,pistons,1,Ferrari,Japan,76.0,1,big,92.0,1,short,mm,3.98,kg,157.7,eur,3.5,True
123,Buick Russia P23545,2,3,pistons,1,Buick,Russia,100.0,2,small,120.0,2,long,mm,2.6,kg,223.1,eur,3.5,True
124,Lincoln Chile P4834,2,3,pistons,1,Lincoln,Chile,103.0,2,small,86.0,1,short,mm,3.24,kg,221.13,eur,5.0,True
125,Volkswagen India P35683,2,3,pistons,1,Volkswagen,India,116.0,2,small,92.0,1,short,mm,2.92,kg,176.32,eur,3.5,True
126,Ford Denmark P37052,2,3,pistons,1,Ford,Denmark,85.0,1,big,98.0,1,short,mm,2.72,kg,302.48,eur,3.5,True
127,Benz Russia P35375,2,3,pistons,1,Benz,Russia,99.0,2,small,104.0,2,long,mm,2.55,kg,160.65,eur,5.0,True
128,Daimler Belgium P27212,2,3,pistons,1,Daimler,Belgium,99.0,2,small,94.0,1,short,mm,2.1,kg,340.39,eur,3.5,True
129,KTM Romania P37327,2,3,pistons,1,KTM,Romania,111.0,2,small,117.0,2,long,mm,3.68,kg,248.05,eur,4.5,True
130,Tesla India P17979,2,3,pistons,1,Tesla,India,83.0,1,big,88.0,1,short,mm,2.98,kg,291.99,eur,4.0,True
131,Honda USA P22044,2,3,pistons,1,Honda,USA,71.0,1,big,132.0,2,long,mm,2.23,kg,334.97,eur,4.5,True
132,Toyota Brazil P38957,2,3,pistons,1,Toyota,Brazil,119.0,2,small,111.0,2,long,mm,3.56,kg,307.07,eur,3.0,True
133,Ford Egypt P19125,2,3,pistons,1,Ford,Egypt,73.0,1,big,121.0,2,long,mm,3.72,kg,203.43,eur,4.0,True
134,Jeep Canada P6413,2,3,pistons,1,Jeep,Canada,95.0,1,big,119.0,2,long,mm,2.62,kg,325.04,eur,4.5,True
135,Toyota India P37506,2,3,pistons,1,Toyota,India,89.0,1,big,118.0,2,long,mm,2.95,kg,308.92,eur,4.0,True
136,Acura Brazil P11429,2,3,pistons,1,Acura,Brazil,120.0,2,small,97.0,1,short,mm,3.57,kg,237.59,eur,3.5,True
137,Jeep India P15139,2,3,pistons,1,Jeep,India,102.0,2,small,100.0,1,short,mm,2.49,kg,304.33,eur,4.5,True
138,Toyota Sweden P30180,2,3,pistons,1,Toyota,Sweden,93.0,1,big,109.0,2,long,mm,3.07,kg,236.95,eur,4.0,True
139,Acura Thailand P33258,2,3,pistons,1,Acura,Thailand,94.0,1,big,97.0,1,short,mm,2.21,kg,191.36,eur,3.5,True
140,Honda Turkey P30305,2,3,pistons,1,Honda,Turkey,70.0,1,big,136.0,2,long,mm,2.65,kg,285.27,eur,3.0,True
141,Ford Egypt P33360,2,3,pistons,1,Ford,Egypt,111.0,2,small,128.0,2,long,mm,2.55,kg,241.52,eur,4.0,True
142,Acura Canada P33757,2,3,pistons,1,Acura,Canada,87.0,1,big,109.0,2,long,mm,3.95,kg,335.78,eur,5.0,True
143,Hyundai USA P24042,2,3,pistons,1,Hyundai,USA,97.0,2,small,111.0,2,long,mm,2.81,kg,225.68,eur,3.0,True
144,BMW Netherlands P17589,2,3,pistons,1,BMW,Netherlands,83.0,1,big,101.0,2,long,mm,2.29,kg,163.84,eur,5.0,True
145,Honda Austria P30536,2,3,pistons,1,Honda,Austria,94.0,1,big,116.0,2,long,mm,2.25,kg,245.08,eur,3.0,True
146,BYD Romania P39986,2,3,pistons,1,BYD,Romania,83.0,1,big,112.0,2,long,mm,2.72,kg,206.04,eur,3.5,True
147,Lincoln Brazil P29202,2,3,pistons,1,Lincoln,Brazil,84.0,1,big,123.0,2,long,mm,3.87,kg,228.75,eur,3.5,True
148,BYD Switzerland P20445,2,3,pistons,1,BYD,Switzerland,81.0,1,big,93.0,1,short,mm,2.56,kg,154.81,eur,3.5,True
149,GMC New Zealand P10944,2,3,pistons,1,GMC,New,99.0,2,small,87.0,1,short,mm,2.31,kg,347.88,eur,4.5,True
150,Honda Japan P29046,2,3,pistons,1,Honda,Japan,90.0,1,big,111.0,2,long,mm,3.88,kg,253.73,eur,4.5,True
151,BYD Sweden P13181,2,3,pistons,1,BYD,Sweden,97.0,2,small,136.0,2,long,mm,2.17,kg,325.2,eur,4.5,True
152,Ferrari USA P16156,2,3,pistons,1,Ferrari,USA,112.0,2,small,104.0,2,long,mm,2.85,kg,236.15,eur,4.5,True
153,Tesla Romania P3418,2,3,pistons,1,Tesla,Romania,90.0,1,big,140.0,2,long,mm,2.37,kg,154.15,eur,4.0,True
154,BYD Romania P3209,2,3,pistons,1,BYD,Romania,73.0,1,big,86.0,1,short,mm,2.81,kg,334.82,eur,4.0,True
155,Volkswagen Canada P17950,2,3,pistons,1,Volkswagen,Canada,115.0,2,small,101.0,2,long,mm,3.91,kg,224.41,eur,4.5,True
156,BYD Germany P38055,2,3,pistons,1,BYD,Germany,118.0,2,small,131.0,2,long,mm,3.81,kg,262.29,eur,4.5,True
157,Hyundai Japan P23037,2,3,pistons,1,Hyundai,Japan,93.0,1,big,123.0,2,long,mm,2.51,kg,252.08,eur,5.0,True
158,Ferrari Italy P17603,2,3,pistons,1,Ferrari,Italy,117.0,2,small,114.0,2,long,mm,2.64,kg,180.09,eur,4.0,True
159,Ferrari Korea P31300,2,3,pistons,1,Ferrari,Korea,78.0,1,big,97.0,1,short,mm,3.66,kg,293.17,eur,4.0,True
160,Tesla Russia P19484,2,3,pistons,1,Tesla,Russia,89.0,1,big,110.0,2,long,mm,2.34,kg,268.75,eur,3.5,True
161,BMW Netherlands P11692,2,3,pistons,1,BMW,Netherlands,88.0,1,big,95.0,1,short,mm,2.17,kg,161.22,eur,5.0,True
162,GMC Netherlands P6537,2,3,pistons,1,GMC,Netherlands,87.0,1,big,126.0,2,long,mm,2.15,kg,162.0,eur,4.5,True
163,Acura Belgium P7646,2,3,pistons,1,Acura,Belgium,81.0,1,big,94.0,1,short,mm,2.2,kg,186.29,eur,4.5,True
164,Ferrari New Zealand P20438,2,3,pistons,1,Ferrari,New,87.0,1,big,87.0,1,short,mm,2.54,kg,190.8,eur,3.5,True
165,Hyundai Korea P8328,2,3,pistons,1,Hyundai,Korea,75.0,1,big,88.0,1,short,mm,3.76,kg,276.64,eur,4.5,True
166,GMC Chile P19982,2,3,pistons,1,GMC,Chile,118.0,2,small,102.0,2,long,mm,2.62,kg,248.93,eur,3.5,True
167,BYD Russia P38351,2,3,pistons,1,BYD,Russia,88.0,1,big,94.0,1,short,mm,3.21,kg,302.33,eur,4.0,True
168,Volkswagen Turkey P15058,2,3,pistons,1,Volkswagen,Turkey,80.0,1,big,116.0,2,long,mm,3.43,kg,159.61,eur,3.5,True
169,Volvo Turkey P9511,2,3,pistons,1,Volvo,Turkey,96.0,2,small,108.0,2,long,mm,2.42,kg,200.42,eur,3.0,True
170,Volkswagen Egypt P29364,2,3,pistons,1,Volkswagen,Egypt,109.0,2,small,102.0,2,long,mm,3.58,kg,197.88,eur,3.5,True
171,Jeep Mexico P14196,2,3,pistons,1,Jeep,Mexico,82.0,1,big,91.0,1,short,mm,2.15,kg,220.51,eur,4.5,True
172,Ford Thailand P12149,2,3,pistons,1,Ford,Thailand,105.0,2,small,100.0,1,short,mm,2.74,kg,336.21,eur,3.5,True
173,KTM Norway P16260,2,3,pistons,1,KTM,Norway,118.0,2,small,119.0,2,long,mm,2.64,kg,254.76,eur,3.5,True
174,Honda China P21956,2,3,pistons,1,Honda,China,114.0,2,small,131.0,2,long,mm,2.53,kg,333.79,eur,4.0,True
175,Mercedes Romania P4125,2,3,pistons,1,Mercedes,Romania,101.0,2,small,86.0,1,short,mm,2.42,kg,162.56,eur,3.0,True
176,Buick Canada P36462,2,3,pistons,1,Buick,Canada,84.0,1,big,117.0,2,long,mm,2.86,kg,293.34,eur,4.0,True
177,Ferrari Cuba P10486,2,3,pistons,1,Ferrari,Cuba,118.0,2,small,136.0,2,long,mm,2.95,kg,343.14,eur,3.5,True
178,GMC Turkey P7204,2,3,pistons,1,GMC,Turkey,109.0,2,small,120.0,2,long,mm,2.99,kg,221.93,eur,3.5,True
179,Benz Japan P12712,2,3,pistons,1,Benz,Japan,89.0,1,big,109.0,2,long,mm,3.99,kg,264.45,eur,3.5,True
180,Volvo Brazil P4971,2,3,pistons,1,Volvo,Brazil,73.0,1,big,131.0,2,long,mm,3.7,kg,214.9,eur,3.5,True
181,BYD Chile P18698,2,3,pistons,1,BYD,Chile,76.0,1,big,109.0,2,long,mm,3.74,kg,298.84,eur,4.5,True
182,Ferrari Austria P24687,2,3,pistons,1,Ferrari,Austria,80.0,1,big,123.0,2,long,mm,3.55,kg,166.59,eur,4.5,True
183,BMW Switzerland P38590,2,3,pistons,1,BMW,Switzerland,105.0,2,small,124.0,2,long,mm,3.0,kg,229.08,eur,4.5,True
184,GMC Indonesia P18102,2,3,pistons,1,GMC,Indonesia,111.0,2,small,135.0,2,long,mm,2.26,kg,255.01,eur,4.5,True
185,Buick Cuba P29074,2,3,pistons,1,Buick,Cuba,102.0,2,small,118.0,2,long,mm,2.7,kg,321.2,eur,4.0,True
186,BMW China P28464,2,3,pistons,1,BMW,China,101.0,2,small,99.0,1,short,mm,3.96,kg,188.91,eur,4.0,True
187,BMW Russia P12958,2,3,pistons,1,BMW,Russia,97.0,2,small,118.0,2,long,mm,2.02,kg,232.26,eur,4.0,True
188,Honda Mexico P26382,2,3,pistons,1,Honda,Mexico,97.0,2,small,114.0,2,long,mm,2.33,kg,253.92,eur,3.5,True
189,Lincoln France P9079,2,3,pistons,1,Lincoln,France,80.0,1,big,136.0,2,long,mm,2.51,kg,215.68,eur,4.5,True
190,Tesla Germany P3346,2,3,pistons,1,Tesla,Germany,81.0,1,big,108.0,2,long,mm,3.79,kg,329.26,eur,4.5,True
191,Honda Russia P2812,2,3,pistons,1,Honda,Russia,116.0,2,small,106.0,2,long,mm,3.71,kg,318.59,eur,5.0,True
192,Buick Brazil P27439,2,3,pistons,1,Buick,Brazil,118.0,2,small,101.0,2,long,mm,2.08,kg,152.35,eur,4.5,True
193,Honda Romania P18140,2,3,pistons,1,Honda,Romania,76.0,1,big,107.0,2,long,mm,2.63,kg,204.26,eur,4.5,True
194,Hyundai Belgium P5432,2,3,pistons,1,Hyundai,Belgium,104.0,2,small,116.0,2,long,mm,3.23,kg,217.31,eur,3.5,True
