material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,power,voltage,current,frequency,rotation speed,price,currency,rank,is leaf
25,KTM USA P16606,2,2,alternator,1,KTM,USA,506.81,393.42,670.19,mm,2.8,kg,900,12,75,50,6000,221.97,eur,3.5,False
26,BYD Chile P38662,2,2,alternator,1,BYD,Chile,560.51,327.6,686.24,mm,3.36,kg,1800,24,80,50,6000,226.31,eur,4.0,False
27,Jeep Sweden P3022,2,2,alternator,1,Jeep,Sweden,483.52,304.24,693.42,mm,2.86,kg,900,12,75,50,6000,174.02,eur,4.5,False
28,Ford Mexico P13459,2,2,alternator,1,Ford,Mexico,538.51,320.29,632.47,mm,2.94,kg,980,24,75,50,6000,136.07,eur,4.5,False
29,Ford Germany P23569,2,2,alternator,1,Ford,Germany,490.08,375.45,706.5,mm,2.9,kg,1800,24,75,50,6000,210.05,eur,3.0,False
30,Benz Belgium P23951,2,2,alternator,1,Benz,Belgium,568.17,326.14,630.47,mm,2.14,kg,1800,24,75,50,6000,100.82,eur,3.5,False
31,Honda Korea P37636,2,2,alternator,1,Honda,Korea,579.41,394.47,656.4,mm,2.68,kg,980,24,80,50,6000,209.6,eur,4.0,False
32,Honda Cuba P10859,2,2,alternator,1,Honda,Cuba,450.65,335.5,674.25,mm,2.7,kg,1800,12,80,50,6000,117.96,eur,3.5,False
33,Jeep Netherlands P12645,2,2,alternator,1,Jeep,Netherlands,495.62,374.92,611.26,mm,3.16,kg,1800,24,80,50,6000,189.43,eur,4.5,False
34,Ford India P3867,2,2,alternator,1,Ford,India,576.61,321.63,663.18,mm,2.11,kg,900,24,75,50,6000,132.67,eur,4.5,False
35,Benz Switzerland P35752,2,2,alternator,1,Benz,Switzerland,487.64,333.1,639.77,mm,3.91,kg,1800,24,75,50,6000,103.22,eur,3.5,False
36,Hyundai Japan P22274,2,2,alternator,1,Hyundai,Japan,534.11,326.51,708.7,mm,2.76,kg,980,12,80,50,6000,151.71,eur,4.0,False
37,Benz Thailand P9288,2,2,alternator,1,Benz,Thailand,555.95,386.62,608.35,mm,2.41,kg,1960,12,80,50,6000,156.77,eur,4.5,False
38,Tesla Cuba P1797,2,2,alternator,1,Tesla,Cuba,588.14,358.39,676.89,mm,3.37,kg,1800,12,75,50,6000,207.77,eur,3.0,False
39,Toyota New Zealand P7217,2,2,alternator,1,Toyota,New,540.81,403.23,703.9,mm,2.27,kg,1800,12,75,50,6000,180.65,eur,4.0,False
40,Volvo Turkey P38527,2,2,alternator,1,Volvo,Turkey,580.05,393.28,662.72,mm,2.35,kg,1800,12,80,50,6000,108.75,eur,4.5,False
41,Jeep Japan P30884,2,2,alternator,1,Jeep,Japan,480.51,305.54,621.25,mm,2.52,kg,1960,24,75,50,6000,110.5,eur,4.5,False
42,Tesla Thailand P34733,2,2,alternator,1,Tesla,Thailand,466.04,304.96,615.35,mm,2.25,kg,980,12,80,50,6000,127.24,eur,4.0,False
43,BMW Indonesia P30138,2,2,alternator,1,BMW,Indonesia,546.16,382.26,642.03,mm,3.94,kg,900,12,80,50,6000,189.16,eur,3.5,False
44,Acura Mexico P29815,2,2,alternator,1,Acura,Mexico,539.46,400.84,702.63,mm,3.86,kg,1800,24,75,50,6000,196.84,eur,4.0,False
45,Buick Brazil P37981,2,2,alternator,1,Buick,Brazil,488.29,302.18,637.07,mm,3.89,kg,1800,24,75,50,6000,141.25,eur,4.5,False
46,Lincoln Thailand P36285,2,2,alternator,1,Lincoln,Thailand,571.54,372.71,623.84,mm,2.06,kg,900,12,80,50,6000,156.1,eur,3.5,False
47,GMC Sweden P7051,2,2,alternator,1,GMC,Sweden,463.56,307.95,674.56,mm,2.38,kg,980,24,80,50,6000,165.11,eur,4.5,False
48,Hyundai Germany P20378,2,2,alternator,1,Hyundai,Germany,468.95,364.96,657.2,mm,3.35,kg,980,24,75,50,6000,155.09,eur,4.0,False
49,BYD Germany P31287,2,2,alternator,1,BYD,Germany,484.9,419.18,629.99,mm,3.34,kg,900,12,75,50,6000,207.34,eur,4.0,False
50,GMC Japan P13536,2,2,alternator,1,GMC,Japan,542.7,411.1,703.4,mm,2.18,kg,1960,24,75,50,6000,248.73,eur,3.5,False
51,Jeep Belgium P3902,2,2,alternator,1,Jeep,Belgium,497.99,348.27,687.02,mm,3.88,kg,1960,24,75,50,6000,179.49,eur,4.0,False
52,Volkswagen Denmark P16647,2,2,alternator,1,Volkswagen,Denmark,481.89,357.51,702.44,mm,3.37,kg,980,24,80,50,6000,196.18,eur,3.5,False
53,Volvo Japan P31646,2,2,alternator,1,Volvo,Japan,469.9,337.01,707.51,mm,2.02,kg,1800,12,80,50,6000,184.93,eur,4.5,False
54,Ford Thailand P16715,2,2,alternator,1,Ford,Thailand,485.68,402.0,671.27,mm,2.64,kg,980,12,75,50,6000,231.75,eur,3.0,False
55,Toyota Germany P11090,2,2,alternator,1,Toyota,Germany,583.32,334.73,630.32,mm,3.28,kg,1960,24,75,50,6000,178.6,eur,4.0,False
56,Mercedes Mexico P37006,2,2,alternator,1,Mercedes,Mexico,533.25,393.55,697.95,mm,2.02,kg,980,12,80,50,6000,169.29,eur,4.0,False
57,Ferrari Brazil P24587,2,2,alternator,1,Ferrari,Brazil,495.34,386.67,636.92,mm,3.34,kg,1800,24,80,50,6000,246.23,eur,3.5,False
58,KTM Switzerland P38638,2,2,alternator,1,KTM,Switzerland,544.49,375.07,697.4,mm,2.07,kg,1960,24,75,50,6000,115.79,eur,3.5,False
59,Daimler USA P38032,2,2,alternator,1,Daimler,USA,534.16,310.98,645.83,mm,3.02,kg,900,24,80,50,6000,237.04,eur,5.0,False
60,Jeep Egypt P2437,2,2,alternator,1,Jeep,Egypt,491.43,368.22,671.86,mm,2.46,kg,900,12,75,50,6000,212.09,eur,5.0,False
61,Buick Chile P18509,2,2,alternator,1,Buick,Chile,471.19,305.42,603.34,mm,2.81,kg,1800,24,80,50,6000,152.86,eur,4.0,False
62,Benz Chile P9912,2,2,alternator,1,Benz,Chile,462.4,414.67,693.29,mm,2.87,kg,1800,24,80,50,6000,130.76,eur,3.5,False
63,Mercedes Indonesia P12732,2,2,alternator,1,Mercedes,Indonesia,506.85,365.02,671.06,mm,2.61,kg,1800,12,75,50,6000,113.88,eur,5.0,False
64,GMC France P18809,2,2,alternator,1,GMC,France,553.43,373.71,654.22,mm,2.8,kg,1960,24,75,50,6000,116.1,eur,3.5,False
65,BYD Sweden P35374,2,2,alternator,1,BYD,Sweden,487.49,384.67,660.68,mm,2.42,kg,1800,12,75,50,6000,208.67,eur,4.5,False
66,Honda Brazil P20800,2,2,alternator,1,Honda,Brazil,512.26,381.57,667.31,mm,2.65,kg,900,24,80,50,6000,189.32,eur,3.0,False
67,Volvo Belgium P33845,2,2,alternator,1,Volvo,Belgium,535.87,379.45,677.42,mm,3.64,kg,1960,12,75,50,6000,136.09,eur,3.5,False
68,Ford Turkey P26916,2,2,alternator,1,Ford,Turkey,577.15,399.57,600.98,mm,2.3,kg,980,24,80,50,6000,167.86,eur,4.5,False
69,Daimler France P19669,2,2,alternator,1,Daimler,France,538.67,418.3,625.46,mm,3.08,kg,1800,24,80,50,6000,226.78,eur,3.5,False
70,Ford Brazil P2417,2,2,alternator,1,Ford,Brazil,522.66,305.93,626.14,mm,3.86,kg,900,24,75,50,6000,162.96,eur,4.0,False
71,Hyundai Switzerland P28324,2,2,alternator,1,Hyundai,Switzerland,493.93,348.81,609.92,mm,3.04,kg,900,24,80,50,6000,232.63,eur,4.0,False
72,Buick Sweden P4087,2,2,alternator,1,Buick,Sweden,487.49,320.59,649.57,mm,2.43,kg,980,12,80,50,6000,229.61,eur,4.0,False
73,Daimler Belgium P18325,2,2,alternator,1,Daimler,Belgium,502.18,348.91,613.43,mm,2.13,kg,1800,24,80,50,6000,131.37,eur,3.5,False
74,Ferrari Cuba P4508,2,2,alternator,1,Ferrari,Cuba,499.79,304.31,622.18,mm,3.82,kg,1960,12,80,50,6000,138.58,eur,4.5,False
75,Ferrari Netherlands P7399,2,2,alternator,1,Ferrari,Netherlands,519.51,329.26,631.45,mm,3.94,kg,1800,24,75,50,6000,144.35,eur,5.0,False
76,BYD Austria P30146,2,2,alternator,1,BYD,Austria,533.18,366.66,690.49,mm,3.16,kg,980,24,75,50,6000,144.7,eur,4.0,False
77,Daimler Chile P4262,2,2,alternator,1,Daimler,Chile,583.89,412.18,677.81,mm,2.54,kg,1960,12,80,50,6000,129.81,eur,5.0,False
78,Ferrari Switzerland P24925,2,2,alternator,1,Ferrari,Switzerland,579.23,343.01,705.92,mm,2.84,kg,900,12,75,50,6000,170.32,eur,3.0,False
79,BMW France P26838,2,2,alternator,1,BMW,France,588.9,348.73,698.94,mm,2.27,kg,980,24,75,50,6000,160.65,eur,3.5,False
80,Buick Denmark P32006,2,2,alternator,1,Buick,Denmark,455.87,419.47,632.9,mm,2.56,kg,1800,12,80,50,6000,123.91,eur,3.5,False
81,Tesla Cuba P34775,2,2,alternator,1,Tesla,Cuba,459.86,324.03,626.59,mm,2.48,kg,980,24,80,50,6000,126.53,eur,3.5,False
82,Mercedes Turkey P23923,2,2,alternator,1,Mercedes,Turkey,582.23,372.96,679.6,mm,2.99,kg,1960,12,75,50,6000,112.38,eur,3.5,False
83,Buick Netherlands P8245,2,2,alternator,1,Buick,Netherlands,547.04,321.96,649.86,mm,2.76,kg,980,12,80,50,6000,130.35,eur,4.0,False
84,GMC Romania P27367,2,2,alternator,1,GMC,Romania,470.56,396.02,684.33,mm,2.32,kg,1800,12,80,50,6000,114.28,eur,3.5,False
85,Benz Japan P31975,2,2,alternator,1,Benz,Japan,483.28,311.28,696.1,mm,2.15,kg,1960,12,75,50,6000,165.27,eur,3.0,False
86,Mercedes Egypt P33220,2,2,alternator,1,Mercedes,Egypt,575.56,344.46,700.27,mm,2.94,kg,1960,12,75,50,6000,154.47,eur,4.0,False
87,BMW Switzerland P14553,2,2,alternator,1,BMW,Switzerland,555.17,361.91,689.84,mm,2.84,kg,1800,12,80,50,6000,101.85,eur,3.5,False
88,Honda Turkey P33830,2,2,alternator,1,Honda,Turkey,517.46,321.41,652.35,mm,3.51,kg,980,12,80,50,6000,199.67,eur,3.5,False
89,Honda Thailand P7960,2,2,alternator,1,Honda,Thailand,585.42,402.84,695.23,mm,2.97,kg,900,12,80,50,6000,220.75,eur,4.0,False
90,Lincoln Turkey P32607,2,2,alternator,1,Lincoln,Turkey,521.34,321.59,684.45,mm,2.93,kg,900,12,75,50,6000,243.99,eur,4.5,False
91,Buick New Zealand P37841,2,2,alternator,1,Buick,New,565.01,414.72,629.99,mm,3.29,kg,980,12,75,50,6000,112.27,eur,4.5,False
92,Volkswagen Italy P39780,2,2,alternator,1,Volkswagen,Italy,459.29,407.42,660.59,mm,3.13,kg,1800,12,75,50,6000,139.73,eur,3.5,False
93,Volkswagen India P37414,2,2,alternator,1,Volkswagen,India,465.71,324.18,676.41,mm,2.69,kg,900,24,80,50,6000,138.97,eur,4.5,False
94,Acura USA P26065,2,2,alternator,1,Acura,USA,497.81,342.71,613.85,mm,2.75,kg,900,12,80,50,6000,137.76,eur,4.0,False
95,Hyundai Italy P18729,2,2,alternator,1,Hyundai,Italy,509.23,322.36,658.92,mm,2.2,kg,1960,24,80,50,6000,115.73,eur,4.5,False
96,Benz China P3868,2,2,alternator,1,Benz,China,496.92,371.09,669.84,mm,3.02,kg,1960,24,80,50,6000,225.16,eur,3.0,False
97,Mercedes Netherlands P8225,2,2,alternator,1,Mercedes,Netherlands,516.37,386.08,643.75,mm,3.93,kg,900,12,75,50,6000,212.52,eur,3.5,False
98,Jeep Brazil P4624,2,2,alternator,1,Jeep,Brazil,577.08,368.98,696.02,mm,3.75,kg,1960,12,75,50,6000,244.43,eur,3.5,False
99,Ferrari Cuba P2933,2,2,alternator,1,Ferrari,Cuba,456.97,353.72,624.81,mm,3.3,kg,1800,24,75,50,6000,220.69,eur,3.5,False
100,Ferrari China P25159,2,2,alternator,1,Ferrari,China,541.16,372.52,694.49,mm,3.75,kg,1800,12,80,50,6000,245.98,eur,5.0,False
101,Jeep Belgium P18983,2,2,alternator,1,Jeep,Belgium,539.78,400.81,667.01,mm,2.07,kg,1800,24,75,50,6000,163.16,eur,4.5,False
102,Volvo China P10991,2,2,alternator,1,Volvo,China,478.16,403.12,677.83,mm,2.98,kg,1960,12,75,50,6000,182.63,eur,4.0,False
103,Acura Egypt P30454,2,2,alternator,1,Acura,Egypt,535.52,332.39,653.75,mm,2.82,kg,980,24,75,50,6000,202.57,eur,4.0,False
104,Honda Cuba P18235,2,2,alternator,1,Honda,Cuba,574.39,320.83,623.98,mm,3.76,kg,1800,24,80,50,6000,220.11,eur,4.0,False
105,Toyota USA P37442,2,2,alternator,1,Toyota,USA,493.99,403.09,660.47,mm,3.93,kg,900,12,75,50,6000,183.98,eur,3.5,False
106,Tesla Korea P3500,2,2,alternator,1,Tesla,Korea,465.75,330.12,640.92,mm,3.08,kg,1800,24,80,50,6000,221.52,eur,4.0,False
107,Benz Germany P16100,2,2,alternator,1,Benz,Germany,495.15,339.93,632.62,mm,3.62,kg,980,24,75,50,6000,125.03,eur,3.0,False
108,BMW Germany P39796,2,2,alternator,1,BMW,Germany,469.45,348.62,642.41,mm,2.22,kg,1960,12,80,50,6000,214.92,eur,5.0,False
109,KTM China P29932,2,2,alternator,1,KTM,China,470.82,401.45,636.16,mm,3.61,kg,1960,12,80,50,6000,213.04,eur,4.0,False
110,Tesla Cuba P26464,2,2,alternator,1,Tesla,Cuba,450.04,380.17,656.1,mm,2.47,kg,1800,12,80,50,6000,127.29,eur,4.5,False
111,BMW Italy P31291,2,2,alternator,1,BMW,Italy,497.55,410.83,685.27,mm,2.18,kg,980,12,75,50,6000,174.38,eur,5.0,False
112,Volvo Romania P32313,2,2,alternator,1,Volvo,Romania,513.53,351.96,627.14,mm,3.84,kg,980,24,75,50,6000,201.66,eur,4.5,False
113,Toyota Germany P22336,2,2,alternator,1,Toyota,Germany,579.66,343.29,618.38,mm,2.53,kg,1960,12,75,50,6000,128.35,eur,3.5,False
114,BYD New Zealand P23080,2,2,alternator,1,BYD,New,484.33,353.36,623.04,mm,2.09,kg,900,12,80,50,6000,188.23,eur,4.0,False
115,Jeep Germany P20635,2,2,alternator,1,Jeep,Germany,501.48,332.7,605.33,mm,2.15,kg,980,24,80,50,6000,185.42,eur,3.0,False
116,Volkswagen Japan P1682,2,2,alternator,1,Volkswagen,Japan,463.92,394.02,634.81,mm,2.09,kg,900,12,80,50,6000,163.89,eur,4.0,False
117,Volvo China P27611,2,2,alternator,1,Volvo,China,459.13,371.35,708.39,mm,3.6,kg,900,12,80,50,6000,240.97,eur,3.0,False
118,Honda Turkey P22331,2,2,alternator,1,Honda,Turkey,504.51,354.12,636.67,mm,2.62,kg,1800,24,75,50,6000,110.86,eur,3.0,False
119,Tesla France P13388,2,2,alternator,1,Tesla,France,503.01,318.4,632.43,mm,2.87,kg,900,24,75,50,6000,176.86,eur,5.0,False
120,Tesla Japan P21430,2,2,alternator,1,Tesla,Japan,466.8,407.38,651.28,mm,3.78,kg,980,12,75,50,6000,245.12,eur,3.0,False
121,Toyota USA P10595,2,2,alternator,1,Toyota,USA,568.56,392.71,606.6,mm,2.27,kg,980,12,75,50,6000,111.4,eur,5.0,False
122,Mercedes Switzerland P1039,2,2,alternator,1,Mercedes,Switzerland,511.36,324.38,633.83,mm,3.73,kg,1800,12,75,50,6000,248.92,eur,4.5,False
123,Mercedes Russia P18617,2,2,alternator,1,Mercedes,Russia,555.15,363.35,611.44,mm,2.34,kg,1960,12,80,50,6000,209.49,eur,4.5,False
124,Volvo Mexico P35957,2,2,alternator,1,Volvo,Mexico,545.17,340.25,642.26,mm,3.21,kg,1960,12,80,50,6000,132.95,eur,3.5,False
125,Buick Mexico P39692,2,2,alternator,1,Buick,Mexico,554.34,415.4,672.98,mm,2.92,kg,1800,24,80,50,6000,218.25,eur,3.5,False
126,Buick Switzerland P36787,2,2,alternator,1,Buick,Switzerland,473.13,305.64,653.17,mm,3.9,kg,1800,24,80,50,6000,108.69,eur,5.0,False
127,Mercedes Canada P12495,2,2,alternator,1,Mercedes,Canada,533.01,405.56,631.78,mm,3.61,kg,980,12,75,50,6000,187.83,eur,4.5,False
128,KTM Switzerland P7039,2,2,alternator,1,KTM,Switzerland,593.81,306.17,664.62,mm,2.44,kg,980,12,75,50,6000,155.13,eur,4.0,False
129,BMW Turkey P23477,2,2,alternator,1,BMW,Turkey,469.17,404.45,611.19,mm,2.3,kg,1800,24,75,50,6000,168.62,eur,3.5,False
130,Mercedes Turkey P7691,2,2,alternator,1,Mercedes,Turkey,529.13,340.8,694.92,mm,2.42,kg,1800,12,75,50,6000,234.93,eur,3.0,False
131,KTM Chile P30850,2,2,alternator,1,KTM,Chile,594.03,403.12,652.09,mm,2.54,kg,1800,12,75,50,6000,194.21,eur,4.0,False
132,Tesla Mexico P17990,2,2,alternator,1,Tesla,Mexico,575.11,387.78,655.94,mm,3.22,kg,980,12,80,50,6000,120.34,eur,3.5,False
133,Benz Chile P18287,2,2,alternator,1,Benz,Chile,579.59,397.62,636.96,mm,2.77,kg,1960,12,80,50,6000,156.13,eur,5.0,False
134,BMW New Zealand P15936,2,2,alternator,1,BMW,New,497.86,402.44,635.51,mm,2.07,kg,980,12,75,50,6000,236.73,eur,3.5,False
135,Mercedes Indonesia P24878,2,2,alternator,1,Mercedes,Indonesia,534.65,321.92,681.59,mm,3.2,kg,980,24,75,50,6000,102.47,eur,3.5,False
136,Daimler Italy P9302,2,2,alternator,1,Daimler,Italy,454.08,364.09,682.64,mm,3.03,kg,900,24,80,50,6000,207.79,eur,4.0,False
137,Tesla Chile P5474,2,2,alternator,1,Tesla,Chile,574.87,376.13,600.81,mm,3.93,kg,980,12,80,50,6000,193.5,eur,4.5,False
138,KTM Turkey P23357,2,2,alternator,1,KTM,Turkey,489.88,389.11,609.77,mm,2.5,kg,980,24,80,50,6000,142.52,eur,4.0,False
139,Jeep Russia P14554,2,2,alternator,1,Jeep,Russia,496.35,302.29,707.64,mm,3.57,kg,1960,12,75,50,6000,183.39,eur,3.5,False
140,Lincoln Denmark P33100,2,2,alternator,1,Lincoln,Denmark,537.86,402.84,617.78,mm,2.39,kg,980,24,80,50,6000,155.0,eur,3.5,False
141,Hyundai Norway P24331,2,2,alternator,1,Hyundai,Norway,525.1,415.36,684.61,mm,3.3,kg,1800,12,80,50,6000,144.59,eur,4.5,False
142,Buick Thailand P19553,2,2,alternator,1,Buick,Thailand,460.8,336.15,624.17,mm,3.7,kg,900,24,80,50,6000,158.22,eur,4.5,False
143,GMC Mexico P2969,2,2,alternator,1,GMC,Mexico,548.69,346.26,607.96,mm,2.49,kg,900,12,80,50,6000,232.42,eur,4.5,False
144,Hyundai Norway P24204,2,2,alternator,1,Hyundai,Norway,560.91,367.29,709.01,mm,2.84,kg,1800,12,80,50,6000,121.92,eur,4.5,False
145,KTM Germany P39146,2,2,alternator,1,KTM,Germany,467.65,340.78,681.25,mm,2.74,kg,1960,24,75,50,6000,144.27,eur,3.5,False
146,Daimler Austria P14362,2,2,alternator,1,Daimler,Austria,453.48,356.68,653.56,mm,3.27,kg,1960,24,80,50,6000,203.6,eur,4.5,False
147,Daimler Turkey P16015,2,2,alternator,1,Daimler,Turkey,461.82,412.75,607.56,mm,2.05,kg,1960,24,75,50,6000,235.1,eur,3.5,False
148,GMC Brazil P14317,2,2,alternator,1,GMC,Brazil,459.6,324.69,693.39,mm,3.38,kg,980,12,75,50,6000,209.24,eur,3.5,False
149,Volkswagen Japan P13602,2,2,alternator,1,Volkswagen,Japan,513.93,325.6,631.42,mm,2.57,kg,1800,24,75,50,6000,104.14,eur,4.5,False
150,Hyundai Mexico P30770,2,2,alternator,1,Hyundai,Mexico,498.62,330.78,671.67,mm,3.45,kg,1800,24,80,50,6000,218.44,eur,4.0,False
151,Volvo Denmark P18606,2,2,alternator,1,Volvo,Denmark,575.57,353.75,694.68,mm,3.78,kg,1800,24,80,50,6000,233.61,eur,3.5,False
152,Mercedes Denmark P18916,2,2,alternator,1,Mercedes,Denmark,500.51,357.96,628.24,mm,2.95,kg,900,24,75,50,6000,151.38,eur,3.5,False
153,Buick Romania P27765,2,2,alternator,1,Buick,Romania,489.72,302.74,665.63,mm,2.84,kg,900,12,75,50,6000,146.44,eur,3.0,False
154,Toyota Indonesia P10915,2,2,alternator,1,Toyota,Indonesia,517.58,394.96,636.77,mm,2.77,kg,900,12,80,50,6000,143.7,eur,3.5,False
155,Tesla Thailand P30517,2,2,alternator,1,Tesla,Thailand,548.79,381.16,670.41,mm,3.33,kg,1800,12,75,50,6000,184.6,eur,4.0,False
156,BMW Austria P9478,2,2,alternator,1,BMW,Austria,539.51,395.81,606.08,mm,2.27,kg,1800,24,75,50,6000,173.3,eur,4.0,False
157,Daimler Thailand P38207,2,2,alternator,1,Daimler,Thailand,588.35,346.7,655.32,mm,2.57,kg,980,12,75,50,6000,183.41,eur,3.0,False
158,Toyota USA P32858,2,2,alternator,1,Toyota,USA,460.78,365.8,674.35,mm,3.55,kg,1960,24,75,50,6000,140.24,eur,4.0,False
159,Mercedes Denmark P6649,2,2,alternator,1,Mercedes,Denmark,480.78,368.35,708.39,mm,2.33,kg,1800,24,75,50,6000,217.11,eur,4.0,False
160,BYD Switzerland P20614,2,2,alternator,1,BYD,Switzerland,557.97,308.65,689.72,mm,3.42,kg,900,12,75,50,6000,201.5,eur,4.5,False
161,KTM Cuba P8443,2,2,alternator,1,KTM,Cuba,534.69,380.35,645.41,mm,2.8,kg,1800,12,80,50,6000,246.78,eur,3.0,False
162,Ford New Zealand P9929,2,2,alternator,1,Ford,New,587.08,393.98,687.05,mm,2.23,kg,980,24,75,50,6000,247.86,eur,4.5,False
163,Mercedes Egypt P11886,2,2,alternator,1,Mercedes,Egypt,581.19,341.98,645.04,mm,3.12,kg,1960,12,80,50,6000,115.15,eur,3.5,False
164,Volkswagen Indonesia P36685,2,2,alternator,1,Volkswagen,Indonesia,523.26,367.02,641.87,mm,3.59,kg,1800,12,80,50,6000,216.02,eur,4.5,False
165,Benz Indonesia P17643,2,2,alternator,1,Benz,Indonesia,531.25,331.82,685.55,mm,2.57,kg,1800,12,75,50,6000,218.78,eur,4.0,False
166,Ford Mexico P17587,2,2,alternator,1,Ford,Mexico,500.51,319.7,705.88,mm,2.09,kg,900,24,80,50,6000,166.46,eur,4.5,False
167,Ford Belgium P22304,2,2,alternator,1,Ford,Belgium,546.41,316.38,693.52,mm,3.4,kg,900,24,75,50,6000,159.21,eur,4.5,False
168,Daimler Turkey P14824,2,2,alternator,1,Daimler,Turkey,596.2,337.22,658.03,mm,2.14,kg,900,12,75,50,6000,127.71,eur,3.0,False
169,KTM Norway P1989,2,2,alternator,1,KTM,Norway,474.53,408.81,679.88,mm,3.99,kg,1960,24,80,50,6000,211.32,eur,4.5,False
170,BMW Netherlands P38889,2,2,alternator,1,BMW,Netherlands,458.56,376.28,644.57,mm,2.08,kg,980,24,80,50,6000,192.91,eur,4.5,False
171,Volkswagen Russia P35294,2,2,alternator,1,Volkswagen,Russia,494.37,316.31,638.23,mm,3.73,kg,900,24,80,50,6000,216.09,eur,4.5,False
172,Hyundai Brazil P19282,2,2,alternator,1,Hyundai,Brazil,512.32,417.84,665.57,mm,2.23,kg,1960,12,80,50,6000,244.24,eur,4.5,False
173,KTM Cuba P22620,2,2,alternator,1,KTM,Cuba,569.69,414.76,602.61,mm,2.89,kg,1800,12,75,50,6000,239.32,eur,5.0,False
174,Honda Russia P12743,2,2,alternator,1,Honda,Russia,577.56,367.75,616.84,mm,2.17,kg,900,24,75,50,6000,122.48,eur,5.0,False
