material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,price,currency,rank,is leaf
12,Benz USA F15594,2,5,frame,1,Benz,USA,0.47848182309277515,0.10602544610706567,0.34309999999999946,mm,0.11637212404134696,kg,0.2824566502618565,eur,0.75,True
13,Ford Italy F21959,2,5,frame,1,Ford,Italy,0.45691362717832773,0.5666960070416899,0.014599999999999795,mm,0.10070023341113693,kg,0.5530474357006552,eur,0.25,True
14,BYD Brazil F15326,2,5,frame,1,BYD,Brazil,0.5864228406794582,0.32779867168120347,0.6444000000000005,mm,0.8246082027342445,kg,0.22083791895131136,eur,0.75,True
15,Honda Turkey F11391,2,5,frame,1,Honda,Turkey,0.6533882875492687,0.26238297191325927,0.7209000000000003,mm,0.029009669889963004,kg,0.17131719086947672,eur,0.5,True
16,KTM Germany F35314,2,5,frame,1,KTM,Germany,0.6615513895280205,0.8342802272545409,0.6815999999999997,mm,0.21007002334111363,kg,0.6439738448324848,eur,0.5,True
17,KTM Turkey F26227,2,5,frame,1,KTM,Turkey,0.40591424741401727,0.3358806113467233,0.7073000000000002,mm,0.8506168722907634,kg,0.5069309506625606,eur,0.75,True
18,Ford Italy F8810,2,5,frame,1,Ford,Italy,0.20857926011884537,0.15847803472833483,0.02399999999999977,mm,0.19573191063687867,kg,0.022319440951936196,eur,0.5,True
19,Volkswagen Sweden F25981,2,5,frame,1,Volkswagen,Sweden,0.5996478661891517,0.7424181803632872,0.3751999999999998,mm,0.08969656552184055,kg,0.15657109531227378,eur,0.5,True
20,Mercedes Russia F13641,2,5,frame,1,Mercedes,Russia,0.4647766151137433,0.21153076738417217,0.7177999999999998,mm,0.2024008002667554,kg,0.25945208804821945,eur,0.0,True
21,Acura Netherlands F35416,2,5,frame,1,Acura,Netherlands,0.8382585382445331,0.9553892934304234,0.5662999999999999,mm,0.63187729243081,kg,0.13193258352356166,eur,0.5,True
22,Jeep Chile F18462,2,5,frame,1,Jeep,Chile,0.8353574358256138,0.69560694566696,0.013199999999999932,mm,0.661887295765255,kg,0.7948032565779806,eur,1.0,True
23,Acura Italy F37627,2,5,frame,1,Acura,Italy,0.629539224905464,0.6317516203888931,0.3957000000000005,mm,0.42747582527509154,kg,0.2359077292019773,eur,0.0,True
24,BMW Austria F37937,2,5,frame,1,BMW,Austria,0.9383365678958006,0.9158998159558295,0.2571000000000004,mm,0.01667222407469157,kg,0.6149063336501084,eur,1.0,True
25,BYD Sweden F24585,2,5,frame,1,BYD,Sweden,0.3354074548328364,0.3606465551732417,0.2240999999999997,mm,0.9893297765921977,kg,0.7064860232541178,eur,0.75,True
26,GMC Thailand F31249,2,5,frame,1,GMC,Thailand,0.2939517016466256,0.7632231735616546,0.4939999999999998,mm,0.928309436478826,kg,0.5044649223356878,eur,0.75,True
27,Hyundai Russia F38706,2,5,frame,1,Hyundai,Russia,0.5770792901302493,0.2049691926062255,0.6223000000000002,mm,0.2830943647882626,kg,0.029330946090549766,eur,1.0,True
28,Benz Russia F9425,2,5,frame,1,Benz,Russia,0.6883215621936337,0.3441225894214613,0.06350000000000022,mm,0.18272757585861923,kg,0.4532699674407516,eur,0.75,True
29,Toyota China F11987,2,5,frame,1,Toyota,China,0.2897901202456934,0.8713691285908619,0.4407000000000005,mm,0.9689896632210735,kg,0.14590769654475727,eur,0.75,True
30,BMW Netherlands F23209,2,5,frame,1,BMW,Netherlands,0.6429843340469378,0.8753700888213173,0.16730000000000017,mm,0.4351450483494498,kg,0.25790440796270114,eur,0.25,True
31,Ford Romania F21485,2,5,frame,1,Ford,Romania,0.4137172125407656,0.10538529247019295,0.4266999999999996,mm,0.3911303767922638,kg,0.43547164645729036,eur,0.5,True
32,Lincoln Netherlands F20162,2,5,frame,1,Lincoln,Netherlands,0.7480042416118124,0.568776506361527,0.5039999999999998,mm,0.20706902300766905,kg,0.32053156701315977,eur,0.75,True
33,Acura Austria F30215,2,5,frame,1,Acura,Austria,0.6833996918829155,0.5229655117228135,0.2132000000000005,mm,0.11303767922640884,kg,0.6535307081282732,eur,0.25,True
34,Toyota USA F8492,2,5,frame,1,Toyota,USA,0.7608291150637243,0.9833560054413056,0.5211000000000001,mm,0.5485161720573521,kg,0.4044304145398652,eur,0.5,True
35,Ferrari Sweden F28833,2,5,frame,1,Ferrari,Sweden,0.41055601128428787,0.4793150356085462,0.7553999999999996,mm,0.1817272424141377,kg,0.6814799816684137,eur,0.25,True
36,Mercedes New Zealand F29219,2,5,frame,1,Mercedes,New,0.7238350573217823,0.5774585900616148,0.49870000000000003,mm,0.9539846615538514,kg,0.10932793618343777,eur,0.75,True
37,Tesla Turkey F12930,2,5,frame,1,Tesla,Turkey,0.7681118825153557,0.26154277026486356,0.6162000000000001,mm,0.6765588529509835,kg,0.6687442101470337,eur,1.0,True
38,Ford Russia F14971,2,5,frame,1,Ford,Russia,0.8339168884175987,0.3578058734096183,0.6413999999999999,mm,0.09136378792930962,kg,0.8290052991782355,eur,1.0,True
39,GMC Norway F4535,2,5,frame,1,GMC,Norway,0.1632220243692604,0.48207569816756013,0.5275,mm,0.2197399133044345,kg,0.050263543765573404,eur,0.25,True
40,Toyota Germany F10082,2,5,frame,1,Toyota,Germany,0.42360096836798006,0.9255821397135312,0.8275,mm,0.5105035011670553,kg,0.8063820100083493,eur,0.0,True
41,Jeep Denmark F11062,2,5,frame,1,Jeep,Denmark,0.6788379584242012,0.3631671601184285,0.9366999999999996,mm,0.1970656885628542,kg,0.5250981621605145,eur,0.25,True
42,Volkswagen Brazil F38082,2,5,frame,1,Volkswagen,Brazil,0.9409375562713832,0.1774025766183885,0.6363999999999999,mm,0.41947315771923976,kg,0.8585700165354391,eur,0.75,True
43,Hyundai Turkey F38038,2,5,frame,1,Hyundai,Turkey,0.21622216442248063,0.7578218772505403,0.24649999999999977,mm,0.4091363787929309,kg,0.9211245132713499,eur,0.5,True
44,Tesla Cuba F33371,2,5,frame,1,Tesla,Cuba,0.4900862327684518,0.5126830439305432,0.043000000000000115,mm,0.09903301100366786,kg,0.33755427902111074,eur,0.75,True
45,KTM Chile F9107,2,5,frame,1,KTM,Chile,0.5672955723174807,0.21581179483075955,0.8842999999999995,mm,0.4781593864621538,kg,0.5608224394290211,eur,0.0,True
46,Benz Italy F31278,2,5,frame,1,Benz,Italy,0.8819551429543226,0.9043370408898133,0.2652999999999997,mm,0.9666555518506169,kg,0.051430359022591174,eur,0.5,True
47,Acura Norway F29271,2,5,frame,1,Acura,Norway,0.6862407714931675,0.8494438665279668,0.02589999999999975,mm,0.175725241747249,kg,0.7684988183529221,eur,0.25,True
48,Honda Russia F33921,2,5,frame,1,Honda,Russia,0.316280186470859,0.026726414339441486,0.9661000000000002,mm,0.3357785928642879,kg,0.7338104553178473,eur,0.0,True
49,Ford New Zealand F24833,2,5,frame,1,Ford,New,0.700866329205098,0.4150196047051292,0.5361000000000001,mm,0.9213071023674558,kg,0.8022267869758651,eur,0.25,True
50,Buick Romania F21420,2,5,frame,1,Buick,Romania,0.6874412276665133,0.24961990877810686,0.9752999999999997,mm,0.39813271090363456,kg,0.5245160472136315,eur,0.0,True
51,BMW Norway F8154,2,5,frame,1,BMW,Norway,0.2883295652347892,0.3902936704809154,0.6496000000000004,mm,0.7542514171390462,kg,0.2416390713157485,eur,0.0,True
52,Lincoln Chile F4423,2,5,frame,1,Lincoln,Chile,0.705348032252256,0.050332079699127945,0.3842999999999995,mm,0.3474491497165723,kg,0.7440815592298556,eur,0.0,True
53,BMW Germany F8739,2,5,frame,1,BMW,Germany,0.0908545247193933,0.005201248299591946,0.5326999999999998,mm,0.00766922307435778,kg,0.956296611377993,eur,1.0,True
54,Buick India F30470,2,5,frame,1,Buick,India,0.7999039635061324,0.313515243658478,0.47549999999999953,mm,0.8506168722907634,kg,0.18782664023608994,eur,0.5,True
55,Volkswagen Brazil F17769,2,5,frame,1,Volkswagen,Brazil,0.32598387387207123,0.7743458430023207,0.5500999999999999,mm,0.4881627209069691,kg,0.11550260005900072,eur,0.75,True
56,Jeep India F7185,2,5,frame,1,Jeep,India,0.8690302314879653,0.8834120188845324,0.5735000000000002,mm,0.4641547182394133,kg,0.29054380258492785,eur,0.0,True
57,GMC Japan F24811,2,5,frame,1,GMC,Japan,0.4690782497348991,0.909658317996319,0.7425999999999999,mm,0.1563854618206068,kg,0.9840379672839971,eur,0.25,True
58,BMW Korea F4033,2,5,frame,1,BMW,Korea,0.4950681258878372,0.33031927662639027,0.5326999999999998,mm,0.6605535178392795,kg,0.4303666426091813,eur,0.75,True
59,Volvo New Zealand F15115,2,5,frame,1,Volvo,New,0.38368580060422974,0.6000640153636873,0.7603999999999996,mm,0.6665555185061687,kg,0.718445233297737,eur,0.25,True
60,Volvo Russia F8730,2,5,frame,1,Volvo,Russia,0.11202256857605913,0.7701848443626469,0.2341999999999996,mm,0.6285428476158719,kg,0.16642663609950875,eur,0.75,True
61,Tesla India F22089,2,5,frame,1,Tesla,India,0.27934615153758424,0.7059294230615348,0.45450000000000046,mm,0.44881627209069674,kg,0.16429384748860537,eur,0.75,True
62,BMW Norway F26508,2,5,frame,1,BMW,Norway,0.8895380244492906,0.7134112186924862,0.29230000000000017,mm,0.6312104034678224,kg,0.03901544468792215,eur,0.5,True
63,Volvo Denmark F27748,2,5,frame,1,Volvo,Denmark,0.5645745383245632,0.4151796431143475,0.8727999999999997,mm,0.20373457819273091,kg,0.38591853329893444,eur,0.25,True
64,Buick Romania F30180,2,5,frame,1,Buick,Romania,0.5984474100158059,0.06557573817716268,0.8951999999999998,mm,0.691230410136712,kg,0.014521849313055377,eur,0.25,True
65,Benz Netherlands F12294,2,5,frame,1,Benz,Netherlands,0.3483123586963046,0.4578298791710012,0.7984000000000003,mm,0.4818272757585859,kg,0.915111094419643,eur,0.25,True
66,Hyundai Sweden F25895,2,5,frame,1,Hyundai,Sweden,0.006482463336067723,0.3141153876930465,0.6221000000000003,mm,0.43714571523841284,kg,0.9132990269237007,eur,1.0,True
67,Acura Netherlands F3795,2,5,frame,1,Acura,Netherlands,0.25899841939937157,0.9731935664559492,0.3623000000000002,mm,0.837612537512504,kg,0.7400922076607307,eur,0.25,True
68,Volvo Switzerland F11553,2,5,frame,1,Volvo,Switzerland,0.7230947760148855,0.8599663919340642,0.3989999999999998,mm,0.5275091697232409,kg,0.3891030204662798,eur,0.5,True
69,Hyundai France F18475,2,5,frame,1,Hyundai,France,0.6844200796302595,0.7943106345522922,0.27440000000000053,mm,0.9456485495165057,kg,0.3328724583157801,eur,0.25,True
70,Mercedes India F28421,2,5,frame,1,Mercedes,India,0.726416038094476,0.03316796031047459,0.5857000000000006,mm,0.9146382127375791,kg,0.8195767515427814,eur,0.25,True
71,Ford Austria F12894,2,5,frame,1,Ford,Austria,0.5941457753946497,0.9920380891413939,0.8355999999999995,mm,0.8899633211070358,kg,0.07526046854402138,eur,0.5,True
72,Volvo Italy F17306,2,5,frame,1,Volvo,Italy,0.8192513154998902,0.6158277986716814,0.20279999999999973,mm,0.41113704568189396,kg,0.11810619692521389,eur,0.75,True
73,Tesla Germany F29075,2,5,frame,1,Tesla,Germany,0.9998599467797764,0.3368008321997279,0.6284000000000003,mm,0.4141380460153386,kg,0.7223883204718315,eur,0.75,True
74,KTM India F28733,2,5,frame,1,KTM,India,0.22492547167923801,0.5827398575658156,0.8354999999999996,mm,0.017339113037679096,kg,0.5286994370983842,eur,0.25,True
75,Buick Austria F21792,2,5,frame,1,Buick,Austria,0.5842420119645466,0.35472513403216777,0.8621000000000003,mm,0.11970656885628508,kg,0.18226565995343083,eur,0.5,True
76,GMC Romania F4130,2,5,frame,1,GMC,Romania,0.6501470558812347,0.9775146035048411,0.9104999999999995,mm,0.9743247749249752,kg,0.24340215298165865,eur,0.75,True
77,Benz Switzerland F14927,2,5,frame,1,Benz,Switzerland,0.7293771633220625,0.7942306153476832,0.7665999999999997,mm,0.5268422807602534,kg,0.6987850425578005,eur,0.5,True
78,BMW China F6536,2,5,frame,1,BMW,China,0.9796922830675655,0.028646875250060107,0.6466999999999996,mm,0.019006335445148157,kg,0.6245803547227239,eur,0.25,True
79,Ford New Zealand F3726,2,5,frame,1,Ford,New,0.975450671255077,0.8032727854685122,0.11540000000000021,mm,0.9336445481827277,kg,0.32654457764961636,eur,0.25,True
80,Hyundai Brazil F36218,2,5,frame,1,Hyundai,Brazil,0.39208899381765094,0.8403616868048333,0.2426999999999998,mm,0.49183061020340124,kg,0.39836828200162633,eur,0.5,True
81,Lincoln Austria F17573,2,5,frame,1,Lincoln,Austria,0.7948620475780798,0.6391934064175401,0.3838,mm,0.987662554184728,kg,0.7745297904603905,eur,0.75,True
82,Toyota New Zealand F32323,2,5,frame,1,Toyota,New,0.8470418759128469,0.36408738097143306,0.8448000000000002,mm,0.8329443147715904,kg,0.06631239025813356,eur,0.5,True
83,Jeep Germany F10804,2,5,frame,1,Jeep,Germany,0.39643064364458486,0.0261662799071778,0.02970000000000027,mm,0.053684561520506824,kg,0.5012178421633013,eur,0.0,True
84,Volkswagen Japan F3681,2,5,frame,1,Volkswagen,Japan,0.8589063844260819,0.13743298391613992,0.10689999999999998,mm,0.5065021673891297,kg,0.11555525982628538,eur,1.0,True
85,GMC Brazil F16377,2,5,frame,1,GMC,Brazil,0.41015585922650627,0.153716892054093,0.6501999999999998,mm,0.04034678226075338,kg,0.33534801166515904,eur,0.75,True
86,Mercedes Egypt F26970,2,5,frame,1,Mercedes,Egypt,0.02238850763290061,0.2356565575738178,0.5624000000000001,mm,0.047682560853617634,kg,0.8676963488139442,eur,1.0,True
87,Mercedes India F6794,2,5,frame,1,Mercedes,India,0.3814849642864287,0.1227494598703689,0.05009999999999991,mm,0.020673557852617222,kg,0.8008287858154454,eur,1.0,True
88,Buick Switzerland F19803,2,5,frame,1,Buick,Switzerland,0.23524939477001267,0.45414899575898204,0.9029999999999996,mm,0.2400800266755582,kg,0.9007223232781754,eur,0.75,True
89,Jeep USA F13870,2,5,frame,1,Jeep,USA,0.742762249654869,0.4877970712971115,0.13889999999999986,mm,0.2087362454151381,kg,0.19167447718512182,eur,0.5,True
90,Benz Germany F25848,2,5,frame,1,Benz,Germany,0.13445109141473746,0.374569896775226,0.7698000000000002,mm,0.6155385128376124,kg,0.2403365925238915,eur,0.5,True
91,Ford Russia F30717,2,5,frame,1,Ford,Russia,0.5893239430983774,0.16535968632471806,0.8483000000000004,mm,0.8542847615871956,kg,0.007769016571362013,eur,0.25,True
92,Lincoln Brazil F39869,2,5,frame,1,Lincoln,Brazil,0.02671014985694568,0.6645594942786268,0.7189999999999998,mm,0.42447482494164696,kg,0.5113885251237437,eur,0.75,True
93,Volkswagen USA F37557,2,5,frame,1,Volkswagen,USA,0.228526840199276,0.4654717132111707,0.9671000000000004,mm,0.9553184394798265,kg,0.941013712766687,eur,0.75,True
94,BYD Netherlands F9871,2,5,frame,1,BYD,Netherlands,0.585362437726336,0.8293190365687763,0.8262999999999999,mm,0.63187729243081,kg,0.6299466163310049,eur,0.75,True
95,Tesla USA F11043,2,5,frame,1,Tesla,USA,0.8196114523518936,0.683524045770985,0.6910000000000003,mm,0.8409469823274426,kg,0.8683220067208558,eur,0.25,True
96,Daimler China F23406,2,5,frame,1,Daimler,China,0.15105740181268903,0.14127390573737694,0.6503999999999996,mm,0.661553851283761,kg,0.784727959914351,eur,0.75,True
97,BMW Austria F20186,2,5,frame,1,BMW,Austria,0.6183149596846803,0.21069056573577663,0.8223000000000001,mm,0.5171723907969321,kg,0.28400446641912497,eur,0.25,True
98,Honda Sweden F15539,2,5,frame,1,Honda,Sweden,0.3378083671795282,0.6844842762262944,0.8074000000000001,mm,0.9636545515171723,kg,0.7179497960556609,eur,1.0,True
99,Benz Austria F30074,2,5,frame,1,Benz,Austria,0.6224165182769452,0.9911578778906937,0.8078999999999996,mm,0.43747915971990636,kg,0.354718777792655,eur,0.25,True
100,Mercedes Chile F34533,2,5,frame,1,Mercedes,Chile,0.9515615934054941,0.12110906617588234,0.7077999999999998,mm,0.31343781260420117,kg,0.3355937572458207,eur,0.5,True
101,Honda Russia F25655,2,5,frame,1,Honda,Russia,0.013845261199255861,0.613347203328799,0.20340000000000033,mm,0.515838612870957,kg,0.36417590049562776,eur,0.25,True
102,Benz Thailand F21157,2,5,frame,1,Benz,Thailand,0.300354134571137,0.5899815955829399,0.5629999999999995,mm,0.1520506835611867,kg,0.4840270815439898,eur,0.75,True
103,Hyundai Sweden F10865,2,5,frame,1,Hyundai,Sweden,0.31882115203777434,0.5814995598943746,0.15200000000000047,mm,0.9163054351450481,kg,0.48978767908403026,eur,0.25,True
104,GMC Denmark F21915,2,5,frame,1,GMC,Denmark,0.5302815069726498,0.5093622469392656,0.6267999999999995,mm,0.30410136712237384,kg,0.8400609928012601,eur,0.0,True
105,Benz Brazil F28034,2,5,frame,1,Benz,Brazil,0.3225425661751464,0.5530927422581419,0.47809999999999947,mm,0.4361453817939313,kg,0.8289655662272093,eur,0.25,True
106,Toyota Korea F35777,2,5,frame,1,Toyota,Korea,0.38904783817850763,0.8595262863087141,0.6849000000000001,mm,0.191730576858953,kg,0.34784878727413454,eur,0.75,True
107,Honda Romania F15740,2,5,frame,1,Honda,Romania,0.13913287049078663,0.8419620708970154,0.6985000000000002,mm,0.4708236078692895,kg,0.2661051801970972,eur,0.25,True
108,KTM Germany F13901,2,5,frame,1,KTM,Germany,0.9914967687721334,0.3598863727294552,0.5873000000000002,mm,0.2967655885295096,kg,0.11599626836832556,eur,0.75,True
109,Daimler Germany F17367,2,5,frame,1,Daimler,Germany,0.8102478941997961,0.8464031367528208,0.7201999999999998,mm,0.899299766588863,kg,0.7288808479556036,eur,0.75,True
110,GMC Italy F4254,2,5,frame,1,GMC,Italy,0.7617294571937339,0.6846043050332079,0.9938999999999999,mm,0.33044348116038674,kg,0.4165220223963215,eur,0.5,True
111,Daimler Romania F15948,2,5,frame,1,Daimler,Romania,0.6027690522398512,0.5983836120668962,0.3874000000000001,mm,0.0676892297432478,kg,0.056819344613137125,eur,0.0,True
112,Ford Italy F35303,2,5,frame,1,Ford,Italy,0.7063083971909326,0.36176682403776905,0.1375,mm,0.529509836612204,kg,0.8953483055801392,eur,0.5,True
113,Volvo Germany F23445,2,5,frame,1,Volvo,Germany,0.04269622456533489,0.4900376090261662,0.16029999999999972,mm,0.32744248082694216,kg,0.4462965623921631,eur,0.75,True
114,BYD Mexico F26567,2,5,frame,1,BYD,Mexico,0.7143914687581281,0.6593182363767306,0.9766999999999996,mm,0.5221740580193398,kg,0.27381554984417067,eur,0.75,True
115,Acura China F12370,2,5,frame,1,Acura,China,0.07977031271883316,0.7302952708650073,0.030099999999999908,mm,0.8049349783261088,kg,0.025799612032226145,eur,0.5,True
116,Buick Turkey F24474,2,5,frame,1,Buick,Turkey,0.10461975550709283,0.9746739217412177,0.9549000000000001,mm,0.6975658552850952,kg,0.6948780143974798,eur,0.25,True
117,Ford New Zealand F7854,2,5,frame,1,Ford,New,0.17792761249274713,0.323277586620789,0.38789999999999963,mm,0.7219073024341446,kg,0.38541193817335107,eur,0.5,True
118,Acura Indonesia F24230,2,5,frame,1,Acura,Indonesia,0.6069506412436726,0.24045770985036413,0.6092999999999995,mm,0.29843281093697865,kg,0.41117100082405056,eur,0.75,True
119,Benz Denmark F30450,2,5,frame,1,Benz,Denmark,0.2683619775514695,0.3720893014323437,0.04920000000000016,mm,0.527842614204735,kg,0.5456478539307862,eur,1.0,True
120,Honda Austria F11190,2,5,frame,1,Honda,Austria,0.6566295192173024,0.04281027446587198,0.8705999999999995,mm,0.6352117372457486,kg,0.8149837856902593,eur,0.25,True
121,Volvo Austria F2493,2,5,frame,1,Volvo,Austria,0.18519037234148986,0.2434584300232056,0.9360000000000003,mm,0.7432477492497498,kg,0.5472973156853715,eur,0.25,True
122,Buick Italy F39213,2,5,frame,1,Buick,Italy,0.8748324363258039,0.9982395774985995,0.4707000000000005,mm,0.026675558519506412,kg,0.9062320045110506,eur,0.75,True
123,Benz Egypt F29961,2,5,frame,1,Benz,Egypt,0.4290030211480361,0.21881251500360102,0.3386000000000001,mm,0.37212404134711563,kg,0.5810129017790564,eur,0.25,True
124,KTM China F1673,2,5,frame,1,KTM,China,0.8007442828274747,0.48675682163719314,0.5137,mm,0.2554184728242747,kg,0.9259698922202881,eur,0.5,True
125,BMW Austria F20315,2,5,frame,1,BMW,Austria,0.5242392109001421,0.4356245498919742,0.5826999999999998,mm,0.29276425475158396,kg,0.5043894025143881,eur,1.0,True
126,Daimler Canada F34453,2,5,frame,1,Daimler,Canada,0.83565754986895,0.5523325598143556,0.845,mm,0.4231410470156719,kg,0.9293346744565022,eur,0.0,True
127,Jeep France F13027,2,5,frame,1,Jeep,France,0.6208959404573738,0.593302392574218,0.5472000000000002,mm,0.09003001000333408,kg,0.07438960934344836,eur,0.5,True
128,Ford New Zealand F34092,2,5,frame,1,Ford,New,0.05039915167763738,0.22985516523965766,0.10410000000000025,mm,0.4494831610536843,kg,0.8781604024675794,eur,0.75,True
129,Daimler New Zealand F2136,2,5,frame,1,Daimler,New,0.4312438726716153,0.7158117948307595,0.9998000000000001,mm,0.09036345448482808,kg,0.6878300420298422,eur,0.25,True
130,Volvo Netherlands F16416,2,5,frame,1,Volvo,Netherlands,0.2661211260278908,0.48487637032887904,0.9961000000000001,mm,0.29109703234411444,kg,0.4485224240801277,eur,0.25,True
131,Ferrari China F25374,2,5,frame,1,Ferrari,China,0.9017626698145292,0.41033848123549643,0.4898000000000002,mm,0.2400800266755582,kg,0.2517858056481751,eur,1.0,True
132,Jeep New Zealand F22084,2,5,frame,1,Jeep,New,0.5290410355935254,0.21105065215651753,0.7525999999999999,mm,0.7385795265088361,kg,0.49911322040466644,eur,0.5,True
133,Honda Romania F1591,2,5,frame,1,Honda,Romania,0.030891738860767196,0.674281827638633,0.6313,mm,0.6242080693564522,kg,0.19138668543368245,eur,0.0,True
134,BYD France F31375,2,5,frame,1,BYD,France,0.6118124887457235,0.5868208370008804,0.33980000000000016,mm,0.8159386462154052,kg,0.7811808415330169,eur,0.75,True
135,Acura USA F27826,2,5,frame,1,Acura,USA,0.4356255377043279,0.9264623509642315,0.36340000000000033,mm,0.31643881293764575,kg,0.3845921058790616,eur,0.75,True
136,Jeep Chile F8037,2,5,frame,1,Jeep,Chile,0.3154598747524058,0.934104185004401,0.7164999999999998,mm,0.21173724574858271,kg,0.18340077049267772,eur,0.25,True
137,Jeep Canada F6758,2,5,frame,1,Jeep,Canada,0.16382225245593324,0.43446427142514205,0.1179000000000002,mm,0.9363121040346783,kg,0.6634372758217917,eur,1.0,True
138,Ferrari Turkey F32084,2,5,frame,1,Ferrari,Turkey,0.8991416738360576,0.9476674401856444,0.23629999999999995,mm,0.6972324108036012,kg,0.7123112548754508,eur,0.25,True
139,Lincoln Sweden F36659,2,5,frame,1,Lincoln,Sweden,0.5257597887197136,0.6163479235016406,0.7149000000000001,mm,0.2607535845281759,kg,0.9660083243253834,eur,0.25,True
140,Acura Russia F13138,2,5,frame,1,Acura,Russia,0.06656529481202876,0.986396735216452,0.09579999999999984,mm,0.8062687562520839,kg,0.9684154335844674,eur,0.0,True
141,Volkswagen Netherlands F27797,2,5,frame,1,Volkswagen,Netherlands,0.5090334327044276,0.5530527326558373,0.7122000000000003,mm,0.3881293764588197,kg,0.4055271528455869,eur,1.0,True
142,Mercedes Canada F13043,2,5,frame,1,Mercedes,Canada,0.5201576599107663,0.39801552372569415,0.3949000000000001,mm,0.6542180726908967,kg,0.04534659107608806,eur,1.0,True
143,Ford New Zealand F28734,2,5,frame,1,Ford,New,0.9872751645625335,0.38013123149555905,0.2266999999999996,mm,0.7479159719906634,kg,0.46662826721879136,eur,0.5,True
144,Daimler France F22572,2,5,frame,1,Daimler,France,0.1300294111762472,0.9845963031127469,0.7448000000000001,mm,0.13904634878292774,kg,0.43128594335278614,eur,0.25,True
145,Benz China F30376,2,5,frame,1,Benz,China,0.7442628198715513,0.4155797391373929,0.4516999999999996,mm,0.4008002667555851,kg,0.3068262842723917,eur,0.75,True
146,Acura Russia F19675,2,5,frame,1,Acura,Russia,0.8644484904263621,0.6336320716972073,0.8883000000000004,mm,0.8592864288096033,kg,0.0172495436153502,eur,0.5,True
147,KTM Switzerland F14491,2,5,frame,1,KTM,Switzerland,0.10097837178127715,0.11534768344402671,0.13639999999999985,mm,0.6855618539513169,kg,0.30291707896406944,eur,0.75,True
148,Mercedes Chile F2036,2,5,frame,1,Mercedes,Chile,0.8721514175386645,0.9178202768664476,0.3638999999999999,mm,0.8336112037345783,kg,0.2334487766061093,eur,0.75,True
149,Ferrari Cuba F25317,2,5,frame,1,Ferrari,Cuba,0.2075388647686123,0.033848123549652054,0.7054999999999996,mm,0.041680560186728915,kg,0.6413483404145072,eur,0.0,True
150,Hyundai Chile F37353,2,5,frame,1,Hyundai,Chile,0.2290070226686139,0.4178602864687526,0.6463999999999999,mm,0.9939979993331108,kg,0.4144613518129656,eur,0.25,True
151,Toyota Cuba F19937,2,5,frame,1,Toyota,Cuba,0.23050759288529624,0.36568776506361533,0.5775,mm,0.2174058019339779,kg,0.7805697433033649,eur,0.75,True
152,Lincoln Denmark F38541,2,5,frame,1,Lincoln,Denmark,0.33678797943218425,0.44106585580539326,0.11930000000000007,mm,0.6178726242080695,kg,0.5193038188264518,eur,0.5,True
153,Hyundai Austria F6784,2,5,frame,1,Hyundai,Austria,0.248574458294152,0.4935984636312714,0.9383000000000004,mm,0.07469156385461805,kg,0.9435978513726374,eur,0.5,True
