material ID,description,level,category,category description,hierarchy category,provider,country,diameter,width,size uom,weight,weight uom,power,voltage,current,price,currency,rank,is leaf
13,Buick Norway F27331,3,6,alternator fan,2,Buick,Norway,0.08,0.22619047619047625,mm,0.010000000000000009,kg,1.0,0,0.0,0.20959999999999998,eur,0.0,True
14,Mercedes China F17693,3,6,alternator fan,2,Mercedes,China,0.54,0.7419967987194882,mm,0.9299999999999999,kg,1.0,0,0.0,0.30799999999999994,eur,0.5,True
15,Acura Netherlands F22269,3,6,alternator fan,2,Acura,Netherlands,0.93,0.5860344137655064,mm,0.32499999999999996,kg,0.0,0,1.0,0.11879999999999996,eur,0.25,True
16,Hyundai Korea F23308,3,6,alternator fan,2,Hyundai,Korea,0.85,0.31092436974789944,mm,0.76,kg,1.0,0,0.0,0.11053333333333341,eur,0.75,True
17,Mercedes Japan F35847,3,6,alternator fan,2,Mercedes,Japan,0.14,0.06342537014805952,mm,0.51,kg,0.0,0,0.0,0.5284,eur,0.5,True
18,Daimler Egypt F10788,3,6,alternator fan,2,Daimler,Egypt,0.17,0.6880752300920363,mm,0.8200000000000001,kg,1.0,0,0.0,0.08959999999999999,eur,0.5,True
19,Mercedes Mexico F12680,3,6,alternator fan,2,Mercedes,Mexico,0.4,0.4050620248099239,mm,0.20999999999999996,kg,0.0,0,1.0,0.7409333333333332,eur,0.25,True
20,Lincoln Canada F3111,3,6,alternator fan,2,Lincoln,Canada,0.03,0.4536814725890357,mm,0.565,kg,1.0,0,0.0,0.7073333333333335,eur,0.25,True
21,Hyundai China F37037,3,6,alternator fan,2,Hyundai,China,0.45,0.8694477791116441,mm,0.22999999999999998,kg,0.0,0,1.0,0.39386666666666675,eur,0.0,True
22,Daimler Belgium F32571,3,6,alternator fan,2,Daimler,Belgium,0.7,0.06822729091636645,mm,0.32999999999999996,kg,0.0,0,1.0,0.34080000000000005,eur,0.25,True
23,Volkswagen Chile F14916,3,6,alternator fan,2,Volkswagen,Chile,0.09,0.7447979191676672,mm,0.265,kg,0.0,0,0.0,0.3077333333333333,eur,0.25,True
24,Jeep USA F22412,3,6,alternator fan,2,Jeep,USA,0.06,0.8893557422969182,mm,0.07999999999999996,kg,0.0,0,0.0,0.3604,eur,0.5,True
25,Daimler Cuba F1042,3,6,alternator fan,2,Daimler,Cuba,0.42,0.9998999599839937,mm,0.5,kg,0.0,0,0.0,0.9773333333333335,eur,0.75,True
26,Acura Switzerland F34665,3,6,alternator fan,2,Acura,Switzerland,0.37,0.44497799119647863,mm,0.48,kg,1.0,0,1.0,0.6270666666666667,eur,0.25,True
27,Lincoln Egypt F19695,3,6,alternator fan,2,Lincoln,Egypt,0.46,0.19397759103641435,mm,0.405,kg,0.0,0,0.0,0.7378666666666667,eur,0.75,True
28,KTM Austria F6032,3,6,alternator fan,2,KTM,Austria,0.15,0.9260704281712687,mm,0.22499999999999998,kg,0.0,0,0.0,0.4294666666666666,eur,0.0,True
29,Honda Indonesia F25956,3,6,alternator fan,2,Honda,Indonesia,0.85,0.39565826330532267,mm,0.10499999999999998,kg,0.0,0,1.0,0.9182666666666667,eur,1.0,True
30,Volvo Romania F14116,3,6,alternator fan,2,Volvo,Romania,0.79,0.15276110444177649,mm,0.96,kg,0.0,0,0.0,0.6170666666666667,eur,0.25,True
31,Buick Korea F22847,3,6,alternator fan,2,Buick,Korea,0.4,0.49329731892757145,mm,0.635,kg,0.0,0,1.0,0.14586666666666664,eur,0.25,True
32,Jeep Japan F1778,3,6,alternator fan,2,Jeep,Japan,0.68,0.669367747098839,mm,0.44999999999999996,kg,0.0,0,0.0,0.7251999999999998,eur,0.25,True
33,Benz Russia F27587,3,6,alternator fan,2,Benz,Russia,0.16,0.07412965186074452,mm,0.76,kg,1.0,0,0.0,0.7485333333333332,eur,0.75,True
34,BYD Mexico F9201,3,6,alternator fan,2,BYD,Mexico,0.03,0.9566826730692273,mm,0.6000000000000001,kg,0.0,0,0.0,0.782,eur,0.25,True
35,Benz Canada F29593,3,6,alternator fan,2,Benz,Canada,0.78,0.28051220488195233,mm,0.10499999999999998,kg,1.0,0,0.0,0.8110666666666668,eur,0.5,True
36,GMC Italy F16129,3,6,alternator fan,2,GMC,Italy,0.87,0.14565826330532267,mm,0.04500000000000004,kg,0.0,0,1.0,0.20680000000000007,eur,1.0,True
37,Volkswagen Belgium F15859,3,6,alternator fan,2,Volkswagen,Belgium,0.31,0.3007202881152466,mm,0.28500000000000003,kg,1.0,0,1.0,0.24826666666666672,eur,0.5,True
38,Daimler Korea F9633,3,6,alternator fan,2,Daimler,Korea,0.32,0.7878151260504199,mm,0.20499999999999996,kg,1.0,0,1.0,0.5553333333333335,eur,0.25,True
39,Toyota Russia F3063,3,6,alternator fan,2,Toyota,Russia,0.78,0.7712084833933573,mm,0.17500000000000004,kg,0.0,0,0.0,0.8436000000000001,eur,0.0,True
40,Buick Denmark F31281,3,6,alternator fan,2,Buick,Denmark,0.11,0.7349939975990396,mm,0.235,kg,0.0,0,0.0,0.5706666666666667,eur,0.5,True
41,Benz Indonesia F23291,3,6,alternator fan,2,Benz,Indonesia,0.86,0.10274109643857578,mm,0.20499999999999996,kg,1.0,0,1.0,0.8892,eur,0.25,True
42,Toyota Indonesia F39342,3,6,alternator fan,2,Toyota,Indonesia,0.25,0.36454581832733135,mm,0.655,kg,1.0,0,1.0,0.604,eur,0.75,True
43,BYD Egypt F29184,3,6,alternator fan,2,BYD,Egypt,0.81,0.1308523409363749,mm,0.17000000000000004,kg,1.0,0,1.0,0.8986666666666667,eur,0.25,True
44,Volkswagen Sweden F26947,3,6,alternator fan,2,Volkswagen,Sweden,0.19,0.8068227290916361,mm,0.15500000000000003,kg,0.0,0,0.0,0.2224000000000001,eur,1.0,True
45,Honda New Zealand F18397,3,6,alternator fan,2,Honda,New,0.69,0.9657863145258097,mm,0.355,kg,1.0,0,0.0,0.6341333333333333,eur,1.0,True
46,Volkswagen Switzerland F5518,3,6,alternator fan,2,Volkswagen,Switzerland,0.4,0.552420968387355,mm,0.935,kg,0.0,0,1.0,0.05213333333333329,eur,0.75,True
47,Mercedes China F28360,3,6,alternator fan,2,Mercedes,China,0.19,0.7774109643857544,mm,0.30500000000000005,kg,1.0,0,1.0,0.9882666666666667,eur,0.0,True
48,BYD Denmark F21710,3,6,alternator fan,2,BYD,Denmark,0.21,0.35024009603841516,mm,0.475,kg,0.0,0,0.0,0.6382666666666668,eur,0.0,True
49,Acura China F36903,3,6,alternator fan,2,Acura,China,0.85,0.46038415366146423,mm,0.30500000000000005,kg,1.0,0,0.0,0.001466666666666659,eur,0.0,True
50,GMC Sweden F32467,3,6,alternator fan,2,GMC,Sweden,0.26,0.5497198879551823,mm,0.44999999999999996,kg,0.0,0,1.0,0.15933333333333338,eur,0.5,True
51,Tesla New Zealand F19097,3,6,alternator fan,2,Tesla,New,0.54,0.6767707082833129,mm,0.16500000000000004,kg,1.0,0,0.0,0.6329333333333333,eur,0.0,True
52,Daimler France F10006,3,6,alternator fan,2,Daimler,France,0.19,0.05902360944377783,mm,0.44999999999999996,kg,0.0,0,1.0,0.3950666666666666,eur,0.5,True
53,Buick Cuba F30338,3,6,alternator fan,2,Buick,Cuba,0.73,0.02030812324930001,mm,0.06000000000000005,kg,0.0,0,1.0,0.24799999999999991,eur,0.5,True
54,Volkswagen USA F23780,3,6,alternator fan,2,Volkswagen,USA,0.4,0.7770108043217291,mm,0.865,kg,1.0,0,1.0,0.14106666666666665,eur,0.0,True
55,Ferrari France F39225,3,6,alternator fan,2,Ferrari,France,0.67,0.37044817927170826,mm,0.42500000000000004,kg,0.0,0,1.0,0.8473333333333335,eur,0.25,True
56,Acura Mexico F21113,3,6,alternator fan,2,Acura,Mexico,0.0,0.4958983593437378,mm,0.6699999999999999,kg,1.0,0,1.0,0.2272000000000001,eur,1.0,True
57,Ford Canada F5623,3,6,alternator fan,2,Ford,Canada,0.27,0.8736494597839136,mm,0.33999999999999997,kg,1.0,0,0.0,0.5668000000000001,eur,0.5,True
58,Volvo Norway F29886,3,6,alternator fan,2,Volvo,Norway,0.6,0.9372749099639858,mm,0.33499999999999996,kg,0.0,0,0.0,0.9084,eur,0.75,True
59,GMC Japan F17114,3,6,alternator fan,2,GMC,Japan,0.95,0.5947378951580634,mm,0.010000000000000009,kg,1.0,0,0.0,0.07799999999999993,eur,1.0,True
60,Buick Egypt F33917,3,6,alternator fan,2,Buick,Egypt,0.69,0.9472789115646261,mm,0.07499999999999996,kg,0.0,0,0.0,0.45160000000000006,eur,0.5,True
61,BYD China F36219,3,6,alternator fan,2,BYD,China,0.42,0.23319327731092487,mm,0.9099999999999999,kg,0.0,0,0.0,0.7081333333333335,eur,1.0,True
62,Tesla Austria F22961,3,6,alternator fan,2,Tesla,Austria,0.11,0.6436574629851941,mm,0.0050000000000000044,kg,0.0,0,0.0,0.3394666666666666,eur,0.25,True
63,Buick France F5531,3,6,alternator fan,2,Buick,France,0.74,0.15576230492196924,mm,0.625,kg,0.0,0,0.0,0.8424,eur,0.75,True
64,Hyundai Sweden F22843,3,6,alternator fan,2,Hyundai,Sweden,0.79,0.07012805122048808,mm,0.585,kg,1.0,0,1.0,0.28813333333333335,eur,0.0,True
65,Benz Austria F19391,3,6,alternator fan,2,Benz,Austria,0.44,0.6972789115646261,mm,0.8,kg,0.0,0,1.0,0.6476,eur,0.5,True
66,Ferrari Cuba F2502,3,6,alternator fan,2,Ferrari,Cuba,0.11,0.537515006002401,mm,0.06000000000000005,kg,1.0,0,1.0,0.04720000000000008,eur,0.75,True
67,Ferrari Germany F20929,3,6,alternator fan,2,Ferrari,Germany,0.09,0.9246698679471792,mm,0.14500000000000002,kg,1.0,0,1.0,0.5293333333333333,eur,0.5,True
68,Volkswagen Belgium F2971,3,6,alternator fan,2,Volkswagen,Belgium,0.07,0.278211284513806,mm,0.38,kg,0.0,0,1.0,0.7128000000000001,eur,0.25,True
69,Ferrari Switzerland F35414,3,6,alternator fan,2,Ferrari,Switzerland,0.33,0.9362745098039216,mm,0.16000000000000003,kg,1.0,0,1.0,0.6489333333333334,eur,0.5,True
70,Volvo Romania F1335,3,6,alternator fan,2,Volvo,Romania,0.13,0.8166266506602637,mm,0.615,kg,0.0,0,1.0,0.45399999999999996,eur,0.75,True
71,Buick France F27240,3,6,alternator fan,2,Buick,France,0.22,0.5586234493797521,mm,0.19999999999999996,kg,1.0,0,0.0,0.9774666666666667,eur,0.75,True
72,Lincoln Denmark F8421,3,6,alternator fan,2,Lincoln,Denmark,0.42,0.5835334133653464,mm,0.915,kg,1.0,0,0.0,0.030266666666666612,eur,0.0,True
73,Jeep Chile F5589,3,6,alternator fan,2,Jeep,Chile,0.2,0.010904361744698193,mm,0.7549999999999999,kg,1.0,0,0.0,0.7141333333333334,eur,0.5,True
74,BYD Chile F28537,3,6,alternator fan,2,BYD,Chile,0.44,0.25120048019207686,mm,0.675,kg,0.0,0,1.0,0.46426666666666655,eur,0.25,True
75,BYD Romania F1503,3,6,alternator fan,2,BYD,Romania,0.12,0.5179071628651457,mm,0.03500000000000003,kg,1.0,0,0.0,0.8890666666666668,eur,0.75,True
76,Tesla USA F2695,3,6,alternator fan,2,Tesla,USA,0.04,0.2577030812324928,mm,0.8200000000000001,kg,0.0,0,0.0,0.4801333333333334,eur,0.0,True
77,Volkswagen Mexico F20834,3,6,alternator fan,2,Volkswagen,Mexico,0.98,0.9643857543017201,mm,0.665,kg,1.0,0,1.0,0.4592,eur,0.5,True
78,Acura India F9628,3,6,alternator fan,2,Acura,India,0.27,0.018007202881152568,mm,0.575,kg,1.0,0,1.0,0.027866666666666713,eur,0.5,True
79,Buick Denmark F18283,3,6,alternator fan,2,Buick,Denmark,0.46,0.38525410164065604,mm,0.8500000000000001,kg,0.0,0,0.0,0.6833333333333333,eur,1.0,True
80,BMW Egypt F27544,3,6,alternator fan,2,BMW,Egypt,0.64,0.10834333733493434,mm,0.635,kg,0.0,0,1.0,0.6222666666666666,eur,0.0,True
81,GMC Korea F11470,3,6,alternator fan,2,GMC,Korea,0.81,0.9842937174869943,mm,0.16500000000000004,kg,0.0,0,0.0,0.14040000000000002,eur,0.5,True
82,Mercedes Indonesia F2143,3,6,alternator fan,2,Mercedes,Indonesia,0.44,0.39925970388155213,mm,0.48,kg,0.0,0,1.0,0.9374666666666667,eur,1.0,True
83,Hyundai Indonesia F14566,3,6,alternator fan,2,Hyundai,Indonesia,0.55,0.1458583433373353,mm,0.895,kg,0.0,0,0.0,0.5777333333333333,eur,1.0,True
84,Ferrari Belgium F19606,3,6,alternator fan,2,Ferrari,Belgium,0.1,0.07863145258103252,mm,0.8899999999999999,kg,1.0,0,0.0,0.7014666666666667,eur,0.0,True
85,Ferrari Norway F17290,3,6,alternator fan,2,Ferrari,Norway,0.54,0.5654261704681869,mm,0.125,kg,1.0,0,1.0,0.027466666666666698,eur,0.5,True
86,Honda Netherlands F36516,3,6,alternator fan,2,Honda,Netherlands,0.4,0.7184873949579834,mm,0.665,kg,0.0,0,1.0,0.9774666666666667,eur,0.25,True
87,Mercedes Italy F37885,3,6,alternator fan,2,Mercedes,Italy,0.42,0.548719487795118,mm,0.06499999999999995,kg,1.0,0,1.0,0.7737333333333334,eur,0.5,True
88,BYD Cuba F31140,3,6,alternator fan,2,BYD,Cuba,0.82,0.9825930372148859,mm,0.825,kg,1.0,0,0.0,0.31439999999999996,eur,0.25,True
89,Toyota Thailand F13824,3,6,alternator fan,2,Toyota,Thailand,0.12,0.5142056822729087,mm,0.06499999999999995,kg,0.0,0,0.0,0.9649333333333334,eur,0.75,True
90,Buick Thailand F23303,3,6,alternator fan,2,Buick,Thailand,0.53,0.4783913565426174,mm,0.27,kg,1.0,0,1.0,0.8763999999999998,eur,0.75,True
91,Toyota USA F31527,3,6,alternator fan,2,Toyota,USA,0.07,0.8043217286914761,mm,0.74,kg,1.0,0,0.0,0.6043999999999999,eur,0.25,True
92,Acura USA F5756,3,6,alternator fan,2,Acura,USA,0.21,0.6436574629851941,mm,0.5449999999999999,kg,0.0,0,0.0,0.5761333333333333,eur,0.75,True
93,Ferrari Sweden F9499,3,6,alternator fan,2,Ferrari,Sweden,0.46,0.969587835134054,mm,0.43999999999999995,kg,0.0,0,0.0,0.3572000000000001,eur,0.75,True
94,Benz Indonesia F27279,3,6,alternator fan,2,Benz,Indonesia,0.85,0.5265106042416965,mm,0.835,kg,0.0,0,0.0,0.07066666666666663,eur,0.5,True
95,KTM Russia F21545,3,6,alternator fan,2,KTM,Russia,0.67,0.09893957583033253,mm,0.6799999999999999,kg,1.0,0,1.0,0.14186666666666667,eur,0.75,True
96,Jeep Sweden F10767,3,6,alternator fan,2,Jeep,Sweden,0.02,0.8273309323729493,mm,0.08499999999999996,kg,1.0,0,1.0,0.7544000000000002,eur,0.25,True
97,Benz Norway F26516,3,6,alternator fan,2,Benz,Norway,0.3,0.46328531412565066,mm,0.77,kg,1.0,0,0.0,0.04666666666666667,eur,0.5,True
98,Benz Egypt F1158,3,6,alternator fan,2,Benz,Egypt,0.6,0.8438375350140055,mm,0.645,kg,1.0,0,0.0,0.08053333333333342,eur,0.0,True
99,Volkswagen Mexico F7745,3,6,alternator fan,2,Volkswagen,Mexico,0.17,0.8248299319727893,mm,0.99,kg,1.0,0,0.0,0.7844000000000002,eur,0.75,True
100,KTM Netherlands F24556,3,6,alternator fan,2,KTM,Netherlands,0.57,0.6846738695478194,mm,0.605,kg,0.0,0,0.0,0.5452,eur,0.75,True
101,Ferrari Turkey F23757,3,6,alternator fan,2,Ferrari,Turkey,0.34,0.7998199279711886,mm,0.915,kg,0.0,0,1.0,0.9490666666666667,eur,0.5,True
102,Lincoln India F26763,3,6,alternator fan,2,Lincoln,India,0.92,0.08653461384553852,mm,0.7749999999999999,kg,0.0,0,1.0,0.09666666666666666,eur,0.25,True
103,BYD Indonesia F5786,3,6,alternator fan,2,BYD,Indonesia,0.34,0.755902360944378,mm,0.18000000000000005,kg,1.0,0,0.0,0.28680000000000005,eur,0.5,True
104,Honda Norway F19899,3,6,alternator fan,2,Honda,Norway,0.86,0.06292517006802739,mm,0.635,kg,0.0,0,0.0,0.7709333333333332,eur,0.75,True
105,Honda Denmark F4375,3,6,alternator fan,2,Honda,Denmark,0.4,0.6263505402160864,mm,0.18500000000000005,kg,1.0,0,0.0,0.25173333333333325,eur,0.0,True
106,Jeep India F26232,3,6,alternator fan,2,Jeep,India,0.31,0.9415766306522606,mm,0.17500000000000004,kg,0.0,0,1.0,0.4606666666666666,eur,1.0,True
107,BYD Indonesia F25448,3,6,alternator fan,2,BYD,Indonesia,0.68,0.7039815926370546,mm,0.275,kg,0.0,0,0.0,0.2398666666666666,eur,0.75,True
108,Ferrari Brazil F5382,3,6,alternator fan,2,Ferrari,Brazil,0.0,0.4366746698679468,mm,0.6399999999999999,kg,0.0,0,0.0,0.33359999999999995,eur,1.0,True
109,Acura India F35505,3,6,alternator fan,2,Acura,India,0.31,0.36124449779911966,mm,0.9299999999999999,kg,0.0,0,0.0,0.6112000000000001,eur,0.0,True
110,Tesla New Zealand F28811,3,6,alternator fan,2,Tesla,New,0.08,0.7149859943977591,mm,0.275,kg,1.0,0,0.0,0.8744000000000002,eur,0.75,True
111,Daimler Japan F32308,3,6,alternator fan,2,Daimler,Japan,0.57,0.0006002400960384379,mm,0.265,kg,1.0,0,1.0,0.3302666666666666,eur,0.25,True
112,Lincoln France F38579,3,6,alternator fan,2,Lincoln,France,0.11,0.8078231292517004,mm,0.53,kg,0.0,0,1.0,0.9157333333333334,eur,0.75,True
113,Ferrari Mexico F6075,3,6,alternator fan,2,Ferrari,Mexico,0.32,0.5533213285314129,mm,0.015000000000000013,kg,0.0,0,1.0,0.7450666666666667,eur,0.0,True
114,Tesla Denmark F19657,3,6,alternator fan,2,Tesla,Denmark,0.16,0.8241296518607439,mm,0.98,kg,1.0,0,1.0,0.44439999999999996,eur,0.75,True
115,Honda France F32789,3,6,alternator fan,2,Honda,France,0.52,0.09923969587835146,mm,0.13,kg,0.0,0,0.0,0.6344,eur,1.0,True
116,Jeep Indonesia F3894,3,6,alternator fan,2,Jeep,Indonesia,0.68,0.5119047619047624,mm,0.24,kg,0.0,0,0.0,0.17093333333333324,eur,0.0,True
117,Volkswagen Mexico F28208,3,6,alternator fan,2,Volkswagen,Mexico,0.11,0.09093637454982022,mm,0.6499999999999999,kg,1.0,0,0.0,0.4817333333333333,eur,0.5,True
118,Tesla Indonesia F17852,3,6,alternator fan,2,Tesla,Indonesia,0.12,0.35594237695078057,mm,0.8700000000000001,kg,1.0,0,1.0,0.9462666666666667,eur,0.75,True
119,Hyundai Turkey F8089,3,6,alternator fan,2,Hyundai,Turkey,0.95,0.9496798719487798,mm,0.475,kg,1.0,0,1.0,0.14959999999999998,eur,0.0,True
120,Ford Germany F13173,3,6,alternator fan,2,Ford,Germany,0.66,0.1426570628251299,mm,0.42500000000000004,kg,0.0,0,0.0,0.10680000000000006,eur,1.0,True
121,Mercedes Romania F20431,3,6,alternator fan,2,Mercedes,Romania,0.6,0.531012404961985,mm,0.6399999999999999,kg,1.0,0,0.0,0.23346666666666674,eur,1.0,True
122,Honda Turkey F38866,3,6,alternator fan,2,Honda,Turkey,0.9,0.33453381352541056,mm,1.0,kg,1.0,0,1.0,0.36106666666666665,eur,0.5,True
123,Jeep China F13527,3,6,alternator fan,2,Jeep,China,0.78,0.7287915166066427,mm,0.74,kg,1.0,0,0.0,0.21640000000000006,eur,0.75,True
124,Hyundai Netherlands F8208,3,6,alternator fan,2,Hyundai,Netherlands,0.81,0.2761104441776712,mm,0.9199999999999999,kg,0.0,0,1.0,0.9405333333333332,eur,0.25,True
125,Mercedes Netherlands F33004,3,6,alternator fan,2,Mercedes,Netherlands,0.06,0.33833533413365385,mm,0.6100000000000001,kg,0.0,0,0.0,0.4549333333333334,eur,1.0,True
126,Mercedes Italy F9210,3,6,alternator fan,2,Mercedes,Italy,0.7,0.4728891556622645,mm,0.845,kg,1.0,0,1.0,0.002933333333333318,eur,0.25,True
127,BMW Cuba F16571,3,6,alternator fan,2,BMW,Cuba,0.84,0.46048419367747057,mm,0.78,kg,0.0,0,1.0,0.28146666666666664,eur,0.75,True
128,Hyundai Turkey F30129,3,6,alternator fan,2,Hyundai,Turkey,0.06,0.3435374149659866,mm,0.605,kg,1.0,0,0.0,0.055066666666666604,eur,0.25,True
129,GMC Cuba F15366,3,6,alternator fan,2,GMC,Cuba,0.26,0.1487595038015206,mm,0.98,kg,1.0,0,0.0,0.6444,eur,0.75,True
130,Daimler Switzerland F15524,3,6,alternator fan,2,Daimler,Switzerland,0.97,0.44317727090836384,mm,0.565,kg,1.0,0,1.0,0.6522666666666667,eur,0.75,True
131,Ford Brazil F34230,3,6,alternator fan,2,Ford,Brazil,0.36,0.27721088435374175,mm,0.905,kg,0.0,0,0.0,0.5850666666666666,eur,1.0,True
132,Ferrari New Zealand F27600,3,6,alternator fan,2,Ferrari,New,0.7,0.9194677871148453,mm,0.475,kg,0.0,0,1.0,0.43826666666666675,eur,0.5,True
133,Volvo Sweden F26614,3,6,alternator fan,2,Volvo,Sweden,0.23,0.9431772709083627,mm,0.20999999999999996,kg,0.0,0,0.0,0.03,eur,0.0,True
134,Jeep Russia F33629,3,6,alternator fan,2,Jeep,Russia,0.07,0.5663265306122448,mm,0.6599999999999999,kg,1.0,0,0.0,0.4353333333333334,eur,0.5,True
135,Volkswagen Turkey F2596,3,6,alternator fan,2,Volkswagen,Turkey,0.63,0.8868547418967582,mm,0.8300000000000001,kg,1.0,0,1.0,0.7582666666666668,eur,0.75,True
136,Volkswagen Canada F33653,3,6,alternator fan,2,Volkswagen,Canada,0.46,0.8724489795918368,mm,0.8200000000000001,kg,1.0,0,0.0,0.48919999999999997,eur,0.0,True
137,Tesla Germany F32508,3,6,alternator fan,2,Tesla,Germany,0.77,0.9958983593437378,mm,0.71,kg,1.0,0,1.0,0.4583999999999999,eur,0.0,True
138,Benz France F29873,3,6,alternator fan,2,Benz,France,0.77,0.062424969987995266,mm,0.09999999999999998,kg,1.0,0,1.0,0.9085333333333332,eur,0.75,True
139,Ford Russia F3103,3,6,alternator fan,2,Ford,Russia,0.23,0.3533413365346142,mm,0.865,kg,1.0,0,1.0,0.0026666666666667047,eur,0.75,True
140,Ferrari Russia F16096,3,6,alternator fan,2,Ferrari,Russia,0.62,0.16426570628251366,mm,0.875,kg,0.0,0,1.0,0.06173333333333327,eur,0.75,True
141,Lincoln Belgium F6880,3,6,alternator fan,2,Lincoln,Belgium,0.25,0.8161264505802323,mm,0.475,kg,1.0,0,0.0,0.054266666666666574,eur,0.5,True
142,BMW France F21543,3,6,alternator fan,2,BMW,France,0.45,0.49149659863945555,mm,0.41000000000000003,kg,0.0,0,1.0,0.38573333333333343,eur,0.5,True
143,KTM Sweden F34526,3,6,alternator fan,2,KTM,Sweden,0.69,0.07272909163665502,mm,0.675,kg,0.0,0,1.0,0.17240000000000008,eur,0.75,True
144,Volvo Brazil F15103,3,6,alternator fan,2,Volvo,Brazil,0.32,0.04001600640256101,mm,0.81,kg,1.0,0,1.0,0.5242666666666665,eur,0.5,True
145,Daimler Turkey F1593,3,6,alternator fan,2,Daimler,Turkey,0.92,0.836234493797519,mm,0.16500000000000004,kg,0.0,0,1.0,0.6144,eur,0.75,True
146,Tesla Switzerland F1212,3,6,alternator fan,2,Tesla,Switzerland,0.45,0.9691876750700276,mm,0.21999999999999997,kg,0.0,0,0.0,0.1753333333333334,eur,1.0,True
147,Hyundai New Zealand F31618,3,6,alternator fan,2,Hyundai,New,0.24,0.3124249699879953,mm,0.8700000000000001,kg,0.0,0,1.0,0.42839999999999995,eur,0.0,True
148,Lincoln Indonesia F4138,3,6,alternator fan,2,Lincoln,Indonesia,0.21,0.4972989195678273,mm,0.73,kg,0.0,0,1.0,0.9545333333333333,eur,0.0,True
149,Benz China F11240,3,6,alternator fan,2,Benz,China,0.33,0.931772709083633,mm,0.855,kg,0.0,0,1.0,0.9987999999999999,eur,0.75,True
150,Benz Indonesia F13376,3,6,alternator fan,2,Benz,Indonesia,0.51,0.09653861544617878,mm,0.275,kg,0.0,0,0.0,0.8579999999999999,eur,0.25,True
151,Jeep USA F31915,3,6,alternator fan,2,Jeep,USA,0.01,0.46248499399759907,mm,0.885,kg,1.0,0,0.0,0.8792,eur,0.0,True
152,Tesla China F2411,3,6,alternator fan,2,Tesla,China,0.49,0.7576030412164865,mm,0.81,kg,1.0,0,0.0,0.9230666666666665,eur,1.0,True
153,Lincoln Sweden F1780,3,6,alternator fan,2,Lincoln,Sweden,0.97,0.7958183273309327,mm,0.55,kg,1.0,0,0.0,0.8953333333333334,eur,1.0,True
154,Toyota Thailand F6348,3,6,alternator fan,2,Toyota,Thailand,0.91,0.6211484593837536,mm,0.07499999999999996,kg,1.0,0,0.0,0.6214666666666666,eur,0.75,True
155,KTM Canada F33997,3,6,alternator fan,2,KTM,Canada,0.99,0.4552821128451378,mm,0.345,kg,1.0,0,1.0,0.28693333333333326,eur,0.0,True
156,Jeep Egypt F8978,3,6,alternator fan,2,Jeep,Egypt,0.56,0.18767507002801104,mm,0.575,kg,0.0,0,0.0,0.9081333333333336,eur,0.5,True
157,Jeep Norway F12518,3,6,alternator fan,2,Jeep,Norway,0.95,0.1989795918367345,mm,0.76,kg,0.0,0,1.0,0.5857333333333334,eur,0.25,True
158,Ford Brazil F35694,3,6,alternator fan,2,Ford,Brazil,0.81,0.19577831132453025,mm,0.9550000000000001,kg,1.0,0,1.0,0.04680000000000007,eur,0.0,True
