material ID,description,level,category,category description,hierarchy category,provider,country,length,height,width,size uom,weight,weight uom,price,currency,rank,is leaf
63,Hyundai Sweden AS33562,3,8,alternator skeleton,2,Hyundai,Sweden,596.41,436.19,507.93,mm,6.6,kg,173.62,eur,3.0,True
64,BMW Switzerland AS11469,3,8,alternator skeleton,2,BMW,Switzerland,589.84,403.4,615.7,mm,7.3,kg,154.25,eur,4.5,True
65,Hyundai Belgium AS15450,3,8,alternator skeleton,2,Hyundai,Belgium,575.08,448.97,599.54,mm,6.97,kg,287.16,eur,3.0,True
66,Honda Sweden AS35246,3,8,alternator skeleton,2,Honda,Sweden,557.65,437.72,619.33,mm,7.0,kg,327.01,eur,4.5,True
67,Benz Cuba AS33417,3,8,alternator skeleton,2,Benz,Cuba,564.6,366.7,528.27,mm,5.96,kg,120.41,eur,5.0,True
68,GMC Turkey AS30780,3,8,alternator skeleton,2,GMC,Turkey,595.7,415.93,556.12,mm,4.58,kg,281.13,eur,3.5,True
69,Jeep Belgium AS23326,3,8,alternator skeleton,2,Jeep,Belgium,578.84,372.67,532.06,mm,5.25,kg,337.7,eur,4.0,True
70,GMC Italy AS14629,3,8,alternator skeleton,2,GMC,Italy,583.35,377.22,559.23,mm,7.9,kg,153.77,eur,4.5,True
71,Benz Netherlands AS39425,3,8,alternator skeleton,2,Benz,Netherlands,593.5,382.41,561.31,mm,7.88,kg,342.62,eur,3.5,True
72,Daimler Japan AS22504,3,8,alternator skeleton,2,Daimler,Japan,573.37,398.92,592.08,mm,7.4,kg,253.41,eur,3.5,True
73,Honda Romania AS26666,3,8,alternator skeleton,2,Honda,Romania,593.57,440.34,608.05,mm,4.25,kg,197.39,eur,3.5,True
74,Volkswagen Romania AS17514,3,8,alternator skeleton,2,Volkswagen,Romania,564.0,353.55,617.06,mm,6.59,kg,325.26,eur,3.5,True
75,BMW India AS35783,3,8,alternator skeleton,2,BMW,India,597.21,364.77,576.12,mm,6.82,kg,297.1,eur,4.5,True
76,BYD Sweden AS38250,3,8,alternator skeleton,2,BYD,Sweden,559.95,421.51,540.1,mm,6.4,kg,286.76,eur,3.5,True
77,BYD New Zealand AS39434,3,8,alternator skeleton,2,BYD,New,577.98,441.51,571.19,mm,5.88,kg,182.56,eur,3.0,True
78,Ferrari Thailand AS20069,3,8,alternator skeleton,2,Ferrari,Thailand,587.75,359.6,643.64,mm,5.99,kg,214.53,eur,4.0,True
79,Benz Austria AS28074,3,8,alternator skeleton,2,Benz,Austria,551.68,428.49,511.2,mm,6.71,kg,319.51,eur,3.5,True
80,Benz Canada AS3536,3,8,alternator skeleton,2,Benz,Canada,563.81,389.28,571.95,mm,4.68,kg,185.27,eur,4.0,True
81,BMW Chile AS11700,3,8,alternator skeleton,2,BMW,Chile,597.21,357.68,615.92,mm,4.66,kg,208.88,eur,4.5,True
82,Tesla China AS8980,3,8,alternator skeleton,2,Tesla,China,555.36,406.81,593.47,mm,6.18,kg,165.22,eur,3.5,True
83,Volkswagen Switzerland AS23779,3,8,alternator skeleton,2,Volkswagen,Switzerland,557.27,366.86,506.93,mm,7.8,kg,316.51,eur,4.5,True
84,Acura Germany AS25983,3,8,alternator skeleton,2,Acura,Germany,587.09,397.42,530.31,mm,4.79,kg,348.43,eur,3.5,True
85,GMC Mexico AS25883,3,8,alternator skeleton,2,GMC,Mexico,594.74,376.43,510.9,mm,6.63,kg,244.94,eur,3.5,True
86,Hyundai France AS7105,3,8,alternator skeleton,2,Hyundai,France,557.95,371.49,600.25,mm,6.65,kg,196.09,eur,3.5,True
87,Toyota New Zealand AS13153,3,8,alternator skeleton,2,Toyota,New,571.48,399.75,624.9,mm,6.54,kg,257.95,eur,3.0,True
88,Lincoln Switzerland AS33987,3,8,alternator skeleton,2,Lincoln,Switzerland,566.17,391.98,601.37,mm,6.48,kg,256.19,eur,4.5,True
89,Jeep Canada AS16026,3,8,alternator skeleton,2,Jeep,Canada,562.62,376.92,563.69,mm,5.55,kg,187.08,eur,4.5,True
90,Lincoln New Zealand AS14152,3,8,alternator skeleton,2,Lincoln,New,581.05,434.91,616.36,mm,6.94,kg,232.48,eur,4.0,True
91,Daimler Italy AS16336,3,8,alternator skeleton,2,Daimler,Italy,555.16,397.06,621.06,mm,7.47,kg,326.99,eur,5.0,True
92,Mercedes Norway AS28692,3,8,alternator skeleton,2,Mercedes,Norway,593.87,436.4,648.84,mm,6.84,kg,150.65,eur,3.5,True
93,Toyota Japan AS20671,3,8,alternator skeleton,2,Toyota,Japan,550.74,410.89,647.74,mm,5.97,kg,326.21,eur,5.0,True
94,Lincoln Switzerland AS31773,3,8,alternator skeleton,2,Lincoln,Switzerland,575.66,360.74,647.67,mm,6.46,kg,302.26,eur,4.0,True
95,BMW Italy AS39431,3,8,alternator skeleton,2,BMW,Italy,572.52,383.68,580.72,mm,6.02,kg,201.9,eur,4.0,True
96,Volkswagen Turkey AS2004,3,8,alternator skeleton,2,Volkswagen,Turkey,563.06,419.39,618.06,mm,7.01,kg,178.45,eur,4.5,True
97,Ford Norway AS32030,3,8,alternator skeleton,2,Ford,Norway,569.79,357.42,597.59,mm,4.27,kg,258.54,eur,4.5,True
98,Hyundai Sweden AS25349,3,8,alternator skeleton,2,Hyundai,Sweden,586.9,436.52,646.23,mm,6.49,kg,144.62,eur,4.0,True
99,Volvo Sweden AS38466,3,8,alternator skeleton,2,Volvo,Sweden,592.44,423.43,536.01,mm,4.4,kg,135.93,eur,4.0,True
100,Hyundai Russia AS39005,3,8,alternator skeleton,2,Hyundai,Russia,571.33,400.81,560.25,mm,4.72,kg,154.03,eur,5.0,True
101,Hyundai Italy AS38895,3,8,alternator skeleton,2,Hyundai,Italy,584.41,371.55,623.95,mm,4.81,kg,147.08,eur,4.5,True
102,Benz Italy AS27853,3,8,alternator skeleton,2,Benz,Italy,577.65,376.56,545.06,mm,5.44,kg,335.41,eur,5.0,True
103,Honda Switzerland AS27149,3,8,alternator skeleton,2,Honda,Switzerland,579.64,354.29,558.12,mm,6.42,kg,129.64,eur,3.5,True
104,Lincoln Thailand AS32131,3,8,alternator skeleton,2,Lincoln,Thailand,578.07,434.64,617.83,mm,5.7,kg,296.85,eur,4.5,True
105,Ferrari Austria AS17516,3,8,alternator skeleton,2,Ferrari,Austria,551.32,411.94,564.68,mm,6.7,kg,288.51,eur,3.5,True
106,Acura Denmark AS8285,3,8,alternator skeleton,2,Acura,Denmark,557.92,404.21,560.45,mm,5.26,kg,181.89,eur,4.5,True
107,Buick Mexico AS3574,3,8,alternator skeleton,2,Buick,Mexico,592.86,397.99,587.0,mm,6.68,kg,272.99,eur,3.0,True
108,Honda Austria AS2405,3,8,alternator skeleton,2,Honda,Austria,566.98,378.09,566.28,mm,7.65,kg,124.76,eur,4.0,True
109,Jeep Thailand AS4776,3,8,alternator skeleton,2,Jeep,Thailand,559.39,415.08,631.98,mm,7.67,kg,169.67,eur,4.5,True
110,Jeep Romania AS21329,3,8,alternator skeleton,2,Jeep,Romania,592.07,399.63,550.96,mm,6.97,kg,243.84,eur,4.0,True
111,Jeep Norway AS15753,3,8,alternator skeleton,2,Jeep,Norway,555.5,421.17,588.63,mm,6.72,kg,158.55,eur,3.5,True
112,Ford Norway AS5209,3,8,alternator skeleton,2,Ford,Norway,572.35,432.32,540.38,mm,7.37,kg,286.02,eur,3.5,True
113,Toyota USA AS32476,3,8,alternator skeleton,2,Toyota,USA,564.17,386.49,534.54,mm,7.09,kg,311.93,eur,4.0,True
114,GMC Belgium AS37203,3,8,alternator skeleton,2,GMC,Belgium,565.21,413.1,507.94,mm,4.84,kg,158.7,eur,4.5,True
115,KTM Sweden AS29547,3,8,alternator skeleton,2,KTM,Sweden,572.78,426.07,520.43,mm,7.94,kg,306.29,eur,4.0,True
116,Acura Chile AS23130,3,8,alternator skeleton,2,Acura,Chile,567.66,399.46,622.68,mm,5.34,kg,246.18,eur,4.0,True
117,Hyundai Germany AS17755,3,8,alternator skeleton,2,Hyundai,Germany,561.84,367.83,644.58,mm,6.91,kg,239.07,eur,3.5,True
118,GMC Austria AS23700,3,8,alternator skeleton,2,GMC,Austria,584.28,386.29,501.64,mm,4.24,kg,344.4,eur,4.0,True
119,Buick Canada AS24966,3,8,alternator skeleton,2,Buick,Canada,593.34,355.08,589.82,mm,6.13,kg,312.17,eur,5.0,True
120,Volkswagen Sweden AS11226,3,8,alternator skeleton,2,Volkswagen,Sweden,565.56,407.92,615.73,mm,5.07,kg,201.86,eur,4.0,True
121,Tesla Romania AS10192,3,8,alternator skeleton,2,Tesla,Romania,557.92,424.46,619.41,mm,7.92,kg,182.09,eur,4.0,True
122,Buick Russia AS25695,3,8,alternator skeleton,2,Buick,Russia,572.0,375.77,582.17,mm,5.79,kg,280.66,eur,3.0,True
123,KTM Cuba AS33045,3,8,alternator skeleton,2,KTM,Cuba,579.29,422.71,604.49,mm,4.83,kg,306.68,eur,3.5,True
124,Daimler Korea AS23917,3,8,alternator skeleton,2,Daimler,Korea,554.55,417.05,626.22,mm,6.41,kg,158.1,eur,4.0,True
125,BYD Switzerland AS10528,3,8,alternator skeleton,2,BYD,Switzerland,559.51,386.44,525.92,mm,5.49,kg,292.99,eur,4.0,True
126,Tesla Germany AS19377,3,8,alternator skeleton,2,Tesla,Germany,582.47,415.73,614.13,mm,6.57,kg,135.53,eur,4.5,True
127,Toyota Canada AS35028,3,8,alternator skeleton,2,Toyota,Canada,585.86,405.01,513.26,mm,5.69,kg,260.01,eur,3.5,True
128,Ferrari Denmark AS5335,3,8,alternator skeleton,2,Ferrari,Denmark,587.17,396.13,586.21,mm,5.51,kg,204.5,eur,3.5,True
129,Tesla Egypt AS21319,3,8,alternator skeleton,2,Tesla,Egypt,563.77,393.62,500.71,mm,4.36,kg,260.43,eur,4.5,True
130,Volvo Germany AS13604,3,8,alternator skeleton,2,Volvo,Germany,567.08,392.61,529.42,mm,7.72,kg,202.23,eur,4.5,True
131,KTM Sweden AS19434,3,8,alternator skeleton,2,KTM,Sweden,599.12,350.11,637.28,mm,5.07,kg,183.31,eur,4.0,True
132,Acura Egypt AS33056,3,8,alternator skeleton,2,Acura,Egypt,554.55,409.78,611.22,mm,6.91,kg,208.45,eur,5.0,True
133,Ford India AS14155,3,8,alternator skeleton,2,Ford,India,584.25,445.61,502.0,mm,5.77,kg,129.39,eur,4.0,True
134,Daimler Sweden AS27316,3,8,alternator skeleton,2,Daimler,Sweden,563.25,417.91,594.76,mm,7.32,kg,246.94,eur,5.0,True
135,Lincoln Denmark AS30781,3,8,alternator skeleton,2,Lincoln,Denmark,552.06,374.79,531.06,mm,5.51,kg,141.89,eur,3.5,True
136,Acura Brazil AS3842,3,8,alternator skeleton,2,Acura,Brazil,575.02,425.66,632.2,mm,4.26,kg,300.14,eur,4.0,True
137,Jeep Germany AS30846,3,8,alternator skeleton,2,Jeep,Germany,570.06,390.08,619.57,mm,4.26,kg,165.4,eur,4.0,True
138,Jeep Germany AS17247,3,8,alternator skeleton,2,Jeep,Germany,576.4,391.96,591.03,mm,5.57,kg,313.62,eur,5.0,True
139,Mercedes China AS5757,3,8,alternator skeleton,2,Mercedes,China,550.16,436.34,526.73,mm,5.29,kg,212.67,eur,4.0,True
140,Volvo Egypt AS8334,3,8,alternator skeleton,2,Volvo,Egypt,550.9,415.49,590.41,mm,4.04,kg,229.39,eur,3.0,True
141,Jeep Netherlands AS32198,3,8,alternator skeleton,2,Jeep,Netherlands,598.92,422.13,571.18,mm,7.52,kg,232.32,eur,4.5,True
142,GMC Sweden AS29426,3,8,alternator skeleton,2,GMC,Sweden,571.22,401.39,606.39,mm,7.01,kg,155.36,eur,4.0,True
143,Daimler Sweden AS25331,3,8,alternator skeleton,2,Daimler,Sweden,576.79,448.52,646.69,mm,5.55,kg,332.69,eur,4.5,True
144,Lincoln Korea AS27176,3,8,alternator skeleton,2,Lincoln,Korea,566.05,353.99,628.11,mm,5.72,kg,234.5,eur,4.5,True
145,Lincoln Austria AS36686,3,8,alternator skeleton,2,Lincoln,Austria,561.22,431.48,571.05,mm,4.44,kg,296.56,eur,4.5,True
146,Mercedes Egypt AS29178,3,8,alternator skeleton,2,Mercedes,Egypt,551.78,419.94,591.59,mm,4.24,kg,205.38,eur,3.5,True
147,Benz USA AS21990,3,8,alternator skeleton,2,Benz,USA,583.38,400.21,564.93,mm,4.92,kg,239.36,eur,4.5,True
148,Toyota Austria AS15421,3,8,alternator skeleton,2,Toyota,Austria,552.06,401.42,644.14,mm,7.31,kg,255.78,eur,4.5,True
149,Daimler France AS2648,3,8,alternator skeleton,2,Daimler,France,583.43,399.64,602.69,mm,7.12,kg,312.49,eur,3.5,True
150,GMC Belgium AS36843,3,8,alternator skeleton,2,GMC,Belgium,551.36,441.03,603.24,mm,4.24,kg,307.83,eur,4.5,True
151,Mercedes Canada AS26082,3,8,alternator skeleton,2,Mercedes,Canada,563.64,401.83,581.81,mm,7.77,kg,165.75,eur,3.5,True
152,Mercedes Cuba AS11257,3,8,alternator skeleton,2,Mercedes,Cuba,578.3,365.18,637.8,mm,6.3,kg,289.84,eur,4.0,True
153,Ferrari Austria AS19273,3,8,alternator skeleton,2,Ferrari,Austria,590.34,437.95,602.44,mm,5.37,kg,313.83,eur,4.5,True
154,Volkswagen Sweden AS1046,3,8,alternator skeleton,2,Volkswagen,Sweden,570.87,382.1,586.02,mm,6.11,kg,235.95,eur,4.5,True
155,Mercedes USA AS29182,3,8,alternator skeleton,2,Mercedes,USA,598.18,372.94,613.78,mm,7.75,kg,193.12,eur,3.5,True
156,Benz Japan AS29577,3,8,alternator skeleton,2,Benz,Japan,556.09,431.78,555.91,mm,5.65,kg,346.3,eur,4.5,True
157,Tesla New Zealand AS15056,3,8,alternator skeleton,2,Tesla,New,579.43,442.49,642.31,mm,7.36,kg,243.9,eur,4.0,True
158,Acura Denmark AS39398,3,8,alternator skeleton,2,Acura,Denmark,589.1,388.24,517.36,mm,6.35,kg,176.66,eur,3.5,True
159,Honda Chile AS7965,3,8,alternator skeleton,2,Honda,Chile,556.24,393.62,627.47,mm,4.5,kg,251.9,eur,5.0,True
160,Volkswagen Mexico AS35060,3,8,alternator skeleton,2,Volkswagen,Mexico,551.31,395.05,586.17,mm,4.9,kg,187.56,eur,4.0,True
161,Ferrari Indonesia AS38915,3,8,alternator skeleton,2,Ferrari,Indonesia,562.61,351.56,594.3,mm,6.56,kg,246.03,eur,3.0,True
162,Honda Cuba AS29733,3,8,alternator skeleton,2,Honda,Cuba,560.53,380.61,646.52,mm,5.61,kg,336.98,eur,3.5,True
163,BYD Mexico AS26292,3,8,alternator skeleton,2,BYD,Mexico,557.71,360.73,620.16,mm,7.04,kg,127.19,eur,3.5,True
164,KTM India AS29211,3,8,alternator skeleton,2,KTM,India,577.55,360.93,626.61,mm,4.84,kg,222.51,eur,4.0,True
165,Jeep France AS11113,3,8,alternator skeleton,2,Jeep,France,562.36,433.69,620.71,mm,5.82,kg,184.88,eur,4.0,True
166,KTM Switzerland AS30896,3,8,alternator skeleton,2,KTM,Switzerland,582.15,376.06,523.25,mm,5.53,kg,270.07,eur,3.5,True
167,Tesla Switzerland AS12409,3,8,alternator skeleton,2,Tesla,Switzerland,564.34,416.2,593.4,mm,5.59,kg,126.76,eur,3.0,True
168,Hyundai Sweden AS33706,3,8,alternator skeleton,2,Hyundai,Sweden,563.75,381.97,641.05,mm,5.28,kg,331.59,eur,4.5,True
169,Tesla Switzerland AS3682,3,8,alternator skeleton,2,Tesla,Switzerland,577.48,413.12,563.46,mm,5.79,kg,152.32,eur,5.0,True
170,Daimler Turkey AS16215,3,8,alternator skeleton,2,Daimler,Turkey,551.34,401.3,546.3,mm,4.45,kg,278.53,eur,3.5,True
171,BMW Norway AS16978,3,8,alternator skeleton,2,BMW,Norway,582.78,390.34,518.07,mm,7.13,kg,136.57,eur,3.5,True
172,BYD Austria AS13229,3,8,alternator skeleton,2,BYD,Austria,598.42,383.19,562.4,mm,6.16,kg,314.59,eur,3.5,True
173,Honda Russia AS1481,3,8,alternator skeleton,2,Honda,Russia,553.19,396.74,564.17,mm,5.73,kg,263.22,eur,4.0,True
174,Buick Brazil AS25351,3,8,alternator skeleton,2,Buick,Brazil,560.53,423.42,505.95,mm,5.68,kg,298.07,eur,4.5,True
175,Daimler Italy AS22206,3,8,alternator skeleton,2,Daimler,Italy,558.56,415.74,637.81,mm,4.54,kg,323.95,eur,4.5,True
176,Buick Canada AS33856,3,8,alternator skeleton,2,Buick,Canada,595.02,436.24,600.29,mm,5.49,kg,152.04,eur,3.0,True
177,Toyota Austria AS5162,3,8,alternator skeleton,2,Toyota,Austria,553.66,438.89,551.03,mm,7.33,kg,151.81,eur,3.5,True
178,Ferrari Russia AS32667,3,8,alternator skeleton,2,Ferrari,Russia,594.2,396.81,568.28,mm,6.24,kg,161.13,eur,4.5,True
179,Ferrari France AS7632,3,8,alternator skeleton,2,Ferrari,France,557.12,426.77,552.49,mm,4.21,kg,302.26,eur,4.5,True
180,Jeep Italy AS7305,3,8,alternator skeleton,2,Jeep,Italy,587.98,359.1,567.3,mm,7.4,kg,179.51,eur,4.5,True
181,Hyundai India AS34809,3,8,alternator skeleton,2,Hyundai,India,589.87,443.81,621.2,mm,4.86,kg,297.97,eur,4.5,True
182,GMC Japan AS34203,3,8,alternator skeleton,2,GMC,Japan,593.51,432.12,588.52,mm,7.56,kg,328.55,eur,4.5,True
183,BMW Canada AS30601,3,8,alternator skeleton,2,BMW,Canada,560.61,357.6,559.47,mm,7.13,kg,179.59,eur,4.5,True
184,Ford Netherlands AS16161,3,8,alternator skeleton,2,Ford,Netherlands,579.43,405.49,624.84,mm,7.67,kg,332.25,eur,4.5,True
185,KTM New Zealand AS27572,3,8,alternator skeleton,2,KTM,New,595.78,354.79,637.13,mm,6.03,kg,167.99,eur,5.0,True
186,KTM China AS22521,3,8,alternator skeleton,2,KTM,China,594.18,359.65,556.41,mm,4.14,kg,230.83,eur,3.5,True
187,GMC Russia AS6814,3,8,alternator skeleton,2,GMC,Russia,556.25,408.65,576.58,mm,5.45,kg,285.76,eur,4.5,True
188,BYD Turkey AS34558,3,8,alternator skeleton,2,BYD,Turkey,593.04,370.82,646.78,mm,6.5,kg,344.34,eur,4.5,True
189,BMW Thailand AS29007,3,8,alternator skeleton,2,BMW,Thailand,551.81,379.28,518.24,mm,5.21,kg,335.78,eur,3.5,True
190,Volvo China AS6548,3,8,alternator skeleton,2,Volvo,China,552.86,371.46,523.68,mm,6.24,kg,214.85,eur,3.0,True
191,Mercedes Romania AS13993,3,8,alternator skeleton,2,Mercedes,Romania,565.35,380.62,620.67,mm,5.21,kg,315.87,eur,3.5,True
